geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04, -Log.p.value,Student's T-test q-value daf2_d15_daf2_d5,log2FC,Student's T-test Test statistic daf2_d15_daf2_d5,Sign p-val: 0.05 
pps-1,2.69058,3.09784,A0A061AE05;Q22501,3'-Phosphoadenosine 5'-Phosphosulfate Synthetase,15.4369,14.6658,15.0787,16.4961,13.0455,12.9821,12.6379,12.2496,3.09784,0.00101729,2.69058,6.2193,+
cka-1,1.46612,2.30844,A0A061AIW1;B3GWD5;O17610,Choline Kinase A,13.6777,14.3371,14.6652,14.6894,12.4489,13.0109,13.5044,12.5409,2.30844,0.00319366,1.46612,4.33248,+
"CELE_R11A8,7;CELE_R11A8,7;R11A8,7",-0.938318,1.13933,A0A061AJK8;A0A061AL89;Q21920,"Uncharacterized protein;Uncharacterized protein;Ankyrin repeat and KH domain-containing protein R11A8,7",14.2176,14.4117,13.4286,13.2425,14.9123,15.6116,14.2647,14.2652,1.13933,0.034411,-0.938318,-2.17505,+
spp-18,-2.26397,2.95639,A0A061AKY5;Q19837,SaPosin-like Protein family,16.5696,15.9392,15.6755,16.5092,18.1612,19.2322,18.6168,17.7392,2.95639,0.00140345,-2.26397,-5.8454,+
lin-66,0.62377,1.78116,A0A061AL58;O62020,Uncharacterized protein,14.5355,14.6999,14.4939,14.9344,13.9607,13.9884,14.4919,13.7276,1.78116,0.00939484,0.62377,3.29301,+
"CELE_F09E10,7",-0.0449748,0.0261589,A0A078BPG0,Uncharacterized protein,14.2578,13.9932,14.6474,15.1687,15.7667,14.3877,14.8697,13.2229,0.0261589,0.904331,-0.0449748,-0.0764519,
"CELE_F10C1,9",-0.795567,2.00537,A0A078BPH9;G4S1A4,Uncharacterized protein,12.2985,11.947,12.4792,11.8912,12.8939,13.335,13.0136,12.5557,2.00537,0.00615268,-0.795567,-3.71788,+
itx-1,-0.207063,0.423474,A0A078BPJ4;A0A078BPL3;A0A078BS63;H1ZUX6;O45000,InTestinal NeureXin-like,15.2263,15.4442,15.1319,15.1181,15.4011,15.9398,15.4638,14.944,0.423474,0.23114,-0.207063,-0.953487,
"CELE_Y41E3,7",-0.182169,0.271794,A0A078BQL1;O62444;Q2XMY1,Uncharacterized protein,14.3675,14.3236,13.5239,14.0069,13.6666,14.2938,14.4558,14.5345,0.271794,0.375179,-0.182169,-0.658226,
"CELE_Y105C5B,15",-0.496842,1.10378,A0A078BQP7;Q9U309,Purple acid phosphatase,14.3337,14.6362,14.8568,15.0861,15.3516,15.3146,15.5079,14.7261,1.10378,0.0376826,-0.496842,-2.11576,+
lim-9,-1.13709,2.84494,A0A0K3AQM0;A0A0K3ATK8;G5ECN3;G5EEA4;G5EF39,LIM domain family,13.9325,14.4416,14.4983,14.9111,15.5677,15.4778,15.6519,15.6344,2.84494,0.00172523,-1.13709,-5.5628,+
"CELE_Y105E8A,25",-2.23019,2.51178,A0A0K3AQN0;A0A0K3ATL6;A0A0K3AWN6,Uncharacterized protein,13.1338,12.4764,12.0041,13.3743,15.2256,15.7982,14.7094,14.1762,2.51178,0.00224453,-2.23019,-4.77529,+
pgp-2,0.505092,1.16762,A0A0K3AQN5;A0A0K3AU66;A0A0K3AWK1;G5EDF9,P-GlycoProtein related;P-GlycoProtein related;P-GlycoProtein related;ABC transporter PGP-2,15.5517,15.5128,15.1444,15.5406,15.1878,15.1079,14.3195,15.1138,1.16762,0.0319535,0.505092,2.22232,+
lpd-3,1.38503,1.13139,A0A0K3AQT9;A0A0K3ATS5;A0A0K3AUC6;A0A0K3AWP8,LiPid Depleted,17.5258,16.8627,17.8107,18.2929,15.7376,15.4629,15.8295,17.9221,1.13139,0.0350099,1.38503,2.16179,+
tln-1,-0.21038,0.206469,A0A0K3AQU9,TaLiN,14.028,14.6544,14.7886,14.9017,14.0896,14.3584,15.1304,15.6357,0.206469,0.464149,-0.21038,-0.520084,
max-2,-2.52282,2.81774,A0A0K3AQV8;A0A0K3AUE7;G5EGQ3,Non-specific serine/threonine protein kinase;Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase max-2,12.3222,12.2655,14.0327,12.933,14.939,15.944,15.3661,15.3956,2.81774,0.00173474,-2.52282,-5.49534,+
egl-27,2.96184,3.1805,A0A0K3AQW8;A0A0K3AQX3;A0A0K3ARG1;A0A0K3ARG6;A0A0K3ATV0;A0A0K3ATV3;A0A0K3ATV6;A0A0K3AUG2;A0A0K3AWS4;A0A0K3AWS8;Q09228,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Egg-laying defective protein 27,16.4987,14.5871,16.1889,15.6524,13.0035,12.9126,12.9519,12.2116,3.1805,0.000845739,2.96184,6.44608,+
cdc-14,-1.07517,2.98461,A0A0K3AQY3;A0A0K3ATW0;P81299,Cell Division Cycle related;Cell Division Cycle related;Probable tyrosine-protein phosphatase cdc-14,11.6871,11.8917,11.7372,12.0707,13.1162,13.1696,12.9349,12.4668,2.98461,0.00142936,-1.07517,-5.91859,+
daf-16,-3.43894,4.56022,A0A0K3AR63;A0A0K3AR95;A0A0K3ATP5;A0A0K3AWG6;O16850,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Forkhead box protein O,11.7855,12.0595,11.7779,12.0944,15.5029,16.118,14.7924,15.0596,4.56022,0.000502165,-3.43894,-11.3846,+
"CELE_T16H12,3;T16H12,3",-0.880424,1.95182,A0A0K3ARA8;P34566,"Uncharacterized protein;Uncharacterized protein T16H12,3",12.1525,12.0584,11.7014,11.8513,12.8176,13.243,13.0141,12.2105,1.95182,0.00680462,-0.880424,-3.61429,+
lev-11,-5.12274,5.13068,A0A0K3ARC0,Uncharacterized protein,12.0055,13.1996,12.879,13.5371,18.1945,18.2566,17.6161,18.0451,5.13068,0,-5.12274,-14.2718,+
gld-2,-1.24985,2.85909,A0A0K3ARE1;A0A0K3AWQ7;O17087,Uncharacterized protein;Uncharacterized protein;Poly(A) RNA polymerase gld-2,12.3058,11.3864,11.6527,12.033,13.108,13.3404,12.8983,13.0307,2.85909,0.00168262,-1.24985,-5.5981,+
ncl-1,-1.13101,1.96726,A0A0K3ARF3;A0A0K3ARS2;A0A0K3AS01;A0A0K3AUA6;A0A0K3AUY6;A0A0K3AX41;A0A0K3AXB1;P34611,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;B-box type zinc finger protein ncl-1,12.2917,11.4481,11.3373,12.0885,13.1233,13.2828,12.9295,12.354,1.96726,0.00673498,-1.13101,-3.64402,+
"CELE_D1069,3",-1.65619,2.34573,A0A0K3ARJ1;Q6A586,Uncharacterized protein,12.0465,11.8805,11.7464,12.0446,12.8579,14.5717,13.6722,13.2409,2.34573,0.00303704,-1.65619,-4.41173,+
lin-23,3.60791,5.86948,A0A0K3ARM6;A0A0K3AUM4;A0A0K3AWY7;Q09990,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;F-box/WD repeat-containing protein lin-23,16.8271,16.1133,16.3452,16.5303,12.9811,13.007,12.8844,12.5119,5.86948,0,3.60791,19.0553,+
"CELE_Y50D4B,1",-0.964718,2.76076,A0A0K3ARN9;A0A0K3AT27;A0A0K3AV71;O16286,Uncharacterized protein,12.3083,12.0572,11.5711,11.9796,12.6791,13.1274,12.9582,13.0105,2.76076,0.0017237,-0.964718,-5.35596,+
"CELE_Y39A1A,21",-0.98832,3.71482,A0A0K3ARX5;Q9XX11,Uncharacterized protein,11.8309,11.9709,11.7413,12.0859,12.6679,13.1328,12.9236,12.858,3.71482,0.000406305,-0.98832,-8.0777,+
dre-1,-0.277038,0.22272,A0A0K3AS68;Q94251,"Daf-12, REdundant with;F-box protein dre-1",15.8318,15.248,16.804,17.2428,15.9558,16.6216,16.771,16.8865,0.22272,0.439423,-0.277038,-0.555251,
gck-1,0.932267,1.24375,A0A0K3ASB9;A0A0K3ASW2;A0A0K3AVW5;A0A0K3AY55;H2L099,Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal center kinase 1,15.9486,16.6889,15.6395,15.4748,14.3471,15.7522,14.8482,15.0752,1.24375,0.0274755,0.932267,2.35011,+
gly-7,0.661563,0.303862,A0A0K3ASG4;O61397,Polypeptide N-acetylgalactosaminyltransferase;Probable N-acetylgalactosaminyltransferase 7,13.241,14.1866,15.5177,11.1818,12.8568,12.9011,13.0341,12.6887,0.303862,0.337418,0.661563,0.723234,
"CELE_F40A3,3;F40A3,3",-0.653794,4.86475,A0A0K3ASH2;O16264,"Uncharacterized protein;Phosphatidylethanolamine-binding protein homolog F40A3,3",18.6079,18.7012,18.5758,18.6198,19.229,19.3653,19.1852,19.3404,4.86475,0.000311377,-0.653794,-12.8496,+
"CELE_Y50D4B,4",-0.914662,2.441,A0A0K3ASH9,Uncharacterized protein,14.152,14.1712,13.9178,13.872,14.882,14.4573,15.2848,15.1476,2.441,0.00269613,-0.914662,-4.61812,+
cdf-1,-1.17963,3.22661,A0A0K3ASM2;Q95QW4,Cation Diffusion Facilitator family;Cation diffusion facilitator family protein 1,11.5121,12.0259,11.6543,12.0479,13.0061,13.2643,13.0052,12.683,3.22661,0.000764904,-1.17963,-6.57536,+
unc-34,0.191396,0.320054,A0A0K3AT36;A0A0K3AVD7;A0A0K3AYC9;G5EG53,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;UNC-34,14.846,15.3107,14.6993,14.6516,14.2026,15.0414,14.4932,15.0047,0.320054,0.320025,0.191396,0.75546,
tbh-1,-0.0183296,0.0558671,A0A0K3ATC0;Q9XTQ6,Tyramine Beta Hydroxylase;Tyramine beta-hydroxylase,17.7529,17.8255,17.6134,17.8,17.6662,17.8817,17.5238,17.9933,0.0558671,0.807438,-0.0183296,-0.158462,
lev-11,-1.24002,2.38202,A0A0K3ATS1,Uncharacterized protein,22.0097,20.8857,21.353,21.3849,23.0006,22.2853,22.7563,22.5511,2.38202,0.00290801,-1.24002,-4.48967,+
imp-3,0.913197,0.214359,A0A0K3AUD2;Q18408,IntraMembrane Protease (IMPAS) family,14.8424,15.6232,15.2432,9.27069,12.7313,12.1635,11.3552,15.0767,0.214359,0.452254,0.913197,0.53723,
prdx-2,-0.754442,2.22458,A0A0K3AUJ9;H2KZL7;Q8IG31,PeRoxireDoXin,21.5481,21.431,21.9352,21.9874,22.1747,22.6427,22.6826,22.4196,2.22458,0.00403235,-0.754442,-4.15729,+
jhdm-1,-1.36621,4.18463,A0A0K3AUW2;Q95Q98,JHDM (Histone demethylase) homolog;JmjC domain-containing histone demethylation protein 1,14.3262,14.4487,14.2435,14.1746,15.7781,15.9676,15.4427,15.4694,4.18463,0.00064986,-1.36621,-9.78986,+
mrck-1,-1.07778,2.44652,A0A0K3AUZ7;O01583,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase mrck-1,12.2878,11.9467,11.7135,11.4571,12.7559,13.37,12.706,12.8845,2.44652,0.00265099,-1.07778,-4.63027,+
nhr-86,-1.40502,2.28655,A0A0K3AVA9;Q965W2,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-86,11.8844,12.058,10.8493,11.4062,12.6024,13.4257,12.7296,13.0602,2.28655,0.00330357,-1.40502,-4.28635,+
aat-3,0.63912,0.418563,A0A0K3AVL7;O17395,Amino Acid Transporter,12.7838,14.2457,13.8184,11.8336,12.2343,13.2752,13.096,11.5196,0.418563,0.235372,0.63912,0.944347,
"CELE_M02H5,8",-2.97303,5.90667,A0A0K3AVS5,Uncharacterized protein,17.177,17.306,17.2586,17.621,20.5728,20.4468,20.1832,20.0518,5.90667,0,-2.97303,-19.3331,+
"CELE_T08B1,1",0.0916204,0.0597291,A0A0K3AVV4,Uncharacterized protein,14.5049,14.2596,14.5014,15.4723,13.9687,15.669,13.6532,15.0808,0.0597291,0.796239,0.0916204,0.168792,
lipl-5,-1.15313,0.955679,A0A0K3AW68;A0A0K3AYF1;O61866,Lipase;LIPase Like;Lipase,13.65,11.7346,11.3934,10.8491,12.9409,13.3299,13.0737,12.895,0.955679,0.0537647,-1.15313,-1.86957,
fln-2,-0.115232,0.94995,A0A0K3AW96;D0VWL6,FiLamiN (Actin binding protein) homolog,16.8634,16.9329,16.9231,17.082,17.1875,17.0114,17.0332,17.0301,0.94995,0.0545128,-0.115232,-1.86006,
"C14C6,5",-0.760803,1.42611,A0A0K3AXM4;O44667,Uncharacterized protein,17.1087,16.9448,16.2745,16.4609,17.6022,17.9422,16.9657,17.3221,1.42611,0.0183739,-0.760803,-2.66072,+
"CELE_T08B1,1",-4.20023,0.700317,A0A0K3AY44,Uncharacterized protein,11.1797,0,11.7027,11.9444,12.9457,13.4114,12.5344,12.7363,0.700317,0.103145,-4.20023,-1.44205,
zig-11,-2.6825,4.40131,A0A0K3AY85,2 (Zwei) IG domain protein,11.6281,11.721,12.6924,12.1074,14.6646,14.9156,14.6061,14.6926,4.40131,0.000652174,-2.6825,-10.683,+
ilys-5,-3.30209,4.54092,A0A0K3AYJ1;Q19698,Invertebrate LYSozyme,12.4012,13.0067,12.079,12.7615,15.4203,16.3956,15.6699,15.9709,4.54092,0.000487395,-3.30209,-11.2972,+
irg-3,-0.955908,2.95073,A0A0M7REP5;A0A0M7RF66;P91316,Infection Response protein,16.969,17.1551,16.6583,16.6533,17.9414,18.0534,17.6153,17.6493,2.95073,0.00139585,-0.955908,-5.83081,+
tns-1,-0.746597,1.03401,A0A0S4XR31;H2L045;H2L046,TeNSin homolog,15.548,15.909,14.9418,15.2816,16.0681,16.9153,15.4012,16.2823,1.03401,0.0447201,-0.746597,-1.99969,+
ubr-4,-1.94256,1.5267,A0A0S4XR36;O01808,UBR E3 ubiquitin ligase homolog,12.8848,11.3349,11.9022,11.0724,14.211,14.9714,13.4002,12.3817,1.5267,0.0152179,-1.94256,-2.83563,+
ccar-1,-0.77596,1.3496,A0A0S4XR43,CCAR1 homolog,14.3554,14.8698,15.2589,15.5152,15.9062,15.9134,15.2593,16.0242,1.3496,0.0215225,-0.77596,-2.5295,+
ulp-2,-2.05537,1.32032,A0A0S4XR45;Q23238,Ubiquitin-Like Protease;Ubiquitin-like protease 2,10.3791,12.9526,13.9639,12.0798,15.0984,14.8328,13.81,13.8557,1.32032,0.0231595,-2.05537,-2.47965,+
"CELE_T23F4,2",-0.57714,1.10325,A0A0S4XR68;A0A0S4XR74;A0A0S4XRI4;O17261,Uncharacterized protein,15.6695,15.2273,15.0333,15.8729,15.9524,16.4898,15.5611,16.1083,1.10325,0.0376589,-0.57714,-2.11486,+
sago-1,-0.308525,0.312503,A0A0T7CIX3,Piwi-like protein,14.2199,14.5321,13.2238,13.2607,14.3915,14.6744,13.799,13.6058,0.312503,0.328211,-0.308525,-0.740479,
sago-2,2.02076,2.35077,A0A0U1RML5;A0A0U1RML6,Piwi-like protein,14.5608,13.9,15.9433,15.3709,13.0358,12.9485,12.6741,13.0336,2.35077,0.00301453,2.02076,4.4225,+
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",1.42923,0.163642,A0A131MAU8;A0A131MAZ4;A0A131MBF0;Q09931,"Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Probable ubiquitin carboxyl-terminal hydrolase K02C4,3",11.9446,14.1103,12.5545,11.976,12.7838,16.1689,14.468,1.44776,0.163642,0.540422,1.42923,0.424425,
daf-4,-1.20643,2.12746,A0A131MB12;G8JY02;P50488,Serine/threonine-protein kinase receptor;Receptor protein serine/threonine kinase;Cell surface receptor daf-4,14.2522,14.2834,15.2578,15.1575,15.6361,15.9767,15.8681,16.2957,2.12746,0.0044173,-1.20643,-3.95944,+
hpo-3,-0.90681,2.4458,A0A131MBA2;A0A131MC59;A0A131MCX4;Q95X60,Uncharacterized protein,12.1904,11.6131,12.4417,12.0958,13.0529,13.1946,12.7602,12.9604,2.4458,0.00264935,-0.90681,-4.6287,+
acs-22,-0.15077,0.110194,A0A131MBB2;Q18916,Fatty Acid CoA Synthetase family,14.8595,14.4487,14.6613,15.687,14.1682,14.5332,15.989,15.5692,0.110194,0.65845,-0.15077,-0.297798,
tag-10,-0.232465,0.190416,A0A131MBC3;A0A131MCY4;G5EER7;G5EG67,Uncharacterized protein,14.9965,15.5489,15.1183,15.4392,16.2946,16.1949,14.3355,15.2078,0.190416,0.490989,-0.232465,-0.484759,
imb-2,-0.347925,1.15565,A0A131MBF9;O62332,IMportin Beta family,13.7875,14.0472,14.1074,13.9659,14.6148,14.4241,13.9407,14.3202,1.15565,0.0330672,-0.347925,-2.20231,+
brf-1,-0.998875,2.79096,A0A131MBG0;A0A131MCT5,BRF (Transcription factor) homolog,12.2141,11.9291,11.7245,12.0408,12.7888,13.4321,12.8594,12.8237,2.79096,0.00176244,-0.998875,-5.42953,+
"CELE_W09B6,4",-7.65331,6.48407,A0A131MBG4;H2L0M1,Uncharacterized protein,10.7789,10.776,11.2011,10.8951,18.1146,18.5456,18.1833,19.4207,6.48407,0,-7.65331,-24.1893,+
irg-7,-0.777055,3.7114,A0A131MBU3,Protein irg-7,18.2469,18.4921,18.0862,18.343,19.0268,19.1906,18.9814,19.0776,3.7114,0.000403478,-0.777055,-8.06626,+
"CELE_F27B10,1",1.05291,1.82226,A0A131MCJ0,Uncharacterized protein,14.1769,14.1706,13.6974,13.3656,13.1074,13.1898,12.1236,12.7781,1.82226,0.00869633,1.05291,3.36921,+
"CELE_T22F3,3",-1.10452,2.8801,A0A131MCL1,"Alpha-1,4 glucan phosphorylase",12.2741,11.8514,11.6321,11.9399,12.8923,13.4142,12.751,13.0582,2.8801,0.00171282,-1.10452,-5.65083,+
die-1,-2.44746,4.61763,A0A131MCL4;A0A131MCR4,Dorsal Intercalation and Elongation defect,14.1267,14.1581,13.718,14.0143,16.3004,16.0633,16.51,16.9333,4.61763,0.000240741,-2.44746,-11.6483,+
dhs-11,-0.0268025,0.0388566,A0A163UT65,"DeHydrogenases, Short chain",15.2906,15.2906,14.9485,15.2859,15.0893,15.8438,14.7803,15.2094,0.0388566,0.862793,-0.0268025,-0.112081,
tbc-14,-0.611505,0.650113,A0A164D380;A0A168H1X0,TBC (Tre-2/Bub2/Cdc16) domain family,14.6701,15.3405,14.7615,15.7224,14.8553,16.014,15.4592,16.612,0.650113,0.118184,-0.611505,-1.35631,
cyp-34a6,2.92448,4.15289,A0A164D3C9;O44656,CYtochrome P450 family,15.7529,15.3083,15.6958,16.429,12.3641,13.2767,13.0265,12.8207,4.15289,0.000630435,2.92448,9.66483,+
fipp-1,-1.35469,2.36031,A0A164D3G3;O16293,Factor Interacting with Poly(A) Polymerase,15.4699,14.4148,15.4962,14.9293,16.0472,16.4329,16.3972,16.8514,2.36031,0.00296495,-1.35469,-4.44294,+
unc-132,2.30478,1.52252,A0A168H9Z7;H2L0N0;H2L0N1;O01619;Q95ZK4,Uncharacterized protein,14.0168,15.8241,14.2198,14.1418,10.2837,13.3735,13.0603,12.2659,1.52252,0.0153205,2.30478,2.82831,+
cdh-4,2.51487,5.9754,A0A1C3NSI5;Q19319,Cadherin-4,15.6143,15.803,15.3881,15.7427,13.025,13.3835,13.0428,13.0373,5.9754,0,2.51487,19.857,+
ajm-1,-0.919716,4.32417,A0A1C3NSL1,Apical Junction Molecule,11.9171,12.2049,12.2413,12.078,13.1122,13.1061,12.9004,13.0015,4.32417,0.000598007,-0.919716,-10.3569,+
"CELE_ZC412,3",-0.76014,1.7388,A0A1C3NSL5,Uncharacterized protein,18.7993,19.158,18.5913,18.9076,19.7955,20.1051,19.1745,19.4218,1.7388,0.010384,-0.76014,-3.21519,+
farl-11,-1.16676,4.75858,A0A1D3PCL0;Q19300,FAR (Factor ARrest) Like,11.6659,11.9376,11.7363,11.9968,13.1377,12.9324,13.0251,12.9084,4.75858,0.000288889,-1.16676,-12.32,+
let-711,-0.560137,1.26643,A0A1D3PCL8;A0A1D3PCM5;Q20937,Uncharacterized protein;Uncharacterized protein;NTL-1a,14.317,14.6147,14.2337,13.9844,14.9965,15.2469,14.8239,14.323,1.26643,0.0262045,-0.560137,-2.38837,+
"C40H1,7",-2.41124,1.69999,A0A1I6CM73,Uncharacterized protein,12.0296,11.8316,11.6299,11.6139,13.1229,12.7546,14.8726,15.9999,1.69999,0.0113011,-2.41124,-3.14452,+
spat-2,-1.22076,2.10647,A0A1I6CM84;F3Y5Q7,Suppressor of PAr-Two defect,15.4036,15.1741,15.4845,14.2731,15.9484,16.3552,16.2828,16.632,2.10647,0.00462249,-1.22076,-3.91735,+
aakg-1,-0.669134,0.575838,A0A1I6CM85;A0A1I6CM90;A0A1I6CM91;A0A1I6CMB9;A0A1T5HUK9;A0A1T5HUL8;Q9BHL6,AMP-Activated protein Kinase Gamma subunit,13.3827,13.5771,12.9542,11.7949,12.8972,13.1733,14.5788,13.7361,0.575838,0.143856,-0.669134,-1.22763,
grl-23,2.57079,3.54173,A0A1I6CM94;A0A1I6CM96;A0A1I6CMA0;A0A1I6CMA4;H2L2E5;Q93424,GRound-Like (Grd related),15.0814,15.9583,15.9012,14.9412,13.0913,13.3827,12.7234,12.4017,3.54173,0.000430678,2.57079,7.51564,+
spat-2,-5.47167,0.828661,A0A1I6CM95,Suppressor of PAr-Two defect,13.5757,0,12.8483,12.9887,14.8033,16.0039,14.9417,15.5504,0.828661,0.0738992,-5.47167,-1.65812,
"CELE_Y55F3BR,6",-1.03481,2.89957,A0A1I6CMC9,Uncharacterized protein,12.277,11.8445,11.4988,11.9791,12.9897,13.0292,12.6868,13.0329,2.89957,0.00161946,-1.03481,-5.70004,+
vab-10,-0.98456,2.20462,A0A1N7SYP3,Uncharacterized protein,18.6546,18.747,18.9479,19.3414,20.0954,20.2813,19.4332,19.8193,2.20462,0.00405748,-0.98456,-4.11621,+
"eif-3,l;eif-3,L",-0.931725,2.42795,A0A1N7SYP6;Q95QW0,Eukaryotic translation initiation factor 3 subunit L,16.776,16.9279,16.7213,17.0443,17.5801,17.3923,18.2137,18.0103,2.42795,0.00270646,-0.931725,-4.58951,+
"npp-25;npp-25;npp-25;Y37D8A,17",-1.71311,1.59504,A0A1N7SYQ5;A0A1N7SYR4;A0A1N7SYS5;Q9XWV0,Nuclear Pore complex Protein;Nuclear Pore complex Protein;Nuclear Pore complex Protein;Transmembrane protein 33 homolog,14.7991,13.8354,15.6027,14.8009,15.8287,15.5854,17.4472,17.0293,1.59504,0.013514,-1.71311,-2.95621,+
cnt-1,-0.798662,1.98847,A0A1N7SYT2;Q9XXH8,CeNTaurin;Arf-GAP with ANK repeat and PH domain-containing protein cnt-1,12.3188,12.009,11.6344,12.0701,12.688,13.1241,13.015,12.4,1.98847,0.00645113,-0.798662,-3.68504,+
"C26G2,2",-0.562049,0.902178,A0A1N7SYU2,Uncharacterized protein,12.1931,12.02,12.5006,11.8892,11.8541,13.0257,13.0141,12.9573,0.902178,0.0612546,-0.562049,-1.78066,
"CELE_F43B10,1",-3.03966,4.40755,A0A1N7SYW5,Uncharacterized protein,12.2988,12.0911,11.7374,12.0829,14.524,15.5469,15.5152,14.7828,4.40755,0.000659341,-3.03966,-10.7098,+
ubc-15,2.45813,3.50554,A0A1T5HUK0;A0A1T5HUK6;A0A1T5HUL7,UBiquitin Conjugating enzyme,15.4607,14.5094,15.3042,16.102,12.7512,13.0022,12.845,12.9454,3.50554,0.000506401,2.45813,7.40239,+
"CELE_Y55F3BR,10",-5.92024,5.78317,A0A9S0,Uncharacterized protein,12.2833,11.8588,11.4381,11.8065,17.4587,18.1853,17.1625,18.2611,5.78317,0,-5.92024,-18.4254,+
"CELE_Y38F2AR,12",-0.401825,0.609686,A0A9S2,Uncharacterized protein,14.2153,14.5405,14.2648,14.7663,14.8264,15.6474,14.3326,14.5878,0.609686,0.131023,-0.401825,-1.28658,
ttr-42,0.11307,0.170294,A2V8C3,TransThyretin-Related family domain,18.4719,18.5188,18.6231,18.8389,18.114,18.0754,18.7389,19.0724,0.170294,0.528536,0.11307,0.43959,
