geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04, -Log.p.value,Student's T-test q-value eat2_d10_N2_d10,log2FC,Student's T-test Test statistic eat2_d10_N2_d10,Sign p-val: 0.05 
lin-66,-1.41924,3.86652,A0A061AL58;O62020,Uncharacterized protein,13.2004,13.2416,12.5728,13.0108,14.25,14.441,14.4749,14.5368,3.86652,0,-1.41924,-8.59937,+
"CELE_F09E10,7",1.13236,0.434488,A0A078BPG0,Uncharacterized protein,17.8345,17.0631,13.2338,13.8236,14.2173,14.1746,14.1429,14.8907,0.434488,0.212078,1.13236,0.973906,
"CELE_F10C1,9",-0.256577,0.370857,A0A078BPH9;G4S1A4,Uncharacterized protein,14.5694,14.4741,13.679,13.984,14.1701,14.1251,14.3814,15.0562,0.370857,0.263403,-0.256577,-0.854278,
itx-1,-0.329422,0.944141,A0A078BPJ4;A0A078BPL3;A0A078BS63;H1ZUX6;O45000,InTestinal NeureXin-like,16.1498,16.0867,15.8294,15.8565,16.1639,16.1252,16.1658,16.7853,0.944141,0.0486799,-0.329422,-1.85041,+
"CELE_Y41E3,7",-0.945382,0.782634,A0A078BQL1;O62444;Q2XMY1,Uncharacterized protein,14.3975,14.9845,12.9662,15.3183,14.6389,15.5725,16.038,15.1986,0.782634,0.0757583,-0.945382,-1.58103,
"CELE_Y105C5B,15",-1.20788,2.4043,A0A078BQP7;Q9U309,Purple acid phosphatase,13.3157,12.9472,12.7502,13.0779,14.3666,14.1884,13.6107,14.7568,2.4043,0.00198252,-1.20788,-4.53794,+
lim-9,0.572548,1.39795,A0A0K3AQM0;A0A0K3ATK8;G5ECN3;G5EEA4;G5EF39,LIM domain family,15.3832,14.8193,14.8473,15.1495,14.3061,14.3051,14.3001,14.9978,1.39795,0.0156662,0.572548,2.61226,+
"CELE_Y105E8A,25",-0.213295,0.262396,A0A0K3AQN0;A0A0K3ATL6;A0A0K3AWN6,Uncharacterized protein,13.9614,13.7784,14.6478,14.7926,14.281,14.4162,14.1802,15.156,0.262396,0.383694,-0.213295,-0.638851,
pgp-2,0.0395699,0.0408756,A0A0K3AQN5;A0A0K3AU66;A0A0K3AWK1;G5EDF9,P-GlycoProtein related;P-GlycoProtein related;P-GlycoProtein related;ABC transporter PGP-2,15.6228,16.1057,15.6253,15.3039,15.5056,14.8773,15.8577,16.2587,0.0408756,0.865533,0.0395699,0.117664,
lpd-3,1.30855,2.19064,A0A0K3AQT9;A0A0K3ATS5;A0A0K3AUC6;A0A0K3AWP8,LiPid Depleted,15.3052,15.0215,16.074,16.332,14.5079,14.1863,14.3007,14.5037,2.19064,0.00295202,1.30855,4.08755,+
tln-1,-0.314805,0.554443,A0A0K3AQU9,TaLiN,14.6647,14.9014,15.0604,15.3191,14.7834,15.8676,15.3835,15.1703,0.554443,0.146196,-0.314805,-1.19006,
max-2,-2.58897,3.44227,A0A0K3AQV8;A0A0K3AUE7;G5EGQ3,Non-specific serine/threonine protein kinase;Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase max-2,16.1548,15.1678,14.8959,15.649,18.3792,17.8231,17.5291,18.4921,3.44227,0.000397436,-2.58897,-7.20777,+
egl-27,-1.27697,3.46386,A0A0K3AQW8;A0A0K3AQX3;A0A0K3ARG1;A0A0K3ARG6;A0A0K3ATV0;A0A0K3ATV3;A0A0K3ATV6;A0A0K3AUG2;A0A0K3AWS4;A0A0K3AWS8;Q09228,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Egg-laying defective protein 27,13.2442,13.2268,12.8905,13.262,14.397,14.1208,14.3659,14.8478,3.46386,0.000405892,-1.27697,-7.27371,+
cdc-14,-1.21855,2.29111,A0A0K3AQY3;A0A0K3ATW0;P81299,Cell Division Cycle related;Cell Division Cycle related;Probable tyrosine-protein phosphatase cdc-14,13.2845,13.3007,12.968,13.2109,14.0134,13.9992,14.4636,15.1621,2.29111,0.00249682,-1.21855,-4.29594,+
daf-16,-1.20612,3.58853,A0A0K3AR63;A0A0K3AR95;A0A0K3ATP5;A0A0K3AWG6;O16850,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Forkhead box protein O,13.3413,13.1219,12.9981,13.2798,14.1039,14.3826,14.3178,14.7611,3.58853,0.000186916,-1.20612,-7.66426,+
"CELE_T16H12,3;T16H12,3",-1.32152,3.54369,A0A0K3ARA8;P34566,"Uncharacterized protein;Uncharacterized protein T16H12,3",12.9464,12.9749,12.9777,12.7559,14.2774,14.3938,13.7544,14.5154,3.54369,0.000242424,-1.32152,-7.52182,+
lev-11,-1.05082,1.58275,A0A0K3ARC0,Uncharacterized protein,16.8021,16.9075,16.1494,16.3531,17.5835,17.5333,16.8948,18.4039,1.58275,0.0100366,-1.05082,-2.93442,+
gld-2,-1.61255,2.00215,A0A0K3ARE1;A0A0K3AWQ7;O17087,Uncharacterized protein;Uncharacterized protein;Poly(A) RNA polymerase gld-2,11.6598,13.227,12.8715,13.3196,14.3488,14.3527,13.9096,14.9169,2.00215,0.00433493,-1.61255,-3.71161,+
ncl-1,-1.63669,2.81155,A0A0K3ARF3;A0A0K3ARS2;A0A0K3AS01;A0A0K3AUA6;A0A0K3AUY6;A0A0K3AX41;A0A0K3AXB1;P34611,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;B-box type zinc finger protein ncl-1,13.1967,12.997,12.3461,12.9394,14.4803,13.9704,14.4543,15.1209,2.81155,0.00118335,-1.63669,-5.48007,+
"CELE_D1069,3",-0.574979,0.267542,A0A0K3ARJ1;Q6A586,Uncharacterized protein,13.0882,13.0249,12.7673,12.8456,14.4058,11.0788,13.4142,15.1272,0.267542,0.376727,-0.574979,-0.64948,
lin-23,1.15859,1.49715,A0A0K3ARM6;A0A0K3AUM4;A0A0K3AWY7;Q09990,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;F-box/WD repeat-containing protein lin-23,15.1276,16.229,15.7774,14.8958,14.4909,14.3822,13.5793,14.943,1.49715,0.012221,1.15859,2.78394,+
"CELE_Y50D4B,1",0.783703,1.01255,A0A0K3ARN9;A0A0K3AT27;A0A0K3AV71;O16286,Uncharacterized protein,15.5986,15.8312,14.2319,15.0058,14.4588,14.3447,13.9316,14.7977,1.01255,0.0409475,0.783703,1.96403,+
"CELE_Y39A1A,21",-1.46873,2.87738,A0A0K3ARX5;Q9XX11,Uncharacterized protein,12.8914,12.9515,12.8376,12.9806,14.5117,14.1148,13.8624,15.0471,2.87738,0.00109878,-1.46873,-5.644,+
dre-1,-0.427255,0.142194,A0A0K3AS68;Q94251,"Daf-12, REdundant with;F-box protein dre-1",18.4446,16.6005,17.9721,19.5115,18.8041,18.8026,15.9709,20.6601,0.142194,0.595141,-0.427255,-0.374679,
gck-1,-1.14826,0.553976,A0A0K3ASB9;A0A0K3ASW2;A0A0K3AVW5;A0A0K3AY55;H2L099,Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal center kinase 1,14.6814,15.4939,13.8252,14.6357,15.7454,13.3462,16.5441,17.5934,0.553976,0.146435,-1.14826,-1.18924,
gly-7,-3.73885,4.96306,A0A0K3ASG4;O61397,Polypeptide N-acetylgalactosaminyltransferase;Probable N-acetylgalactosaminyltransferase 7,14.3704,14.538,13.3101,13.9649,17.6391,17.7547,17.8132,17.9318,4.96306,0,-3.73885,-13.359,+
"CELE_F40A3,3;F40A3,3",-1.47792,2.70181,A0A0K3ASH2;O16264,"Uncharacterized protein;Phosphatidylethanolamine-binding protein homolog F40A3,3",18.7264,19.1993,18.7377,18.6904,19.9898,20.3698,19.8862,21.0196,2.70181,0.00138387,-1.47792,-5.21439,+
"CELE_Y50D4B,4",2.32879,3.06375,A0A0K3ASH9,Uncharacterized protein,15.8591,16.0364,16.3143,15.9072,12.8793,13.7637,13.5127,14.6463,3.06375,0.000742042,2.32879,6.12757,+
cdf-1,-1.91321,3.94701,A0A0K3ASM2;Q95QW4,Cation Diffusion Facilitator family;Cation diffusion facilitator family protein 1,13.1981,12.9418,12.8851,13.0385,15.0753,14.3218,15.2003,15.1188,3.94701,0,-1.91321,-8.88785,+
unc-34,-5.80321,6.92213,A0A0K3AT36;A0A0K3AVD7;A0A0K3AYC9;G5EG53,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;UNC-34,13.1527,13.0222,12.6769,13.2592,18.6095,19.2727,18.5954,18.8462,6.92213,0,-5.80321,-28.6542,+
tbh-1,0.685635,0.746411,A0A0K3ATC0;Q9XTQ6,Tyramine Beta Hydroxylase;Tyramine beta-hydroxylase,18.6965,19.0548,18.5569,18.7819,17.546,17.7325,17.6712,19.3978,0.746411,0.0839414,0.685635,1.52008,
lev-11,-1.96335,5.28994,A0A0K3ATS1,Uncharacterized protein,21.8933,21.9091,22.2696,21.7953,23.9041,24.1488,23.792,23.8759,5.28994,0,-1.96335,-15.1937,+
imp-3,-0.585729,0.563505,A0A0K3AUD2;Q18408,IntraMembrane Protease (IMPAS) family,14.9406,15.3301,14.4438,14.9481,14.2619,16.3201,15.9757,15.4478,0.563505,0.142275,-0.585729,-1.20601,
prdx-2,-0.375411,0.889297,A0A0K3AUJ9;H2KZL7;Q8IG31,PeRoxireDoXin,21.8193,21.3514,22.029,22.1654,22.1243,21.961,22.5156,22.2658,0.889297,0.0565034,-0.375411,-1.75922,
jhdm-1,-0.913038,1.52691,A0A0K3AUW2;Q95Q98,JHDM (Histone demethylase) homolog;JmjC domain-containing histone demethylation protein 1,13.3619,13.9144,13.2782,12.4277,14.17,14.0463,13.9909,14.4271,1.52691,0.0111154,-0.913038,-2.83599,+
mrck-1,-2.37187,4.4261,A0A0K3AUZ7;O01583,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase mrck-1,12.9324,12.8595,12.7296,13.1484,14.9463,15.0883,15.8627,15.26,4.4261,0,-2.37187,-10.7898,+
nhr-86,-1.28382,3.15611,A0A0K3AVA9;Q965W2,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-86,13.2412,13.1367,12.723,13.0741,14.3783,14.425,13.8587,14.6482,3.15611,0.000452467,-1.28382,-6.3785,+
aat-3,0.00587225,0.0030211,A0A0K3AVL7;O17395,Amino Acid Transporter,14.8507,12.5438,14.7044,14.9367,14.4877,13.4276,14.8521,14.2447,0.0030211,0.99026,0.00587225,0.00905634,
"CELE_M02H5,8",-0.29219,0.426351,A0A0K3AVS5,Uncharacterized protein,17.8814,18.3561,17.4129,17.281,18.3782,17.6726,17.7523,18.2971,0.426351,0.217718,-0.29219,-0.958831,
"CELE_T08B1,1",-0.979033,1.68567,A0A0K3AVV4,Uncharacterized protein,16.8075,16.6283,16.2253,15.8527,17.1682,17.1618,18.0439,17.056,1.68567,0.00835688,-0.979033,-3.11859,+
lipl-5,-4.23613,3.67417,A0A0K3AW68;A0A0K3AYF1;O61866,Lipase;LIPase Like;Lipase,13.7875,13.0386,13.6151,13.8991,17.4404,17.3251,17.2111,19.3081,3.67417,6.61E-05,-4.23613,-7.94262,+
fln-2,-1.16466,3.82138,A0A0K3AW96;D0VWL6,FiLamiN (Actin binding protein) homolog,17.2401,17.0084,17.1824,17.4893,18.5361,18.3068,18.1672,18.5688,3.82138,0,-1.16466,-8.44119,+
"C14C6,5",-0.205875,0.201606,A0A0K3AXM4;O44667,Uncharacterized protein,17.8759,17.7461,16.8533,17.1726,18.169,16.7952,18.1042,17.4029,0.201606,0.476189,-0.205875,-0.509447,
"CELE_T08B1,1",-1.40321,1.89217,A0A0K3AY44,Uncharacterized protein,12.7405,13.151,12.721,13.194,14.5177,13.3085,14.4646,15.1285,1.89217,0.0053725,-1.40321,-3.50053,+
zig-11,-3.2589,4.22872,A0A0K3AY85,2 (Zwei) IG domain protein,13.8044,13.0533,13.6798,14.5018,16.8464,16.7332,17.3151,17.1802,4.22872,0,-3.2589,-9.96592,+
ilys-5,-1.02594,2.00573,A0A0K3AYJ1;Q19698,Invertebrate LYSozyme,16.3846,16.399,15.7997,15.8194,16.6843,17.1937,16.9247,17.7038,2.00573,0.00434532,-1.02594,-3.71859,+
irg-3,0.0177579,0.00961157,A0A0M7REP5;A0A0M7RF66;P91316,Infection Response protein,16.1604,17.0106,14.7837,16.0043,16.6299,15.221,16.7599,15.2772,0.00961157,0.967767,0.0177579,0.0285994,
tns-1,-1.57817,2.39476,A0A0S4XR31;H2L045;H2L046,TeNSin homolog,15.776,16.3484,15.637,15.4595,17.6292,16.934,16.8778,18.0926,2.39476,0.00201366,-1.57817,-4.51724,+
ubr-4,0.0270419,0.0172261,A0A0S4XR36;O01808,UBR E3 ubiquitin ligase homolog,14.2463,15.2113,14.8975,15.1344,14.8,15.1381,13.5592,15.8839,0.0172261,0.941,0.0270419,0.0508288,
ccar-1,-0.985763,1.61156,A0A0S4XR43,CCAR1 homolog,15.5799,15.5482,15.0462,15.6596,16.2876,16.5611,15.7444,17.1838,1.61156,0.00935648,-0.985763,-2.9856,+
ulp-2,-1.44228,2.79467,A0A0S4XR45;Q23238,Ubiquitin-Like Protease;Ubiquitin-like protease 2,13.0063,12.9344,12.7092,13.3301,14.516,14.2873,13.9184,15.0274,2.79467,0.00121011,-1.44228,-5.43861,+
"CELE_T23F4,2",-1.11225,2.03274,A0A0S4XR68;A0A0S4XR74;A0A0S4XRI4;O17261,Uncharacterized protein,15.8133,14.8054,15.3543,15.2055,16.228,15.9278,16.5846,16.8872,2.03274,0.00404706,-1.11225,-3.77137,+
sago-1,-2.16024,4.28742,A0A0T7CIX3,Piwi-like protein,14.2528,13.9308,13.39,13.9807,15.9689,15.7802,16.2823,16.1639,4.28742,0,-2.16024,-10.2048,+
sago-2,1.57694,2.57912,A0A0U1RML5;A0A0U1RML6,Piwi-like protein,15.9714,16.1316,15.8783,15.8794,14.4562,14.4209,13.5713,15.1045,2.57912,0.00143546,1.57694,4.92797,+
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",0.330711,0.641514,A0A131MAU8;A0A131MAZ4;A0A131MBF0;Q09931,"Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Probable ubiquitin carboxyl-terminal hydrolase K02C4,3",15.1338,14.0937,14.6206,15.0443,14.3337,14.3133,14.3359,14.5867,0.641514,0.11273,0.330711,1.34154,
daf-4,-0.969311,1.03963,A0A131MB12;G8JY02;P50488,Serine/threonine-protein kinase receptor;Receptor protein serine/threonine kinase;Cell surface receptor daf-4,15.3938,15.8197,16.4897,15.9718,16.1254,17.9632,17.1751,16.2886,1.03963,0.0385494,-0.969311,-2.00901,+
hpo-3,-0.570678,1.3037,A0A131MBA2;A0A131MC59;A0A131MCX4;Q95X60,Uncharacterized protein,13.3048,13.2918,12.9594,13.2874,14.1363,13.1518,13.8659,13.9722,1.3037,0.0199769,-0.570678,-2.45145,+
acs-22,0.46863,0.841931,A0A131MBB2;Q18916,Fatty Acid CoA Synthetase family,14.7458,14.7142,15.1839,15.011,14.3847,14.3445,13.9106,15.1405,0.841931,0.0637618,0.46863,1.68028,
tag-10,-0.809603,0.997489,A0A131MBC3;A0A131MCY4;G5EER7;G5EG67,Uncharacterized protein,16.1245,17.0136,15.4118,15.4037,16.7774,16.7127,16.4418,17.2602,0.997489,0.0426687,-0.809603,-1.93901,+
imb-2,-0.621215,0.749881,A0A131MBF9;O62332,IMportin Beta family,15.6993,16.2368,14.6958,15.4748,16.5141,15.4188,16.4522,16.2065,0.749881,0.0831491,-0.621215,-1.52593,
brf-1,-0.745632,1.01712,A0A131MBG0;A0A131MCT5,BRF (Transcription factor) homolog,13.0458,12.7342,12.9938,13.2471,13.5358,13.4215,13.2232,14.8229,1.01712,0.0405021,-0.745632,-1.97162,+
"CELE_W09B6,4",-0.796382,0.800009,A0A131MBG4;H2L0M1,Uncharacterized protein,15.68,15.5589,14.7706,14.3431,14.8901,15.7108,16.5247,16.4126,0.800009,0.0722743,-0.796382,-1.61017,
irg-7,-0.218348,0.368947,A0A131MBU3,Protein irg-7,19.4416,19.381,19.0262,19.1209,19.3271,19.0947,19.2671,20.1542,0.368947,0.265156,-0.218348,-0.850622,
"CELE_F27B10,1",-1.13668,2.17502,A0A131MCJ0,Uncharacterized protein,13.2298,13.2916,12.8022,13.3336,14.3632,13.6236,14.3735,14.8436,2.17502,0.00314255,-1.13668,-4.05566,+
"CELE_T22F3,3",-1.28739,3.18128,A0A131MCL1,"Alpha-1,4 glucan phosphorylase",13.3209,13.3028,12.7684,13.2858,14.4646,14.27,14.2207,14.8722,3.18128,0.000464771,-1.28739,-6.44826,+
die-1,-1.26669,2.86417,A0A131MCL4;A0A131MCR4,Dorsal Intercalation and Elongation defect,13.1744,13.2054,12.5641,13.3621,14.4552,14.3986,13.9343,14.5848,2.86417,0.00108752,-1.26669,-5.61083,+
dhs-11,0.0620942,0.0356611,A0A163UT65,"DeHydrogenases, Short chain",13.765,13.5004,15.6562,15.5333,14.5057,14.1558,14.4594,15.0856,0.0356611,0.881835,0.0620942,0.103199,
tbc-14,-0.315461,0.631001,A0A164D380;A0A168H1X0,TBC (Tre-2/Bub2/Cdc16) domain family,15.6906,15.8106,15.8825,15.8561,16.0316,16.81,15.7661,15.8938,0.631001,0.116023,-0.315461,-1.32343,
cyp-34a6,1.60765,3.21079,A0A164D3C9;O44656,CYtochrome P450 family,15.1899,15.7969,15.5454,15.7498,13.8158,13.5077,14.4739,14.054,3.21079,0.000405128,1.60765,6.53079,+
fipp-1,-2.58559,4.26354,A0A164D3G3;O16293,Factor Interacting with Poly(A) Polymerase,13.2832,13.113,12.8723,13.2821,15.9003,15.0766,15.7207,16.1953,4.26354,0,-2.58559,-10.107,+
unc-132,-0.980165,2.86596,A0A168H9Z7;H2L0N0;H2L0N1;O01619;Q95ZK4,Uncharacterized protein,16.1923,15.5441,16.0539,15.6335,16.7321,16.7146,16.8607,17.0371,2.86596,0.00108955,-0.980165,-5.61532,+
cdh-4,-1.32107,2.60881,A0A1C3NSI5;Q19319,Cadherin-4,13.3397,12.9297,12.8374,13.2936,14.3364,14.0395,14.216,15.0928,2.60881,0.00143192,-1.32107,-4.99627,+
ajm-1,-1.28525,2.32697,A0A1C3NSL1,Apical Junction Molecule,13.0441,13.1996,12.6299,13.194,14.1897,13.9917,13.9553,15.072,2.32697,0.00227893,-1.28525,-4.37175,+
"CELE_ZC412,3",-1.07155,1.69734,A0A1C3NSL5,Uncharacterized protein,18.8669,19.0285,18.0189,17.9431,19.361,19.3437,19.3241,20.1146,1.69734,0.00809891,-1.07155,-3.13971,+
farl-11,-1.497,3.77498,A0A1D3PCL0;Q19300,FAR (Factor ARrest) Like,13.3,13.0025,12.9875,12.5854,14.325,14.3164,14.4535,14.7686,3.77498,7.37E-05,-1.497,-8.28121,+
let-711,-0.718545,0.671403,A0A1D3PCL8;A0A1D3PCM5;Q20937,Uncharacterized protein;Uncharacterized protein;NTL-1a,15.9654,15.3583,15.7342,15.6397,16.6155,15.1614,16.2159,17.5791,0.671403,0.103538,-0.718545,-1.39278,
"C40H1,7",0.59259,0.874226,A0A1I6CM73,Uncharacterized protein,14.5763,14.4699,15.9008,15.0706,14.4782,14.1286,14.43,14.6104,0.874226,0.0587645,0.59259,1.73413,
spat-2,-1.48078,2.35332,A0A1I6CM84;F3Y5Q7,Suppressor of PAr-Two defect,15.5621,15.8213,15.0436,15.1316,16.2014,16.6957,17.0625,17.522,2.35332,0.002184,-1.48078,-4.42796,+
aakg-1,-0.375538,0.454027,A0A1I6CM85;A0A1I6CM90;A0A1I6CM91;A0A1I6CMB9;A0A1T5HUK9;A0A1T5HUL8;Q9BHL6,AMP-Activated protein Kinase Gamma subunit,15.9258,16.2658,16.0502,15.7623,15.5354,16.2973,16.397,17.2766,0.454027,0.199705,-0.375538,-1.00986,
grl-23,-1.27424,3.33306,A0A1I6CM94;A0A1I6CM96;A0A1I6CMA0;A0A1I6CMA4;H2L2E5;Q93424,GRound-Like (Grd related),12.844,13.2261,12.9642,13.0982,14.0845,14.3953,14.0122,14.7374,3.33306,0.000353276,-1.27424,-6.88169,+
spat-2,-2.49949,1.92406,A0A1I6CM95,Suppressor of PAr-Two defect,14.143,13.3995,15.8371,15.2707,17.1363,16.0308,17.3242,18.1571,1.92406,0.00499363,-2.49949,-3.56114,+
"CELE_Y55F3BR,6",-1.26795,2.87963,A0A1I6CMC9,Uncharacterized protein,13.1881,13.2986,12.9785,13.1643,14.2976,14.1019,14.2455,15.0564,2.87963,0.00110189,-1.26795,-5.64965,+
vab-10,-1.95719,3.0969,A0A1N7SYP3,Uncharacterized protein,19.3241,19.188,18.8759,19.0655,21.0819,20.3173,21.0967,21.7864,3.0969,0.000643101,-1.95719,-6.21675,+
"eif-3,l;eif-3,L",0.855036,1.09357,A0A1N7SYP6;Q95QW0,Eukaryotic translation initiation factor 3 subunit L,18.3123,17.9605,18.9907,18.9457,17.3957,17.3569,17.3764,18.6601,1.09357,0.0338414,0.855036,2.09875,+
"npp-25;npp-25;npp-25;Y37D8A,17",0.153946,0.115069,A0A1N7SYQ5;A0A1N7SYR4;A0A1N7SYS5;Q9XWV0,Nuclear Pore complex Protein;Nuclear Pore complex Protein;Nuclear Pore complex Protein;Transmembrane protein 33 homolog,16.4943,15.8518,17.1822,17.0772,17.6128,16.3803,16.2,15.7966,0.115069,0.657126,0.153946,0.309731,
cnt-1,0.489806,0.522738,A0A1N7SYT2;Q9XXH8,CeNTaurin;Arf-GAP with ANK repeat and PH domain-containing protein cnt-1,15.9609,14.8263,14.0249,15.4226,14.4444,14.4314,14.475,14.9247,0.522738,0.161503,0.489806,1.13391,
"C26G2,2",-1.34269,1.44824,A0A1N7SYU2,Uncharacterized protein,13.5636,13.5028,14.9584,13.9699,14.3312,15.4872,15.4595,16.0877,1.44824,0.0136755,-1.34269,-2.69896,+
"CELE_F43B10,1",-1.5647,2.3483,A0A1N7SYW5,Uncharacterized protein,13.1894,13.1562,12.0314,13.3612,14.3564,14.2042,14.4094,15.0269,2.3483,0.00218138,-1.5647,-4.41721,+
ubc-15,0.378583,0.943019,A0A1T5HUK0;A0A1T5HUK6;A0A1T5HUL7,UBiquitin Conjugating enzyme,14.6706,14.6209,14.3081,14.6214,14.4648,14.4094,14.1878,13.6447,0.943019,0.0487951,0.378583,1.84854,+
"CELE_Y55F3BR,10",0.918125,0.799771,A0A9S0,Uncharacterized protein,15.7842,15.5107,13.9367,16.3988,14.2362,14.423,14.1566,15.1419,0.799771,0.0723207,0.918125,1.60977,
"CELE_Y38F2AR,12",0.00917888,0.00681957,A0A9S2,Uncharacterized protein,14.3588,13.0704,14.4108,14.9409,14.1664,13.6575,14.7004,14.2198,0.00681957,0.977196,0.00917888,0.0203553,
ttr-42,-0.401307,0.224923,A2V8C3,TransThyretin-Related family domain,17.0684,17.1944,19.1209,19.6243,17.8589,18.5957,19.0153,19.1432,0.224923,0.437784,-0.401307,-0.559975,
"CELE_H29C22,1",-0.481503,0.760465,A2V8C8,Uncharacterized protein,19.1467,18.3187,18.7729,19.6119,19.7232,19.0382,19.4349,19.5799,0.760465,0.0803686,-0.481503,-1.54376,
