geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04, -Log.p.value,Student's T-test q-value daf2_d15_daf2_d10,log2FC,Student's T-test Test statistic daf2_d15_daf2_d10,Sign p-val: 0.05 
pps-1,0.862779,1.03519,A0A061AE05;Q22501,3'-Phosphoadenosine 5'-Phosphosulfate Synthetase,15.4369,14.6658,15.0787,16.4961,14.9095,14.5201,14.0743,14.7224,1.03519,0.0777194,0.862779,2.00164,
cka-1,1.02526,1.58884,A0A061AIW1;B3GWD5;O17610,Choline Kinase A,13.6777,14.3371,14.6652,14.6894,12.7984,12.9611,13.6862,13.8228,1.58884,0.0252064,1.02526,2.9452,+
"CELE_R11A8,7;CELE_R11A8,7;R11A8,7",1.16496,1.98903,A0A061AJK8;A0A061AL89;Q21920,"Uncharacterized protein;Uncharacterized protein;Ankyrin repeat and KH domain-containing protein R11A8,7",14.2176,14.4117,13.4286,13.2425,12.6173,13.0353,12.4388,12.5493,1.98903,0.0132852,1.16496,3.68612,+
spp-18,-0.59635,1.19295,A0A061AKY5;Q19837,SaPosin-like Protein family,16.5696,15.9392,15.6755,16.5092,16.373,16.9781,16.7208,17.007,1.19295,0.0538326,-0.59635,-2.26475,
lin-66,0.256693,0.432002,A0A061AL58;O62020,Uncharacterized protein,14.5355,14.6999,14.4939,14.9344,14.5827,14.6179,13.6819,14.7544,0.432002,0.323028,0.256693,0.969306,
"CELE_F09E10,7",0.170284,0.252606,A0A078BPG0,Uncharacterized protein,14.2578,13.9932,14.6474,15.1687,14.2571,14.4518,14.1071,14.5699,0.252606,0.505552,0.170284,0.618503,
"CELE_F10C1,9",0.42126,0.853032,A0A078BPH9;G4S1A4,Uncharacterized protein,12.2985,11.947,12.4792,11.8912,11.8453,12.2266,11.2579,11.6011,0.853032,0.118431,0.42126,1.6988,
itx-1,0.263692,1.64229,A0A078BPJ4;A0A078BPL3;A0A078BS63;H1ZUX6;O45000,InTestinal NeureXin-like,15.2263,15.4442,15.1319,15.1181,15.0718,14.9494,14.8635,14.9809,1.64229,0.0228532,0.263692,3.04051,+
"CELE_Y41E3,7",0.0380712,0.0589217,A0A078BQL1;O62444;Q2XMY1,Uncharacterized protein,14.3675,14.3236,13.5239,14.0069,14.3709,13.8693,13.9608,13.8687,0.0589217,0.847595,0.0380712,0.166638,
"CELE_Y105C5B,15",1.26475,3.0948,A0A078BQP7;Q9U309,Purple acid phosphatase,14.3337,14.6362,14.8568,15.0861,13.783,13.271,13.2557,13.5441,3.0948,0.00242945,1.26475,6.21108,+
lim-9,-0.36257,0.780338,A0A0K3AQM0;A0A0K3ATK8;G5ECN3;G5EEA4;G5EF39,LIM domain family,13.9325,14.4416,14.4983,14.9111,14.6326,14.7163,14.7474,15.1376,0.780338,0.13984,-0.36257,-1.57717,
"CELE_Y105E8A,25",-0.493671,0.741005,A0A0K3AQN0;A0A0K3ATL6;A0A0K3AWN6,Uncharacterized protein,13.1338,12.4764,12.0041,13.3743,13.5123,13.1816,13.0543,13.2151,0.741005,0.153212,-0.493671,-1.51095,
pgp-2,0.30436,1.6166,A0A0K3AQN5;A0A0K3AU66;A0A0K3AWK1;G5EDF9,P-GlycoProtein related;P-GlycoProtein related;P-GlycoProtein related;ABC transporter PGP-2,15.5517,15.5128,15.1444,15.5406,15.1777,15.1321,15.0575,15.1647,1.6166,0.0240427,0.30436,2.99457,+
lpd-3,3.14734,3.28734,A0A0K3AQT9;A0A0K3ATS5;A0A0K3AUC6;A0A0K3AWP8,LiPid Depleted,17.5258,16.8627,17.8107,18.2929,14.3259,14.0766,13.9736,15.5266,3.28734,0.00210753,3.14734,6.74877,+
tln-1,0.130593,0.154772,A0A0K3AQU9,TaLiN,14.028,14.6544,14.7886,14.9017,14.0114,14.7436,14.0475,15.0478,0.154772,0.648358,0.130593,0.404014,
max-2,-1.77926,1.94268,A0A0K3AQV8;A0A0K3AUE7;G5EGQ3,Non-specific serine/threonine protein kinase;Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase max-2,12.3222,12.2655,14.0327,12.933,14.9622,15.2805,14.0682,14.3596,1.94268,0.0142374,-1.77926,-3.59675,+
egl-27,1.27804,1.42379,A0A0K3AQW8;A0A0K3AQX3;A0A0K3ARG1;A0A0K3ARG6;A0A0K3ATV0;A0A0K3ATV3;A0A0K3ATV6;A0A0K3AUG2;A0A0K3AWS4;A0A0K3AWS8;Q09228,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Egg-laying defective protein 27,16.4987,14.5871,16.1889,15.6524,14.9714,13.8412,14.4128,14.5895,1.42379,0.0342311,1.27804,2.65672,+
cdc-14,1.11494,4.77478,A0A0K3AQY3;A0A0K3ATW0;P81299,Cell Division Cycle related;Cell Division Cycle related;Probable tyrosine-protein phosphatase cdc-14,11.6871,11.8917,11.7372,12.0707,10.7319,10.7653,10.6617,10.7681,4.77478,0,1.11494,12.3995,+
daf-16,-2.75641,5.55531,A0A0K3AR63;A0A0K3AR95;A0A0K3ATP5;A0A0K3AWG6;O16850,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Forkhead box protein O,11.7855,12.0595,11.7779,12.0944,14.7956,14.4813,14.4375,15.0285,5.55531,0,-2.75641,-16.8577,+
"CELE_T16H12,3;T16H12,3",-0.365536,1.20306,A0A0K3ARA8;P34566,"Uncharacterized protein;Uncharacterized protein T16H12,3",12.1525,12.0584,11.7014,11.8513,12.4629,12.3007,12.5033,11.9589,1.20306,0.053071,-0.365536,-2.28171,
lev-11,-1.5778,2.09002,A0A0K3ARC0,Uncharacterized protein,12.0055,13.1996,12.879,13.5371,14.5642,15.0783,13.9281,14.3618,2.09002,0.0110902,-1.5778,-3.88453,+
gld-2,1.57931,2.34796,A0A0K3ARE1;A0A0K3AWQ7;O17087,Uncharacterized protein;Uncharacterized protein;Poly(A) RNA polymerase gld-2,12.3058,11.3864,11.6527,12.033,10.6805,10.4422,9.39442,10.5435,2.34796,0.00703436,1.57931,4.4165,+
ncl-1,-1.81755,1.90592,A0A0K3ARF3;A0A0K3ARS2;A0A0K3AS01;A0A0K3AUA6;A0A0K3AUY6;A0A0K3AX41;A0A0K3AXB1;P34611,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;B-box type zinc finger protein ncl-1,12.2917,11.4481,11.3373,12.0885,14.3242,12.2912,13.6919,14.1284,1.90592,0.0148774,-1.81755,-3.5266,+
"CELE_D1069,3",1.17088,5.26661,A0A0K3ARJ1;Q6A586,Uncharacterized protein,12.0465,11.8805,11.7464,12.0446,10.7146,10.8241,10.7882,10.7076,5.26661,0,1.17088,15.0552,+
lin-23,1.90655,3.67741,A0A0K3ARM6;A0A0K3AUM4;A0A0K3AWY7;Q09990,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;F-box/WD repeat-containing protein lin-23,16.8271,16.1133,16.3452,16.5303,14.3646,15.1011,14.299,14.4251,3.67741,0.00120104,1.90655,7.9533,+
"CELE_Y50D4B,1",1.37135,3.52977,A0A0K3ARN9;A0A0K3AT27;A0A0K3AV71;O16286,Uncharacterized protein,12.3083,12.0572,11.5711,11.9796,10.3434,10.6748,10.5864,10.8263,3.52977,0.00142539,1.37135,7.47807,+
"CELE_Y39A1A,21",1.98658,1.54991,A0A0K3ARX5;Q9XX11,Uncharacterized protein,11.8309,11.9709,11.7413,12.0859,10.6527,10.4638,10.6992,7.86698,1.54991,0.0268473,1.98658,2.87642,+
dre-1,0.0394804,0.022575,A0A0K3AS68;Q94251,"Daf-12, REdundant with;F-box protein dre-1",15.8318,15.248,16.804,17.2428,16.7971,16.1175,16.858,15.1961,0.022575,0.94024,0.0394804,0.0662293,
gck-1,0.993825,1.88705,A0A0K3ASB9;A0A0K3ASW2;A0A0K3AVW5;A0A0K3AY55;H2L099,Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal center kinase 1,15.9486,16.6889,15.6395,15.4748,14.8571,14.8287,14.8672,15.2236,1.88705,0.0152898,0.993825,3.49082,+
gly-7,-0.72066,0.334249,A0A0K3ASG4;O61397,Polypeptide N-acetylgalactosaminyltransferase;Probable N-acetylgalactosaminyltransferase 7,13.241,14.1866,15.5177,11.1818,13.9867,14.2007,14.251,14.5712,0.334249,0.411724,-0.72066,-0.783407,
"CELE_F40A3,3;F40A3,3",0.267143,2.6115,A0A0K3ASH2;O16264,"Uncharacterized protein;Phosphatidylethanolamine-binding protein homolog F40A3,3",18.6079,18.7012,18.5758,18.6198,18.3115,18.3569,18.4892,18.2786,2.6115,0.00472609,0.267143,5.00251,+
"CELE_Y50D4B,4",1.03245,3.7669,A0A0K3ASH9,Uncharacterized protein,14.152,14.1712,13.9178,13.872,13.0031,12.7598,13.2396,12.9808,3.7669,0.00115909,1.03245,8.25362,+
cdf-1,1.03626,3.50315,A0A0K3ASM2;Q95QW4,Cation Diffusion Facilitator family;Cation diffusion facilitator family protein 1,11.5121,12.0259,11.6543,12.0479,10.698,10.8586,10.7126,10.8259,3.50315,0.00187879,1.03626,7.39496,+
unc-34,-0.145902,0.307071,A0A0K3AT36;A0A0K3AVD7;A0A0K3AYC9;G5EG53,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;UNC-34,14.846,15.3107,14.6993,14.6516,15.0819,14.8671,14.7745,15.3677,0.307071,0.440933,-0.145902,-0.729651,
tbh-1,1.20051,5.03081,A0A0K3ATC0;Q9XTQ6,Tyramine Beta Hydroxylase;Tyramine beta-hydroxylase,17.7529,17.8255,17.6134,17.8,16.6736,16.5867,16.3346,16.5949,5.03081,0,1.20051,13.7211,+
lev-11,0.402405,0.814291,A0A0K3ATS1,Uncharacterized protein,22.0097,20.8857,21.353,21.3849,21.2103,20.8595,21.0874,20.8664,0.814291,0.128488,0.402405,1.63409,
imp-3,0.875032,0.235012,A0A0K3AUD2;Q18408,IntraMembrane Protease (IMPAS) family,14.8424,15.6232,15.2432,9.27069,12.9046,13.0004,13.0576,12.5168,0.235012,0.528389,0.875032,0.581482,
prdx-2,0.48026,1.37462,A0A0K3AUJ9;H2KZL7;Q8IG31,PeRoxireDoXin,21.5481,21.431,21.9352,21.9874,21.1287,20.9678,21.3437,21.5406,1.37462,0.0378136,0.48026,2.57226,+
jhdm-1,0.557767,1.36219,A0A0K3AUW2;Q95Q98,JHDM (Histone demethylase) homolog;JmjC domain-containing histone demethylation protein 1,14.3262,14.4487,14.2435,14.1746,14.0335,14.1637,13.4546,13.3101,1.36219,0.0385993,0.557767,2.55101,+
mrck-1,-1.80791,2.88794,A0A0K3AUZ7;O01583,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase mrck-1,12.2878,11.9467,11.7135,11.4571,14.1914,12.9244,13.7289,13.7921,2.88794,0.00366404,-1.80791,-5.67062,+
nhr-86,0.878784,1.68815,A0A0K3AVA9;Q965W2,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-86,11.8844,12.058,10.8493,11.4062,10.471,10.8163,10.7526,10.6428,1.68815,0.0212145,0.878784,3.12308,+
aat-3,-1.09953,0.91211,A0A0K3AVL7;O17395,Amino Acid Transporter,12.7838,14.2457,13.8184,11.8336,13.7738,14.022,14.1976,15.0863,0.91211,0.103179,-1.09953,-1.79717,
"CELE_M02H5,8",1.00347,3.77233,A0A0K3AVS5,Uncharacterized protein,17.177,17.306,17.2586,17.621,16.5139,16.3679,16.3025,16.1643,3.77233,0.00117579,1.00347,8.27215,+
"CELE_T08B1,1",-0.36832,0.634728,A0A0K3AVV4,Uncharacterized protein,14.5049,14.2596,14.5014,15.4723,15.0028,14.8971,15.1028,15.2087,0.634728,0.195704,-0.36832,-1.32986,
lipl-5,-1.67042,0.678134,A0A0K3AW68;A0A0K3AYF1;O61866,Lipase;LIPase Like;Lipase,13.65,11.7346,11.3934,10.8491,16.6334,12.451,12.7817,12.4426,0.678134,0.177074,-1.67042,-1.40427,
fln-2,0.0428824,0.129856,A0A0K3AW96;D0VWL6,FiLamiN (Actin binding protein) homolog,16.8634,16.9329,16.9231,17.082,16.6979,16.9687,16.7577,17.2056,0.129856,0.692597,0.0428824,0.345436,
"C14C6,5",-0.410071,0.946712,A0A0K3AXM4;O44667,Uncharacterized protein,17.1087,16.9448,16.2745,16.4609,17.2245,17.3291,16.9134,16.9622,0.946712,0.0949048,-0.410071,-1.85468,
"CELE_T08B1,1",0.65252,0.0582705,A0A0K3AY44,Uncharacterized protein,11.1797,0,11.7027,11.9444,10.6035,10.8302,10.7831,0,0.0582705,0.848758,0.65252,0.164899,
zig-11,-0.257641,0.165573,A0A0K3AY85,2 (Zwei) IG domain protein,11.6281,11.721,12.6924,12.1074,12.0862,11.0736,13.7421,12.2774,0.165573,0.630104,-0.257641,-0.428839,
ilys-5,-0.186316,0.15302,A0A0K3AYJ1;Q19698,Invertebrate LYSozyme,12.4012,13.0067,12.079,12.7615,12.065,13.6606,13.2594,12.0087,0.15302,0.651018,-0.186316,-0.399954,
irg-3,1.21427,2.77573,A0A0M7REP5;A0A0M7RF66;P91316,Infection Response protein,16.969,17.1551,16.6583,16.6533,15.9325,15.9699,15.4955,15.1808,2.77573,0.004,1.21427,5.39233,+
tns-1,-0.305657,0.717117,A0A0S4XR31;H2L045;H2L046,TeNSin homolog,15.548,15.909,14.9418,15.2816,15.7823,15.7919,15.6604,15.6684,0.717117,0.161994,-0.305657,-1.47055,
ubr-4,2.93286,0.434661,A0A0S4XR36;O01808,UBR E3 ubiquitin ligase homolog,12.8848,11.3349,11.9022,11.0724,0,11.9561,10.7551,12.7516,0.434661,0.320429,2.93286,0.974226,
ccar-1,0.198488,0.277876,A0A0S4XR43,CCAR1 homolog,14.3554,14.8698,15.2589,15.5152,15.023,15.0496,14.7465,14.3862,0.277876,0.475215,0.198488,0.670684,
ulp-2,-2.30195,1.59802,A0A0S4XR45;Q23238,Ubiquitin-Like Protease;Ubiquitin-like protease 2,10.3791,12.9526,13.9639,12.0798,14.4602,15.024,14.2957,14.8033,1.59802,0.0247011,-2.30195,-2.9615,+
"CELE_T23F4,2",0.963345,2.06504,A0A0S4XR68;A0A0S4XR74;A0A0S4XRI4;O17261,Uncharacterized protein,15.6695,15.2273,15.0333,15.8729,14.5471,14.7748,14.0305,14.5973,2.06504,0.0113956,0.963345,3.83497,+
sago-1,-0.0583224,0.0575751,A0A0T7CIX3,Piwi-like protein,14.2199,14.5321,13.2238,13.2607,14.1362,14.0414,13.6342,13.658,0.0575751,0.849953,-0.0583224,-0.163039,
sago-2,4.25893,4.10246,A0A0U1RML5;A0A0U1RML6,Piwi-like protein,14.5608,13.9,15.9433,15.3709,10.6629,10.6147,10.7247,10.737,4.10246,0.00103333,4.25893,9.46914,+
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",-0.932237,0.855634,A0A131MAU8;A0A131MAZ4;A0A131MBF0;Q09931,"Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Probable ubiquitin carboxyl-terminal hydrolase K02C4,3",11.9446,14.1103,12.5545,11.976,13.2659,13.5931,13.3036,14.1517,0.855634,0.117915,-0.932237,-1.70314,
daf-4,0.603772,0.841079,A0A131MB12;G8JY02;P50488,Serine/threonine-protein kinase receptor;Receptor protein serine/threonine kinase;Cell surface receptor daf-4,14.2522,14.2834,15.2578,15.1575,14.4753,14.0473,14.51,13.5032,0.841079,0.121247,0.603772,1.67886,
hpo-3,1.40675,3.65439,A0A131MBA2;A0A131MC59;A0A131MCX4;Q95X60,Uncharacterized protein,12.1904,11.6131,12.4417,12.0958,10.6859,10.7691,10.5642,10.6948,3.65439,0.00116751,1.40675,7.87759,+
acs-22,1.24423,2.39515,A0A131MBB2;Q18916,Fatty Acid CoA Synthetase family,14.8595,14.4487,14.6613,15.687,13.6796,13.7942,13.5549,13.6508,2.39515,0.00666541,1.24423,4.51808,+
tag-10,0.283115,0.859143,A0A131MBC3;A0A131MCY4;G5EER7;G5EG67,Uncharacterized protein,14.9965,15.5489,15.1183,15.4392,14.8294,14.9925,14.8679,15.2808,0.859143,0.116908,0.283115,1.70899,
imb-2,0.271755,0.667202,A0A131MBF9;O62332,IMportin Beta family,13.7875,14.0472,14.1074,13.9659,13.8619,13.1635,13.9737,13.8219,0.667202,0.181107,0.271755,1.38559,
brf-1,-0.61154,2.28979,A0A131MBG0;A0A131MCT5,BRF (Transcription factor) homolog,12.2141,11.9291,11.7245,12.0408,12.4864,12.8357,12.3836,12.6489,2.28979,0.00782897,-0.61154,-4.29316,+
"CELE_W09B6,4",-1.46283,2.59332,A0A131MBG4;H2L0M1,Uncharacterized protein,10.7789,10.776,11.2011,10.8951,12.4148,11.579,12.7699,12.7387,2.59332,0.00483781,-1.46283,-4.96056,+
irg-7,0.100648,0.220703,A0A131MBU3,Protein irg-7,18.2469,18.4921,18.0862,18.343,18.4573,18.483,17.9461,17.8792,0.220703,0.546913,0.100648,0.550918,
"CELE_F27B10,1",-0.224669,0.484883,A0A131MCJ0,Uncharacterized protein,14.1769,14.1706,13.6974,13.3656,14.1458,14.0031,14.2464,13.9139,0.484883,0.281596,-0.224669,-1.066,
"CELE_T22F3,3",1.2056,3.7554,A0A131MCL1,"Alpha-1,4 glucan phosphorylase",12.2741,11.8514,11.6321,11.9399,10.5721,10.8726,10.7132,10.7171,3.7554,0.00114286,1.2056,8.21451,+
die-1,0.757087,1.39219,A0A131MCL4;A0A131MCR4,Dorsal Intercalation and Elongation defect,14.1267,14.1581,13.718,14.0143,13.3717,13.4448,13.714,12.4583,1.39219,0.0366974,0.757087,2.60237,+
dhs-11,-0.633718,0.498529,A0A163UT65,"DeHydrogenases, Short chain",15.2906,15.2906,14.9485,15.2859,16.7545,16.9089,14.8474,14.8397,0.498529,0.272125,-0.633718,-1.09059,
tbc-14,0.499608,1.03303,A0A164D380;A0A168H1X0,TBC (Tre-2/Bub2/Cdc16) domain family,14.6701,15.3405,14.7615,15.7224,14.6036,14.6016,14.5903,14.7006,1.03303,0.0782165,0.499608,1.99806,
cyp-34a6,4.34585,1.96401,A0A164D3C9;O44656,CYtochrome P450 family,15.7529,15.3083,15.6958,16.429,9.83085,9.20679,12.5598,14.2051,1.96401,0.0140099,4.34585,3.63775,+
fipp-1,-0.0750074,0.0920318,A0A164D3G3;O16293,Factor Interacting with Poly(A) Polymerase,15.4699,14.4148,15.4962,14.9293,15.3189,15.3967,15.1668,14.7277,0.0920318,0.771348,-0.0750074,-0.252562,
unc-132,-0.205742,0.184428,A0A168H9Z7;H2L0N0;H2L0N1;O01619;Q95ZK4,Uncharacterized protein,14.0168,15.8241,14.2198,14.1418,14.8667,14.488,14.7824,14.8884,0.184428,0.600415,-0.205742,-0.471423,
cdh-4,1.42967,2.48085,A0A1C3NSI5;Q19319,Cadherin-4,15.6143,15.803,15.3881,15.7427,13.652,14.7801,13.7688,14.6286,2.48085,0.00583567,1.42967,4.7062,+
ajm-1,-0.325564,0.355759,A0A1C3NSL1,Apical Junction Molecule,11.9171,12.2049,12.2413,12.078,12.9455,13.156,12.1875,11.4545,0.355759,0.391372,-0.325564,-0.82525,
"CELE_ZC412,3",0.286534,1.16343,A0A1C3NSL5,Uncharacterized protein,18.7993,19.158,18.5913,18.9076,18.597,18.6886,18.4328,18.5917,1.16343,0.0585238,0.286534,2.21531,
farl-11,0.7476,1.20111,A0A1D3PCL0;Q19300,FAR (Factor ARrest) Like,11.6659,11.9376,11.7363,11.9968,10.7302,11.9712,11.1118,10.5329,1.20111,0.0532158,0.7476,2.27844,
let-711,-0.0544574,0.0902918,A0A1D3PCL8;A0A1D3PCM5;Q20937,Uncharacterized protein;Uncharacterized protein;NTL-1a,14.317,14.6147,14.2337,13.9844,14.6028,13.8219,14.4322,14.5107,0.0902918,0.774839,-0.0544574,-0.248161,
"C40H1,7",-2.05237,2.78798,A0A1I6CM73,Uncharacterized protein,12.0296,11.8316,11.6299,11.6139,13.5665,12.9184,14.514,14.3156,2.78798,0.00386358,-2.05237,-5.42224,+
spat-2,0.758295,1.34225,A0A1I6CM84;F3Y5Q7,Suppressor of PAr-Two defect,15.4036,15.1741,15.4845,14.2731,14.1855,14.3438,14.6448,14.1279,1.34225,0.0402603,0.758295,2.51697,+
aakg-1,-0.226042,0.204931,A0A1I6CM85;A0A1I6CM90;A0A1I6CM91;A0A1I6CMB9;A0A1T5HUK9;A0A1T5HUL8;Q9BHL6,AMP-Activated protein Kinase Gamma subunit,13.3827,13.5771,12.9542,11.7949,13.2727,12.6293,13.4365,13.2746,0.204931,0.569697,-0.226042,-0.516726,
grl-23,4.85924,2.82609,A0A1I6CM94;A0A1I6CM96;A0A1I6CMA0;A0A1I6CMA4;H2L2E5;Q93424,GRound-Like (Grd related),15.0814,15.9583,15.9012,14.9412,12.011,8.21634,11.4746,10.7432,2.82609,0.00367164,4.85924,5.51599,+
spat-2,-3.06836,0.411024,A0A1I6CM95,Suppressor of PAr-Two defect,13.5757,0,12.8483,12.9887,12.862,13.6701,12.6267,12.5273,0.411024,0.341656,-3.06836,-0.930269,
"CELE_Y55F3BR,6",-1.42198,2.85438,A0A1I6CMC9,Uncharacterized protein,12.277,11.8445,11.4988,11.9791,13.5166,13.7825,12.9928,12.9953,2.85438,0.00369349,-1.42198,-5.58634,+
vab-10,0.80402,2.71857,A0A1N7SYP3,Uncharacterized protein,18.6546,18.747,18.9479,19.3414,18.0784,18.1301,18.1264,18.1399,2.71857,0.00429767,0.80402,5.25436,+
"eif-3,l;eif-3,L",0.0371003,0.0989114,A0A1N7SYP6;Q95QW0,Eukaryotic translation initiation factor 3 subunit L,16.776,16.9279,16.7213,17.0443,16.5486,16.7697,16.9001,17.1028,0.0989114,0.756573,0.0371003,0.269843,
"npp-25;npp-25;npp-25;Y37D8A,17",-0.55706,0.654168,A0A1N7SYQ5;A0A1N7SYR4;A0A1N7SYS5;Q9XWV0,Nuclear Pore complex Protein;Nuclear Pore complex Protein;Nuclear Pore complex Protein;Transmembrane protein 33 homolog,14.7991,13.8354,15.6027,14.8009,15.1151,14.8798,15.6263,15.6452,0.654168,0.187001,-0.55706,-1.36327,
cnt-1,-0.934575,2.09354,A0A1N7SYT2;Q9XXH8,CeNTaurin;Arf-GAP with ANK repeat and PH domain-containing protein cnt-1,12.3188,12.009,11.6344,12.0701,13.211,12.924,13.2353,12.4004,2.09354,0.0111245,-0.934575,-3.89155,+
"C26G2,2",0.758657,1.16941,A0A1N7SYU2,Uncharacterized protein,12.1931,12.02,12.5006,11.8892,11.5342,10.4889,11.9452,11.6,1.16941,0.0578865,0.758657,2.22532,
"CELE_F43B10,1",-2.04091,2.3863,A0A1N7SYW5,Uncharacterized protein,12.2988,12.0911,11.7374,12.0829,14.458,14.8763,14.1917,12.8478,2.3863,0.00673488,-2.04091,-4.49893,+
ubc-15,1.41497,1.77475,A0A1T5HUK0;A0A1T5HUK6;A0A1T5HUL7,UBiquitin Conjugating enzyme,15.4607,14.5094,15.3042,16.102,14.3409,13.5595,13.3431,14.4728,1.77475,0.0183532,1.41497,3.28118,+
"CELE_Y55F3BR,10",-1.65319,1.952,A0A9S0,Uncharacterized protein,12.2833,11.8588,11.4381,11.8065,14.1099,14.0166,12.2744,13.5986,1.952,0.0141181,-1.65319,-3.61465,+
"CELE_Y38F2AR,12",0.875545,3.28513,A0A9S2,Uncharacterized protein,14.2153,14.5405,14.2648,14.7663,13.5852,13.5163,13.611,13.5721,3.28513,0.00210376,0.875545,6.74238,+
ttr-42,1.22182,3.38264,A2V8C3,TransThyretin-Related family domain,18.4719,18.5188,18.6231,18.8389,17.2967,17.275,17.1519,17.8419,3.38264,0.00202335,1.22182,7.02821,+
"CELE_H29C22,1",1.5399,1.97272,A2V8C8,Uncharacterized protein,17.4455,18.0514,18.6233,18.8419,16.1294,16.303,17.1634,17.2066,1.97272,0.0135983,1.5399,3.65456,+
"CELE_F07G6,10",1.29498,2.66928,A3FPJ3,Uncharacterized protein,12.3149,12.0044,11.7213,12.0181,10.6033,10.7569,11.2922,10.2263,2.66928,0.00436117,1.29498,5.13737,+
