geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04, -Log.p.value,Student's T-test q-value daf2_d5_daf2_d1,log2FC,Student's T-test Test statistic daf2_d5_daf2_d1,Sign p-val: 0.05 
cdf-1,2.20894,5.50823,A0A0K3ASM2;Q95QW4,Cation Diffusion Facilitator family;Cation diffusion facilitator family protein 1,13.0061,13.2643,13.0052,12.683,10.9376,10.6472,10.7921,10.746,5.50823,0,2.20894,16.5502,+
unc-34,-0.709256,0.386513,A0A0K3AT36;A0A0K3AVD7;A0A0K3AYC9;G5EG53,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;UNC-34,14.2026,15.0414,14.4932,15.0047,16.7764,16.3451,13.3088,15.1487,0.386513,0.216627,-0.709256,-0.884104,
tbh-1,2.41801,5.49521,A0A0K3ATC0;Q9XTQ6,Tyramine Beta Hydroxylase;Tyramine beta-hydroxylase,17.6662,17.8817,17.5238,17.9933,15.3663,15.3492,15.5883,15.0892,5.49521,0,2.41801,16.4662,+
lev-11,0.824397,2.05983,A0A0K3ATS1,Uncharacterized protein,23.0006,22.2853,22.7563,22.5511,21.7474,22.1143,22.0065,21.4276,2.05983,0.00248253,0.824397,3.82468,+
imp-3,-0.340868,0.163047,A0A0K3AUD2;Q18408,IntraMembrane Protease (IMPAS) family,12.7313,12.1635,11.3552,15.0767,13.3818,13.1706,12.9138,13.224,0.163047,0.469812,-0.340868,-0.423062,
prdx-2,0.687924,2.76431,A0A0K3AUJ9;H2KZL7;Q8IG31,PeRoxireDoXin,22.1747,22.6427,22.6826,22.4196,21.9418,21.7497,21.7763,21.7001,2.76431,0.000552559,0.687924,5.36457,+
jhdm-1,1.18757,3.30561,A0A0K3AUW2;Q95Q98,JHDM (Histone demethylase) homolog;JmjC domain-containing histone demethylation protein 1,15.7781,15.9676,15.4427,15.4694,14.5113,14.5323,14.7196,14.1443,3.30561,0.000272464,1.18757,6.80162,+
mrck-1,0.508017,0.754432,A0A0K3AUZ7;O01583,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase mrck-1,12.7559,13.37,12.706,12.8845,13.0162,11.8051,12.8231,12.0398,0.754432,0.070688,0.508017,1.5336,
nhr-86,1.62602,3.31203,A0A0K3AVA9;Q965W2,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-86,12.6024,13.4257,12.7296,13.0602,11.6752,10.9989,11.4704,11.1694,3.31203,0.000274653,1.62602,6.82029,+
aat-3,-0.568258,0.567967,A0A0K3AVL7;O17395,Amino Acid Transporter,12.2343,13.2752,13.096,11.5196,13.6455,13.2998,12.6054,12.8474,0.567967,0.122154,-0.568258,-1.21384,
"CELE_M02H5,8",2.35134,5.78789,A0A0K3AVS5,Uncharacterized protein,20.5728,20.4468,20.1832,20.0518,18.0799,17.9544,17.8609,17.9541,5.78789,0,2.35134,18.4593,+
"CELE_T08B1,1",0.124722,0.0957872,A0A0K3AVV4,Uncharacterized protein,13.9687,15.669,13.6532,15.0808,14.2979,14.5233,14.602,14.4496,0.0957872,0.629185,0.124722,0.262018,
lipl-5,-0.105634,0.215512,A0A0K3AW68;A0A0K3AYF1;O61866,Lipase;LIPase Like;Lipase,12.9409,13.3299,13.0737,12.895,13.2047,13.1923,13.5453,12.7198,0.215512,0.384252,-0.105634,-0.539724,
fln-2,0.92558,3.79747,A0A0K3AW96;D0VWL6,FiLamiN (Actin binding protein) homolog,17.1875,17.0114,17.0332,17.0301,16.3382,16.225,16.1405,15.8562,3.79747,5.84E-05,0.92558,8.35843,+
"C14C6,5",2.8892,5.03259,A0A0K3AXM4;O44667,Uncharacterized protein,17.6022,17.9422,16.9657,17.3221,14.6652,14.5774,14.5304,14.5023,5.03259,0,2.8892,13.7308,+
"CELE_T08B1,1",2.10317,4.41047,A0A0K3AY44,Uncharacterized protein,12.9457,13.4114,12.5344,12.7363,10.9633,10.7178,10.801,10.7331,4.41047,0,2.10317,10.7224,+
zig-11,1.68902,4.81716,A0A0K3AY85,2 (Zwei) IG domain protein,14.6646,14.9156,14.6061,14.6926,13.1376,12.9935,13.2651,12.7266,4.81716,0,1.68902,12.6096,+
ilys-5,1.76575,3.11422,A0A0K3AYJ1;Q19698,Invertebrate LYSozyme,15.4203,16.3956,15.6699,15.9709,14.6293,13.7522,14.0625,13.9497,3.11422,0.000355323,1.76575,6.26375,+
irg-3,4.34836,6.13101,A0A0M7REP5;A0A0M7RF66;P91316,Infection Response protein,17.9414,18.0534,17.6153,17.6493,12.9895,13.6276,13.4423,13.8067,6.13101,0,4.34836,21.0947,+
tns-1,0.865093,1.46576,A0A0S4XR31;H2L045;H2L046,TeNSin homolog,16.0681,16.9153,15.4012,16.2823,15.3917,15.3103,15.3597,15.1448,1.46576,0.00912016,0.865093,2.72932,+
ubr-4,1.37268,1.20833,A0A0S4XR36;O01808,UBR E3 ubiquitin ligase homolog,14.211,14.9714,13.4002,12.3817,12.9748,12.0796,11.9757,12.4436,1.20833,0.0187797,1.37268,2.29055,+
ccar-1,0.921365,2.10105,A0A0S4XR43,CCAR1 homolog,15.9062,15.9134,15.2593,16.0242,15.1967,14.7468,14.4661,15.0081,2.10105,0.00218662,0.921365,3.90652,+
ulp-2,1.45834,2.15458,A0A0S4XR45;Q23238,Ubiquitin-Like Protease;Ubiquitin-like protease 2,15.0984,14.8328,13.81,13.8557,13.0999,13.0408,13.1241,12.4987,2.15458,0.00196879,1.45834,4.01417,+
"CELE_T23F4,2",2.50416,3.55742,A0A0S4XR68;A0A0S4XR74;A0A0S4XRI4;O17261,Uncharacterized protein,15.9524,16.4898,15.5611,16.1083,14.0388,12.8363,13.8535,13.3663,3.55742,0.000213689,2.50416,7.56519,+
sago-1,-0.0625679,0.046151,A0A0T7CIX3,Piwi-like protein,14.3915,14.6744,13.799,13.6058,13.6706,13.845,13.8241,15.3813,0.046151,0.795495,-0.0625679,-0.132151,
sago-2,-0.166523,0.49649,A0A0U1RML5;A0A0U1RML6,Piwi-like protein,13.0358,12.9485,12.6741,13.0336,12.7837,12.9861,13.3497,13.2385,0.49649,0.151793,-0.166523,-1.08693,
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",-0.903084,0.0989765,A0A131MAU8;A0A131MAZ4;A0A131MBF0;Q09931,"Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Probable ubiquitin carboxyl-terminal hydrolase K02C4,3",12.7838,16.1689,14.468,1.44776,13.075,11.9628,11.6702,11.7729,0.0989765,0.61932,-0.903084,-0.270006,
daf-4,2.04271,4.40114,A0A131MB12;G8JY02;P50488,Serine/threonine-protein kinase receptor;Receptor protein serine/threonine kinase;Cell surface receptor daf-4,15.6361,15.9767,15.8681,16.2957,14.1946,13.8292,14.0122,13.5697,4.40114,0,2.04271,10.6823,+
hpo-3,2.28233,5.76881,A0A131MBA2;A0A131MC59;A0A131MCX4;Q95X60,Uncharacterized protein,13.0529,13.1946,12.7602,12.9604,10.9269,10.6138,10.7563,10.5418,5.76881,0,2.28233,18.3225,+
acs-22,0.0660474,0.050987,A0A131MBB2;Q18916,Fatty Acid CoA Synthetase family,14.1682,14.5332,15.989,15.5692,14.9708,15.4404,14.7526,14.8316,0.050987,0.776921,0.0660474,0.145306,
tag-10,-0.192048,0.157969,A0A131MBC3;A0A131MCY4;G5EER7;G5EG67,Uncharacterized protein,16.2946,16.1949,14.3355,15.2078,15.7694,15.8648,15.5982,15.5687,0.157969,0.479751,-0.192048,-0.411394,
imb-2,0.987117,2.91464,A0A131MBF9;O62332,IMportin Beta family,14.6148,14.4241,13.9407,14.3202,13.2929,13.1286,13.3316,13.5981,2.91464,0.000408551,0.987117,5.73834,+
brf-1,0.540926,0.893692,A0A131MBG0;A0A131MCT5,BRF (Transcription factor) homolog,12.7888,13.4321,12.8594,12.8237,12.7211,11.6758,12.478,12.8654,0.893692,0.0477641,0.540926,1.76654,+
"CELE_W09B6,4",5.26574,5.42222,A0A131MBG4;H2L0M1,Uncharacterized protein,18.1146,18.5456,18.1833,19.4207,13.5935,13.3194,13.3481,12.9404,5.42222,0,5.26574,16.0024,+
irg-7,1.32915,4.77732,A0A131MBU3,Protein irg-7,19.0268,19.1906,18.9814,19.0776,18.0058,17.6724,17.7368,17.5448,4.77732,0,1.32915,12.412,+
"CELE_F27B10,1",0.647467,1.13219,A0A131MCJ0,Uncharacterized protein,13.1074,13.1898,12.1236,12.7781,12.2768,12.5617,12.0353,11.7352,1.13219,0.0232988,0.647467,2.16313,+
"CELE_T22F3,3",0.475058,0.662295,A0A131MCL1,"Alpha-1,4 glucan phosphorylase",12.8923,13.4142,12.751,13.0582,13.3505,12.5887,12.4551,11.8211,0.662295,0.0927432,0.475058,1.3772,
die-1,1.76901,3.6883,A0A131MCL4;A0A131MCR4,Dorsal Intercalation and Elongation defect,16.3004,16.0633,16.51,16.9333,14.5519,14.54,14.5911,15.048,3.6883,5.44E-05,1.76901,7.98934,+
dhs-11,-0.437828,0.934525,A0A163UT65,"DeHydrogenases, Short chain",15.0893,15.8438,14.7803,15.2094,15.8107,15.5416,15.5062,15.8157,0.934525,0.0424267,-0.437828,-1.83443,+
tbc-14,1.36273,1.77497,A0A164D380;A0A168H1X0,TBC (Tre-2/Bub2/Cdc16) domain family,14.8553,16.014,15.4592,16.612,14.7813,14.4442,14.3378,13.9264,1.77497,0.00442198,1.36273,3.28159,+
cyp-34a6,-1.63539,2.83544,A0A164D3C9;O44656,CYtochrome P450 family,12.3641,13.2767,13.0265,12.8207,15.1085,14.0355,14.4946,14.391,2.83544,0.000481735,-1.63539,-5.53916,+
fipp-1,2.01973,4.1308,A0A164D3G3;O16293,Factor Interacting with Poly(A) Polymerase,16.0472,16.4329,16.3972,16.8514,14.3778,14.7669,14.1293,14.376,4.1308,0,2.01973,9.57868,+
unc-132,-1.46738,1.08516,A0A168H9Z7;H2L0N0;H2L0N1;O01619;Q95ZK4,Uncharacterized protein,10.2837,13.3735,13.0603,12.2659,13.7506,13.6741,13.4341,13.9941,1.08516,0.0273122,-1.46738,-2.08474,+
cdh-4,-1.22525,2.40577,A0A1C3NSI5;Q19319,Cadherin-4,13.025,13.3835,13.0428,13.0373,14.9862,13.8023,14.4912,14.11,2.40577,0.00102776,-1.22525,-4.54113,+
ajm-1,2.08674,4.98219,A0A1C3NSL1,Apical Junction Molecule,13.1122,13.1061,12.9004,13.0015,10.969,11.3314,10.6331,10.8396,4.98219,0,2.08674,13.4603,+
"CELE_ZC412,3",2.31949,4.42438,A0A1C3NSL5,Uncharacterized protein,19.7955,20.1051,19.1745,19.4218,17.4613,17.1581,17.2477,17.3517,4.42438,0,2.31949,10.7823,+
farl-11,2.17518,3.52066,A0A1D3PCL0;Q19300,FAR (Factor ARrest) Like,13.1377,12.9324,13.0251,12.9084,11.582,10.7392,10.7965,10.1852,3.52066,0.000210008,2.17518,7.44954,+
let-711,0.748622,1.2354,A0A1D3PCL8;A0A1D3PCM5;Q20937,Uncharacterized protein;Uncharacterized protein;NTL-1a,14.9965,15.2469,14.8239,14.323,13.8113,13.8712,13.8529,14.8605,1.2354,0.0174859,0.748622,2.33606,+
"C40H1,7",-0.0398827,0.0177501,A0A1I6CM73,Uncharacterized protein,13.1229,12.7546,14.8726,15.9999,14.1071,14.3282,14.2221,14.2521,0.0177501,0.917671,-0.0398827,-0.0523453,
spat-2,1.35834,3.83045,A0A1I6CM84;F3Y5Q7,Suppressor of PAr-Two defect,15.9484,16.3552,16.2828,16.632,14.9535,14.736,14.9911,15.1045,3.83045,5.99E-05,1.35834,8.47277,+
aakg-1,-0.0889552,0.0623874,A0A1I6CM85;A0A1I6CM90;A0A1I6CM91;A0A1I6CMB9;A0A1T5HUK9;A0A1T5HUL8;Q9BHL6,AMP-Activated protein Kinase Gamma subunit,12.8972,13.1733,14.5788,13.7361,14.6878,13.5791,13.241,13.2334,0.0623874,0.73452,-0.0889552,-0.17586,
grl-23,-2.07221,3.88286,A0A1I6CM94;A0A1I6CM96;A0A1I6CMA0;A0A1I6CMA4;H2L2E5;Q93424,GRound-Like (Grd related),13.0913,13.3827,12.7234,12.4017,14.9117,15.0563,15.2123,14.7075,3.88286,6.22E-05,-2.07221,-8.65727,+
spat-2,1.71024,2.90248,A0A1I6CM95,Suppressor of PAr-Two defect,14.8033,16.0039,14.9417,15.5504,13.7267,13.3403,13.5444,13.8469,2.90248,0.000441038,1.71024,5.70741,+
"CELE_Y55F3BR,6",-0.484589,1.38132,A0A1I6CMC9,Uncharacterized protein,12.9897,13.0292,12.6868,13.0329,13.717,12.9555,13.6063,13.3982,1.38132,0.011503,-0.484589,-2.58373,+
vab-10,2.06486,3.42982,A0A1N7SYP3,Uncharacterized protein,20.0954,20.2813,19.4332,19.8193,18.3724,17.8631,17.8451,17.2892,3.42982,0.000292379,2.06486,7.16996,+
"eif-3,l;eif-3,L",1.81809,3.3901,A0A1N7SYP6;Q95QW0,Eukaryotic translation initiation factor 3 subunit L,17.5801,17.3923,18.2137,18.0103,16.4586,16.0264,15.6961,15.7429,3.3901,0.000287023,1.81809,7.05047,+
"npp-25;npp-25;npp-25;Y37D8A,17",0.522115,0.490383,A0A1N7SYQ5;A0A1N7SYR4;A0A1N7SYS5;Q9XWV0,Nuclear Pore complex Protein;Nuclear Pore complex Protein;Nuclear Pore complex Protein;Transmembrane protein 33 homolog,15.8287,15.5854,17.4472,17.0293,16.394,15.6656,15.679,16.0636,0.490383,0.155082,0.522115,1.07593,
cnt-1,2.20979,3.40889,A0A1N7SYT2;Q9XXH8,CeNTaurin;Arf-GAP with ANK repeat and PH domain-containing protein cnt-1,12.688,13.1241,13.015,12.4,11.0077,9.82459,10.7234,10.8321,3.40889,0.000288786,2.20979,7.10679,+
"C26G2,2",2.12292,2.96055,A0A1N7SYU2,Uncharacterized protein,11.8541,13.0257,13.0141,12.9573,11.0941,10.412,10.7817,10.0716,2.96055,0.000354523,2.12292,5.85615,+
"CELE_F43B10,1",2.24819,3.73875,A0A1N7SYW5,Uncharacterized protein,14.524,15.5469,15.5152,14.7828,12.6899,12.8133,13.1171,12.7559,3.73875,5.66E-05,2.24819,8.15812,+
ubc-15,-0.807333,2.1443,A0A1T5HUK0;A0A1T5HUK6;A0A1T5HUL7,UBiquitin Conjugating enzyme,12.7512,13.0022,12.845,12.9454,14.2381,13.6658,13.5398,13.3294,2.1443,0.00200084,-0.807333,-3.99338,+
"CELE_Y55F3BR,10",4.15779,4.54928,A0A9S0,Uncharacterized protein,17.4587,18.1853,17.1625,18.2611,13.0579,14.0221,14.0326,13.3238,4.54928,0,4.15779,11.335,+
"CELE_Y38F2AR,12",1.00105,1.79748,A0A9S2,Uncharacterized protein,14.8264,15.6474,14.3326,14.5878,13.9064,13.565,14.0213,13.8973,1.79748,0.00420354,1.00105,3.32317,+
ttr-42,1.5767,2.92191,A2V8C3,TransThyretin-Related family domain,18.114,18.0754,18.7389,19.0724,16.8632,16.7681,16.7713,17.2911,2.92191,0.000386635,1.5767,5.75687,+
"CELE_H29C22,1",2.69448,4.12085,A2V8C8,Uncharacterized protein,18.7345,18.6543,19.4117,19.5639,16.3388,15.9727,16.5541,16.7209,4.12085,0,2.69448,9.54009,+
"CELE_F07G6,10",-2.44975,1.46399,A3FPJ3,Uncharacterized protein,13.0614,13.2118,12.962,13.0299,15.3754,17.584,13.229,15.8757,1.46399,0.00914661,-2.44975,-2.72625,+
