geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04, -Log.p.value,Student's T-test q-value daf2_d10_daf2_d1,log2FC,Student's T-test Test statistic daf2_d10_daf2_d1,Sign p-val: 0.05 
lin-23,1.42046,3.25358,A0A0K3ARM6;A0A0K3AUM4;A0A0K3AWY7;Q09990,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;F-box/WD repeat-containing protein lin-23,14.3646,15.1011,14.299,14.4251,13.1779,13.241,12.8194,13.2696,3.25358,0.00061851,1.42046,6.65194,+
"CELE_Y50D4B,1",-2.59078,5.42671,A0A0K3ARN9;A0A0K3AT27;A0A0K3AV71;O16286,Uncharacterized protein,10.3434,10.6748,10.5864,10.8263,13.1414,13.1551,12.9483,13.5493,5.42671,0,-2.59078,-16.0306,+
"CELE_Y39A1A,21",-0.473987,0.263361,A0A0K3ARX5;Q9XX11,Uncharacterized protein,10.6527,10.4638,10.6992,7.86698,10.8572,9.59846,10.5046,10.6183,0.263361,0.410771,-0.473987,-0.640849,
dre-1,-0.832805,1.0155,A0A0K3AS68;Q94251,"Daf-12, REdundant with;F-box protein dre-1",16.7971,16.1175,16.858,15.1961,17.5411,16.747,16.9177,17.0942,1.0155,0.0547596,-0.832805,-1.96892,
gck-1,0.738235,3.1015,A0A0K3ASB9;A0A0K3ASW2;A0A0K3AVW5;A0A0K3AY55;H2L099,Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal center kinase 1,14.8571,14.8287,14.8672,15.2236,14.3503,14.2965,14.0295,14.1474,3.1015,0.000639344,0.738235,6.2292,+
gly-7,-0.0315526,0.0295719,A0A0K3ASG4;O61397,Polypeptide N-acetylgalactosaminyltransferase;Probable N-acetylgalactosaminyltransferase 7,13.9867,14.2007,14.251,14.5712,15.2911,13.9644,14.1441,13.7363,0.0295719,0.896892,-0.0315526,-0.0861177,
"CELE_F40A3,3;F40A3,3",-0.107613,0.701982,A0A0K3ASH2;O16264,"Uncharacterized protein;Phosphatidylethanolamine-binding protein homolog F40A3,3",18.3115,18.3569,18.4892,18.2786,18.5411,18.4763,18.5505,18.2987,0.701982,0.121034,-0.107613,-1.44487,
"CELE_Y50D4B,4",-1.94917,5.90631,A0A0K3ASH9,Uncharacterized protein,13.0031,12.7598,13.2396,12.9808,14.9002,14.9816,14.9892,14.9089,5.90631,0,-1.94917,-19.3304,+
cdf-1,-0.00694275,0.0329703,A0A0K3ASM2;Q95QW4,Cation Diffusion Facilitator family;Cation diffusion facilitator family protein 1,10.698,10.8586,10.7126,10.8259,10.9376,10.6472,10.7921,10.746,0.0329703,0.88497,-0.00694275,-0.0956762,
unc-34,-0.371957,0.184966,A0A0K3AT36;A0A0K3AVD7;A0A0K3AYC9;G5EG53,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;UNC-34,15.0819,14.8671,14.7745,15.3677,16.7764,16.3451,13.3088,15.1487,0.184966,0.520692,-0.371957,-0.472625,
tbh-1,1.19918,4.1178,A0A0K3ATC0;Q9XTQ6,Tyramine Beta Hydroxylase;Tyramine beta-hydroxylase,16.6736,16.5867,16.3346,16.5949,15.3663,15.3492,15.5883,15.0892,4.1178,0.000202198,1.19918,9.52827,+
lev-11,-0.818028,2.45985,A0A0K3ATS1,Uncharacterized protein,21.2103,20.8595,21.0874,20.8664,21.7474,22.1143,22.0065,21.4276,2.45985,0.00193681,-0.818028,-4.65966,+
imp-3,-0.302703,0.999367,A0A0K3AUD2;Q18408,IntraMembrane Protease (IMPAS) family,12.9046,13.0004,13.0576,12.5168,13.3818,13.1706,12.9138,13.224,0.999367,0.0568135,-0.302703,-1.94213,
prdx-2,-0.546778,2.16442,A0A0K3AUJ9;H2KZL7;Q8IG31,PeRoxireDoXin,21.1287,20.9678,21.3437,21.5406,21.9418,21.7497,21.7763,21.7001,2.16442,0.00369803,-0.546778,-4.03412,+
jhdm-1,-0.736405,1.64003,A0A0K3AUW2;Q95Q98,JHDM (Histone demethylase) homolog;JmjC domain-containing histone demethylation protein 1,14.0335,14.1637,13.4546,13.3101,14.5113,14.5323,14.7196,14.1443,1.64003,0.0119788,-0.736405,-3.03646,+
mrck-1,1.23815,1.68802,A0A0K3AUZ7;O01583,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase mrck-1,14.1914,12.9244,13.7289,13.7921,13.0162,11.8051,12.8231,12.0398,1.68802,0.0107234,1.23815,3.12284,+
nhr-86,-0.657781,2.09354,A0A0K3AVA9;Q965W2,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-86,10.471,10.8163,10.7526,10.6428,11.6752,10.9989,11.4704,11.1694,2.09354,0.00421156,-0.657781,-3.89155,+
aat-3,1.17039,1.71965,A0A0K3AVL7;O17395,Amino Acid Transporter,13.7738,14.022,14.1976,15.0863,13.6455,13.2998,12.6054,12.8474,1.71965,0.00986324,1.17039,3.18024,+
"CELE_M02H5,8",-1.62515,5.86605,A0A0K3AVS5,Uncharacterized protein,16.5139,16.3679,16.3025,16.1643,18.0799,17.9544,17.8609,17.9541,5.86605,0,-1.62515,-19.0299,+
"CELE_T08B1,1",0.584662,3.12191,A0A0K3AVV4,Uncharacterized protein,15.0028,14.8971,15.1028,15.2087,14.2979,14.5233,14.602,14.4496,3.12191,0.000616999,0.584662,6.28468,+
lipl-5,0.411648,0.151931,A0A0K3AW68;A0A0K3AYF1;O61866,Lipase;LIPase Like;Lipase,16.6334,12.451,12.7817,12.4426,13.2047,13.1923,13.5453,12.7198,0.151931,0.58088,0.411648,0.397427,
fln-2,0.767465,2.59788,A0A0K3AW96;D0VWL6,FiLamiN (Actin binding protein) homolog,16.6979,16.9687,16.7577,17.2056,16.3382,16.225,16.1405,15.8562,2.59788,0.0017461,0.767465,4.97105,+
"C14C6,5",2.53847,6.43939,A0A0K3AXM4;O44667,Uncharacterized protein,17.2245,17.3291,16.9134,16.9622,14.6652,14.5774,14.5304,14.5023,6.43939,0,2.53847,23.7743,+
"CELE_T08B1,1",-2.74958,0.461628,A0A0K3AY44,Uncharacterized protein,10.6035,10.8302,10.7831,0,10.9633,10.7178,10.801,10.7331,0.461628,0.231578,-2.74958,-1.02376,
zig-11,-0.735838,0.622831,A0A0K3AY85,2 (Zwei) IG domain protein,12.0862,11.0736,13.7421,12.2774,13.1376,12.9935,13.2651,12.7266,0.622831,0.149284,-0.735838,-1.30933,
ilys-5,-1.35002,1.58517,A0A0K3AYJ1;Q19698,Invertebrate LYSozyme,12.065,13.6606,13.2594,12.0087,14.6293,13.7522,14.0625,13.9497,1.58517,0.0134136,-1.35002,-2.9387,+
irg-3,2.17818,3.82618,A0A0M7REP5;A0A0M7RF66;P91316,Infection Response protein,15.9325,15.9699,15.4955,15.1808,12.9895,13.6276,13.4423,13.8067,3.82618,0.000161972,2.17818,8.4579,+
tns-1,0.424152,3.196,A0A0S4XR31;H2L045;H2L046,TeNSin homolog,15.7823,15.7919,15.6604,15.6684,15.3917,15.3103,15.3597,15.1448,3.196,0.000598253,0.424152,6.48932,+
ubr-4,-3.50273,0.54345,A0A0S4XR36;O01808,UBR E3 ubiquitin ligase homolog,0,11.9561,10.7551,12.7516,12.9748,12.0796,11.9757,12.4436,0.54345,0.183966,-3.50273,-1.17066,
ccar-1,-0.0530825,0.086896,A0A0S4XR43,CCAR1 homolog,15.023,15.0496,14.7465,14.3862,15.1967,14.7468,14.4661,15.0081,0.086896,0.72514,-0.0530825,-0.239539,
ulp-2,1.70492,3.59793,A0A0S4XR45;Q23238,Ubiquitin-Like Protease;Ubiquitin-like protease 2,14.4602,15.024,14.2957,14.8033,13.0999,13.0408,13.1241,12.4987,3.59793,0.000436155,1.70492,7.69439,+
"CELE_T23F4,2",0.96367,1.66164,A0A0S4XR68;A0A0S4XR74;A0A0S4XRI4;O17261,Uncharacterized protein,14.5471,14.7748,14.0305,14.5973,14.0388,12.8363,13.8535,13.3663,1.66164,0.0113434,0.96367,3.07526,+
sago-1,-0.312771,0.312389,A0A0T7CIX3,Piwi-like protein,14.1362,14.0414,13.6342,13.658,13.6706,13.845,13.8241,15.3813,0.312389,0.355885,-0.312771,-0.740251,
sago-2,-2.40469,5.78702,A0A0U1RML5;A0A0U1RML6,Piwi-like protein,10.6629,10.6147,10.7247,10.737,12.7837,12.9861,13.3497,13.2385,5.78702,0,-2.40469,-18.453,+
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",1.45838,2.05048,A0A131MAU8;A0A131MAZ4;A0A131MBF0;Q09931,"Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Probable ubiquitin carboxyl-terminal hydrolase K02C4,3",13.2659,13.5931,13.3036,14.1517,13.075,11.9628,11.6702,11.7729,2.05048,0.00450294,1.45838,3.80624,+
daf-4,0.232503,0.373937,A0A131MB12;G8JY02;P50488,Serine/threonine-protein kinase receptor;Receptor protein serine/threonine kinase;Cell surface receptor daf-4,14.4753,14.0473,14.51,13.5032,14.1946,13.8292,14.0122,13.5697,0.373937,0.298448,0.232503,0.860168,
hpo-3,-0.0312288,0.122898,A0A131MBA2;A0A131MC59;A0A131MCX4;Q95X60,Uncharacterized protein,10.6859,10.7691,10.5642,10.6948,10.9269,10.6138,10.7563,10.5418,0.122898,0.639944,-0.0312288,-0.328727,
acs-22,-1.32895,3.75769,A0A131MBB2;Q18916,Fatty Acid CoA Synthetase family,13.6796,13.7942,13.5549,13.6508,14.9708,15.4404,14.7526,14.8316,3.75769,0.000151565,-1.32895,-8.22227,+
tag-10,-0.707628,2.90048,A0A131MBC3;A0A131MCY4;G5EER7;G5EG67,Uncharacterized protein,14.8294,14.9925,14.8679,15.2808,15.7694,15.8648,15.5982,15.5687,2.90048,0.000872858,-0.707628,-5.70233,+
imb-2,0.367438,0.895707,A0A131MBF9;O62332,IMportin Beta family,13.8619,13.1635,13.9737,13.8219,13.2929,13.1286,13.3316,13.5981,0.895707,0.0730546,0.367438,1.76989,
brf-1,0.153591,0.216713,A0A131MBG0;A0A131MCT5,BRF (Transcription factor) homolog,12.4864,12.8357,12.3836,12.6489,12.7211,11.6758,12.478,12.8654,0.216713,0.471604,0.153591,0.542321,
"CELE_W09B6,4",-0.924752,1.6186,A0A131MBG4;H2L0M1,Uncharacterized protein,12.4148,11.579,12.7699,12.7387,13.5935,13.3194,13.3481,12.9404,1.6186,0.0123649,-0.924752,-2.99814,+
irg-7,0.451452,1.26972,A0A131MBU3,Protein irg-7,18.4573,18.483,17.9461,17.8792,18.0058,17.6724,17.7368,17.5448,1.26972,0.0280344,0.451452,2.39392,+
"CELE_F27B10,1",1.92504,4.26106,A0A131MCJ0,Uncharacterized protein,14.1458,14.0031,14.2464,13.9139,12.2768,12.5617,12.0353,11.7352,4.26106,0.00013,1.92504,10.0969,+
"CELE_T22F3,3",-1.83507,2.91403,A0A131MCL1,"Alpha-1,4 glucan phosphorylase",10.5721,10.8726,10.7132,10.7171,13.3505,12.5887,12.4551,11.8211,2.91403,0.000838475,-1.83507,-5.73679,+
die-1,-1.43554,2.52191,A0A131MCL4;A0A131MCR4,Dorsal Intercalation and Elongation defect,13.3717,13.4448,13.714,12.4583,14.5519,14.54,14.5911,15.048,2.52191,0.00172277,-1.43554,-4.79806,+
dhs-11,0.169087,0.107468,A0A163UT65,"DeHydrogenases, Short chain",16.7545,16.9089,14.8474,14.8397,15.8107,15.5416,15.5062,15.8157,0.107468,0.675536,0.169087,0.291086,
tbc-14,0.25162,0.683445,A0A164D380;A0A168H1X0,TBC (Tre-2/Bub2/Cdc16) domain family,14.6036,14.6016,14.5903,14.7006,14.7813,14.4442,14.3378,13.9264,0.683445,0.127041,0.25162,1.41333,
cyp-34a6,-3.05675,1.369,A0A164D3C9;O44656,CYtochrome P450 family,9.83085,9.20679,12.5598,14.2051,15.1085,14.0355,14.4946,14.391,1.369,0.0222703,-3.05675,-2.56264,+
fipp-1,0.74005,2.00367,A0A164D3G3;O16293,Factor Interacting with Poly(A) Polymerase,15.3189,15.3967,15.1668,14.7277,14.3778,14.7669,14.1293,14.376,2.00367,0.00498739,0.74005,3.71457,+
unc-132,1.04315,3.39315,A0A168H9Z7;H2L0N0;H2L0N1;O01619;Q95ZK4,Uncharacterized protein,14.8667,14.488,14.7824,14.8884,13.7506,13.6741,13.4341,13.9941,3.39315,0.000498132,1.04315,7.05958,+
cdh-4,-0.140055,0.137149,A0A1C3NSI5;Q19319,Cadherin-4,13.652,14.7801,13.7688,14.6286,14.9862,13.8023,14.4912,14.11,0.137149,0.609513,-0.140055,-0.362779,
ajm-1,1.49259,1.94502,A0A1C3NSL1,Apical Junction Molecule,12.9455,13.156,12.1875,11.4545,10.969,11.3314,10.6331,10.8396,1.94502,0.00574769,1.49259,3.60124,+
"CELE_ZC412,3",1.27282,5.2732,A0A1C3NSL5,Uncharacterized protein,18.597,18.6886,18.4328,18.5917,17.4613,17.1581,17.2477,17.3517,5.2732,0,1.27282,15.0942,+
farl-11,0.260812,0.247636,A0A1D3PCL0;Q19300,FAR (Factor ARrest) Like,10.7302,11.9712,11.1118,10.5329,11.582,10.7392,10.7965,10.1852,0.247636,0.430117,0.260812,0.608104,
let-711,0.242942,0.334914,A0A1D3PCL8;A0A1D3PCM5;Q20937,Uncharacterized protein;Uncharacterized protein;NTL-1a,14.6028,13.8219,14.4322,14.5107,13.8113,13.8712,13.8529,14.8605,0.334914,0.332584,0.242942,0.784708,
"C40H1,7",-0.39875,0.493805,A0A1I6CM73,Uncharacterized protein,13.5665,12.9184,14.514,14.3156,14.1071,14.3282,14.2221,14.2521,0.493805,0.210972,-0.39875,-1.08209,
spat-2,-0.620715,2.36907,A0A1I6CM84;F3Y5Q7,Suppressor of PAr-Two defect,14.1855,14.3438,14.6448,14.1279,14.9535,14.736,14.9911,15.1045,2.36907,0.00245078,-0.620715,-4.46177,+
aakg-1,-0.532048,0.659921,A0A1I6CM85;A0A1I6CM90;A0A1I6CM91;A0A1I6CMB9;A0A1T5HUK9;A0A1T5HUL8;Q9BHL6,AMP-Activated protein Kinase Gamma subunit,13.2727,12.6293,13.4365,13.2746,14.6878,13.5791,13.241,13.2334,0.659921,0.135045,-0.532048,-1.37313,
grl-23,-4.36067,2.67557,A0A1I6CM94;A0A1I6CM96;A0A1I6CMA0;A0A1I6CMA4;H2L2E5;Q93424,GRound-Like (Grd related),12.011,8.21634,11.4746,10.7432,14.9117,15.0563,15.2123,14.7075,2.67557,0.00154829,-4.36067,-5.1522,+
spat-2,-0.69307,1.30842,A0A1I6CM95,Suppressor of PAr-Two defect,12.862,13.6701,12.6267,12.5273,13.7267,13.3403,13.5444,13.8469,1.30842,0.0253597,-0.69307,-2.45944,+
"CELE_Y55F3BR,6",-0.097425,0.142907,A0A1I6CMC9,Uncharacterized protein,13.5166,13.7825,12.9928,12.9953,13.717,12.9555,13.6063,13.3982,0.142907,0.597977,-0.097425,-0.376354,
vab-10,0.276282,0.586546,A0A1N7SYP3,Uncharacterized protein,18.0784,18.1301,18.1264,18.1399,18.3724,17.8631,17.8451,17.2892,0.586546,0.163814,0.276282,1.24634,
"eif-3,l;eif-3,L",0.849268,2.16743,A0A1N7SYP6;Q95QW0,Eukaryotic translation initiation factor 3 subunit L,16.5486,16.7697,16.9001,17.1028,16.4586,16.0264,15.6961,15.7429,2.16743,0.00370638,0.849268,4.04022,+
"npp-25;npp-25;npp-25;Y37D8A,17",-0.633937,1.30622,A0A1N7SYQ5;A0A1N7SYR4;A0A1N7SYS5;Q9XWV0,Nuclear Pore complex Protein;Nuclear Pore complex Protein;Nuclear Pore complex Protein;Transmembrane protein 33 homolog,15.1151,14.8798,15.6263,15.6452,16.394,15.6656,15.679,16.0636,1.30622,0.0254129,-0.633937,-2.45572,+
cnt-1,2.3457,3.4259,A0A1N7SYT2;Q9XXH8,CeNTaurin;Arf-GAP with ANK repeat and PH domain-containing protein cnt-1,13.211,12.924,13.2353,12.4004,11.0077,9.82459,10.7234,10.8321,3.4259,0.000461343,2.3457,7.15811,+
"C26G2,2",0.802212,1.08542,A0A1N7SYU2,Uncharacterized protein,11.5342,10.4889,11.9452,11.6,11.0941,10.412,10.7817,10.0716,1.08542,0.0455711,0.802212,2.08517,+
"CELE_F43B10,1",1.24944,1.49812,A0A1N7SYW5,Uncharacterized protein,14.458,14.8763,14.1917,12.8478,12.6899,12.8133,13.1171,12.7559,1.49812,0.0164007,1.24944,2.78563,+
ubc-15,0.235828,0.287728,A0A1T5HUK0;A0A1T5HUK6;A0A1T5HUL7,UBiquitin Conjugating enzyme,14.3409,13.5595,13.3431,14.4728,14.2381,13.6658,13.5398,13.3294,0.287728,0.381289,0.235828,0.690733,
"CELE_Y55F3BR,10",-0.109256,0.0803526,A0A9S0,Uncharacterized protein,14.1099,14.0166,12.2744,13.5986,13.0579,14.0221,14.0326,13.3238,0.0803526,0.741782,-0.109256,-0.222791,
"CELE_Y38F2AR,12",-0.276323,1.48049,A0A9S2,Uncharacterized protein,13.5852,13.5163,13.611,13.5721,13.9064,13.565,14.0213,13.8973,1.48049,0.016863,-0.276323,-2.75492,+
ttr-42,0.46795,1.25398,A2V8C3,TransThyretin-Related family domain,17.2967,17.275,17.1519,17.8419,16.8632,16.7681,16.7713,17.2911,1.25398,0.029282,0.46795,2.36735,+
"CELE_H29C22,1",0.304025,0.413786,A2V8C8,Uncharacterized protein,16.1294,16.303,17.1634,17.2066,16.3388,15.9727,16.5541,16.7209,0.413786,0.265573,0.304025,0.935433,
