geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04, -Log.p.value,Student's T-test q-value eat2_d15_eat2_d1,log2FC,Student's T-test Test statistic eat2_d15_eat2_d1,Sign p-val: 0.05 
pps-1,2.43984,3.32938,A0A061AE05;Q22501,3'-Phosphoadenosine 5'-Phosphosulfate Synthetase,16.3486,16.9502,17.2291,16.4725,14.9067,13.8865,13.7469,14.701,3.32938,8.47E-05,2.43984,6.87091,+
cka-1,2.10724,3.82539,A0A061AIW1;B3GWD5;O17610,Choline Kinase A,17.0288,16.4714,17.191,17.2637,14.5009,14.8805,14.8057,15.3388,3.82539,3.74E-05,2.10724,8.45512,+
"CELE_R11A8,7;CELE_R11A8,7;R11A8,7",1.85192,3.64208,A0A061AJK8;A0A061AL89;Q21920,"Uncharacterized protein;Uncharacterized protein;Ankyrin repeat and KH domain-containing protein R11A8,7",14.7691,14.5101,14.4768,15.3084,12.9254,12.9859,13.2029,12.5426,3.64208,7.88E-05,1.85192,7.83733,+
spp-18,0.592384,0.438205,A0A061AKY5;Q19837,SaPosin-like Protein family,14.6074,14.9306,14.7396,14.9846,13.4882,13.6665,16.0098,13.7283,0.438205,0.102368,0.592384,0.980771,
lin-66,0.857783,0.6517,A0A061AL58;O62020,Uncharacterized protein,13.3425,15.221,14.9797,15.4351,13.6137,13.1062,13.7746,15.0526,0.6517,0.0500841,0.857783,1.35904,
"CELE_F09E10,7",1.14772,3.14183,A0A078BPG0,Uncharacterized protein,14.9222,15.0741,14.3462,14.5228,13.6949,13.4141,13.5184,13.6471,3.14183,0.000135708,1.14772,6.33922,+
"CELE_F10C1,9",0.164396,0.157385,A0A078BPH9;G4S1A4,Uncharacterized protein,14.4955,13.7579,14.6724,15.255,15.0309,14.0591,13.8953,14.538,0.157385,0.353619,0.164396,0.41005,
itx-1,2.00378,6.8997,A0A078BPJ4;A0A078BPL3;A0A078BS63;H1ZUX6;O45000,InTestinal NeureXin-like,16.3116,16.5902,16.4232,16.4513,14.4921,14.3969,14.5247,14.3475,6.8997,0,2.00378,28.4071,+
"CELE_Y41E3,7",0.82213,1.01801,A0A078BQL1;O62444;Q2XMY1,Uncharacterized protein,15.1169,15.2052,14.8207,15.8897,13.5437,15.1879,14.7286,14.2836,1.01801,0.016692,0.82213,1.97309,+
"CELE_Y105C5B,15",1.74578,3.63548,A0A078BQP7;Q9U309,Purple acid phosphatase,14.8389,15.4545,15.0084,15.3403,13.706,13.7134,13.1718,13.0678,3.63548,7.86E-05,1.74578,7.81581,+
lim-9,-0.393293,1.5096,A0A0K3AQM0;A0A0K3ATK8;G5ECN3;G5EEA4;G5EF39,LIM domain family,14.9571,15.1334,14.5622,14.6738,15.2467,15.1198,15.1758,15.3573,1.5096,0.00450387,-0.393293,-2.80569,+
"CELE_Y105E8A,25",1.45888,3.32716,A0A0K3AQN0;A0A0K3ATL6;A0A0K3AWN6,Uncharacterized protein,14.9662,15.3609,14.9144,15.1615,13.7928,13.4321,13.2535,14.0893,3.32716,8.45E-05,1.45888,6.8644,+
pgp-2,2.45444,1.8997,A0A0K3AQN5;A0A0K3AU66;A0A0K3AWK1;G5EDF9,P-GlycoProtein related;P-GlycoProtein related;P-GlycoProtein related;ABC transporter PGP-2,16.263,15.942,16.5103,18.9858,14.603,14.3793,14.4219,14.4792,1.8997,0.00200937,2.45444,3.51478,+
lpd-3,-0.863541,0.684718,A0A0K3AQT9;A0A0K3ATS5;A0A0K3AUC6;A0A0K3AWP8,LiPid Depleted,14.7356,14.4461,14.7467,15.4556,14.1782,16.6237,15.4979,16.5383,0.684718,0.0449002,-0.863541,-1.4155,+
tln-1,1.04481,1.447,A0A0K3AQU9,TaLiN,14.9324,15.4181,14.2691,14.7208,14.3502,13.2031,13.3245,14.2834,1.447,0.00528076,1.04481,2.69681,+
max-2,0.868236,1.62783,A0A0K3AQV8;A0A0K3AUE7;G5EGQ3,Non-specific serine/threonine protein kinase;Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase max-2,14.9873,14.8484,14.0506,15.3082,14.1707,13.7061,14.0444,13.8003,1.62783,0.00351856,0.868236,3.01462,+
egl-27,-2.16392,1.8163,A0A0K3AQW8;A0A0K3AQX3;A0A0K3ARG1;A0A0K3ARG6;A0A0K3ATV0;A0A0K3ATV3;A0A0K3ATV6;A0A0K3AUG2;A0A0K3AWS4;A0A0K3AWS8;Q09228,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Egg-laying defective protein 27,14.4995,14.7387,12.7065,15.4268,16.3502,17.2088,15.8581,16.6099,1.8163,0.00221865,-2.16392,-3.35812,+
cdc-14,4.19559,4.5921,A0A0K3AQY3;A0A0K3ATW0;P81299,Cell Division Cycle related;Cell Division Cycle related;Probable tyrosine-protein phosphatase cdc-14,14.9576,15.4854,13.9322,14.2619,10.6858,10.2011,10.4073,10.5605,4.5921,0,4.19559,11.5304,+
daf-16,0.411092,0.378589,A0A0K3AR63;A0A0K3AR95;A0A0K3ATP5;A0A0K3AWG6;O16850,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Forkhead box protein O,13.9248,15.4823,13.9326,13.6722,14.1166,13.8847,13.1839,14.1824,0.378589,0.127706,0.411092,0.869042,
"CELE_T16H12,3;T16H12,3",0.942275,1.29313,A0A0K3ARA8;P34566,"Uncharacterized protein;Uncharacterized protein T16H12,3",14.5306,14.5676,14.7485,15.431,14.3255,14.0321,12.9174,14.2336,1.29313,0.00822916,0.942275,2.43352,+
lev-11,3.10142,5.17474,A0A0K3ARC0,Uncharacterized protein,17.5938,17.7435,17.6884,17.0757,14.6444,14.4137,14.0062,14.6316,5.17474,0,3.10142,14.5214,+
gld-2,2.09911,2.31258,A0A0K3ARE1;A0A0K3AWQ7;O17087,Uncharacterized protein;Uncharacterized protein;Poly(A) RNA polymerase gld-2,14.9741,15.5163,13.4171,15.0916,12.4825,12.7573,12.3399,13.0231,2.31258,0.000795055,2.09911,4.34124,+
ncl-1,0.0600219,0.228164,A0A0K3ARF3;A0A0K3ARS2;A0A0K3AS01;A0A0K3AUA6;A0A0K3AUY6;A0A0K3AX41;A0A0K3AXB1;P34611,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;B-box type zinc finger protein ncl-1,15.0217,15.2217,14.819,15.1931,15.0048,15.1274,15.0056,14.8777,0.228164,0.244634,0.0600219,0.566907,
"CELE_D1069,3",4.79152,2.63631,A0A0K3ARJ1;Q6A586,Uncharacterized protein,14.5316,15.1375,15.0211,15.0412,10.3262,12.131,7.60835,10.4998,2.63631,0.000280627,4.79152,5.06012,+
lin-23,-1.4701,4.14309,A0A0K3ARM6;A0A0K3AUM4;A0A0K3AWY7;Q09990,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;F-box/WD repeat-containing protein lin-23,14.7922,15.1266,14.8369,14.9976,16.7725,16.4028,16.1503,16.3081,4.14309,4.49E-05,-1.4701,-9.62651,+
"CELE_Y50D4B,1",0.210638,0.265676,A0A0K3ARN9;A0A0K3AT27;A0A0K3AV71;O16286,Uncharacterized protein,14.8821,15.0305,14.947,15.4674,14.6389,14.1407,15.2596,15.4452,0.265676,0.205231,0.210638,0.645632,
"CELE_Y39A1A,21",3.05924,3.62782,A0A0K3ARX5;Q9XX11,Uncharacterized protein,14.8786,14.5327,14.0664,14.8981,11.3144,12.1267,12.0295,10.6682,3.62782,7.81E-05,3.05924,7.79091,+
dre-1,2.70892,2.85999,A0A0K3AS68;Q94251,"Daf-12, REdundant with;F-box protein dre-1",19.0011,20.0038,19.1395,20.0611,16.4058,17.7578,17.2062,16,2.85999,0.000185086,2.70892,5.60036,+
gck-1,-0.238255,0.997269,A0A0K3ASB9;A0A0K3ASW2;A0A0K3AVW5;A0A0K3AY55;H2L099,Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal center kinase 1,14.9316,14.6014,14.6561,14.423,15.0427,14.7422,14.8521,14.9281,0.997269,0.017713,-0.238255,-1.93864,+
gly-7,0.8632,1.39419,A0A0K3ASG4;O61397,Polypeptide N-acetylgalactosaminyltransferase;Probable N-acetylgalactosaminyltransferase 7,14.1129,14.3868,14.857,15.1964,13.2416,13.7346,13.7728,14.3512,1.39419,0.00619298,0.8632,2.60581,+
"CELE_F40A3,3;F40A3,3",1.83921,5.3369,A0A0K3ASH2;O16264,"Uncharacterized protein;Phosphatidylethanolamine-binding protein homolog F40A3,3",19.443,19.5954,19.7306,19.5887,17.7456,17.9368,17.8551,17.4634,5.3369,0,1.83921,15.4762,+
"CELE_Y50D4B,4",-1.33845,1.03115,A0A0K3ASH9,Uncharacterized protein,12.8441,15.5238,13.2333,14.9485,14.9787,15.6712,15.6459,15.6076,1.03115,0.0160959,-1.33845,-1.99493,+
cdf-1,4.16579,6.67893,A0A0K3ASM2;Q95QW4,Cation Diffusion Facilitator family;Cation diffusion facilitator family protein 1,14.6911,14.6039,14.2977,14.9354,10.5696,10.3252,10.3024,10.6677,6.67893,0,4.16579,26.0838,+
unc-34,3.87562,4.65511,A0A0K3AT36;A0A0K3AVD7;A0A0K3AYC9;G5EG53,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;UNC-34,17.5071,18.1994,18.1953,18.0443,13.8518,14.466,14.6832,13.4427,4.65511,0,3.87562,11.8235,+
tbh-1,4.71323,5.4291,A0A0K3ATC0;Q9XTQ6,Tyramine Beta Hydroxylase;Tyramine beta-hydroxylase,18.8977,19.9425,19.2313,19.9725,14.5926,15.0296,14.5775,14.9913,5.4291,0,4.71323,16.0456,+
lev-11,3.09633,3.39456,A0A0K3ATS1,Uncharacterized protein,22.9724,24.6822,24.2346,24.7799,21.1675,21.4134,20.9223,20.7806,3.39456,8.72E-05,3.09633,7.06381,+
imp-3,3.8447,4.87345,A0A0K3AUD2;Q18408,IntraMembrane Protease (IMPAS) family,16.4129,17.053,16.6976,16.9933,12.6899,13.082,12.4051,13.601,4.87345,0,3.8447,12.894,+
prdx-2,1.5074,3.92571,A0A0K3AUJ9;H2KZL7;Q8IG31,PeRoxireDoXin,22.4809,23.0663,22.5501,22.7704,20.8942,21.3648,21.233,21.3462,3.92571,3.97E-05,1.5074,8.81068,+
jhdm-1,1.23147,2.9092,A0A0K3AUW2;Q95Q98,JHDM (Histone demethylase) homolog;JmjC domain-containing histone demethylation protein 1,14.7536,15.4294,14.4854,14.7113,13.7639,13.4889,13.5012,13.6998,2.9092,0.000151681,1.23147,5.72448,+
mrck-1,1.75824,3.46811,A0A0K3AUZ7;O01583,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase mrck-1,14.904,14.5921,14.4733,15.3829,12.765,13.044,13.4002,13.11,3.46811,7.23E-05,1.75824,7.28674,+
nhr-86,2.26645,3.2557,A0A0K3AVA9;Q965W2,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-86,14.3599,14.1527,14.3449,15.146,12.1407,12.7157,12.5374,11.5439,3.2557,0.000126278,2.26645,6.65797,+
aat-3,1.72287,2.19132,A0A0K3AVL7;O17395,Amino Acid Transporter,13.5977,15.3824,14.9495,15.245,12.9043,13.3256,12.9065,13.1466,2.19132,0.000992091,1.72287,4.08894,+
"CELE_M02H5,8",0.0628572,0.107332,A0A0K3AVS5,Uncharacterized protein,17.6104,18.1733,17.6761,18.3232,18.1582,18.0209,17.6519,17.7006,0.107332,0.470866,0.0628572,0.290751,
"CELE_T08B1,1",3.35889,7.28047,A0A0K3AVV4,Uncharacterized protein,18.8259,19.1867,18.758,18.8376,15.6044,15.5163,15.4616,15.5904,7.28047,0,3.35889,32.9038,+
lipl-5,0.880527,1.60407,A0A0K3AW68;A0A0K3AYF1;O61866,Lipase;LIPase Like;Lipase,14.3911,15.2,14.2999,15.2366,14.0593,14.0521,14.0562,13.4379,1.60407,0.0037146,0.880527,2.97226,+
fln-2,2.94561,7.66924,A0A0K3AW96;D0VWL6,FiLamiN (Actin binding protein) homolog,18.6103,18.663,18.4095,18.5762,15.7683,15.5146,15.573,15.6207,7.66924,0,2.94561,38.2219,+
"C14C6,5",4.43558,3.53558,A0A0K3AXM4;O44667,Uncharacterized protein,18.1679,16.9759,18.0635,17.7752,13.3778,12.4916,14.7746,12.5963,3.53558,7.45E-05,4.43558,7.49629,+
"CELE_T08B1,1",3.96768,5.9336,A0A0K3AY44,Uncharacterized protein,14.5274,14.9106,14.1329,14.1151,10.6738,10.3378,10.406,10.3975,5.9336,0,3.96768,19.5368,+
zig-11,5.15726,7.37378,A0A0K3AY85,2 (Zwei) IG domain protein,17.0251,16.7949,16.5392,16.7802,11.4791,11.9132,11.7059,11.4122,7.37378,0,5.15726,34.1091,+
ilys-5,1.56306,4.45175,A0A0K3AYJ1;Q19698,Invertebrate LYSozyme,18.2089,18.0073,17.8211,18.1223,16.3559,16.2442,16.7785,16.5289,4.45175,0,1.56306,10.9013,+
irg-3,1.06215,1.20866,A0A0M7REP5;A0A0M7RF66;P91316,Infection Response protein,14.2564,13.9323,14.303,14.672,12.0239,13.6031,14.0724,13.2157,1.20866,0.0101823,1.06215,2.29111,+
tns-1,1.49946,3.53709,A0A0S4XR31;H2L045;H2L046,TeNSin homolog,16.6829,16.1602,16.4987,17.0321,15.3103,15.0886,14.9067,15.0705,3.53709,7.46E-05,1.49946,7.50105,+
ubr-4,1.99412,3.18604,A0A0S4XR36;O01808,UBR E3 ubiquitin ligase homolog,14.9076,14.8515,14.3097,14.7577,12.175,13.4889,12.5708,12.6153,3.18604,0.000138468,1.99412,6.46152,+
ccar-1,2.44608,3.55167,A0A0S4XR43,CCAR1 homolog,16.9135,18.0429,17.0148,18.1154,15.1376,15.0373,15.1087,15.0186,3.55167,7.52E-05,2.44608,7.547,+
ulp-2,0.85474,1.46764,A0A0S4XR45;Q23238,Ubiquitin-Like Protease;Ubiquitin-like protease 2,14.5088,15.3408,14.8214,15.0466,14.6588,13.6319,13.6467,14.3612,1.46764,0.00503731,0.85474,2.73259,+
"CELE_T23F4,2",1.81464,2.93476,A0A0S4XR68;A0A0S4XR74;A0A0S4XRI4;O17261,Uncharacterized protein,14.4437,14.7402,14.5769,15.2609,13.3763,12.8645,13.2779,12.2445,2.93476,0.000152636,1.81464,5.78976,+
sago-1,1.13966,2.76021,A0A0T7CIX3,Piwi-like protein,14.2698,14.6345,14.9513,14.3684,13.6895,13.542,13,13.434,2.76021,0.000202363,1.13966,5.35461,+
sago-2,0.693327,0.565606,A0A0U1RML5;A0A0U1RML6,Piwi-like protein,14.7205,15.3466,14.1093,15.1959,14.5988,14.3745,14.9379,12.6879,0.565606,0.0660076,0.693327,1.2097,
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",1.56949,1.81924,A0A131MAU8;A0A131MAZ4;A0A131MBF0;Q09931,"Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Probable ubiquitin carboxyl-terminal hydrolase K02C4,3",15.0152,15.4174,14.0271,14.1608,13.6059,13.0851,13.4806,12.171,1.81924,0.00221022,1.56949,3.36358,+
daf-4,3.1579,4.31449,A0A131MB12;G8JY02;P50488,Serine/threonine-protein kinase receptor;Receptor protein serine/threonine kinase;Cell surface receptor daf-4,16.7812,17.1397,16.4086,17.1083,14.3909,13.1758,13.5505,13.6891,4.31449,5.04E-05,3.1579,10.3166,+
hpo-3,3.66246,4.6118,A0A131MBA2;A0A131MC59;A0A131MCX4;Q95X60,Uncharacterized protein,14.2153,15.2885,14.9233,15.5025,11.1086,11.7108,11.3353,11.1251,4.6118,0,3.66246,11.6213,+
acs-22,2.70131,5.18169,A0A131MBB2;Q18916,Fatty Acid CoA Synthetase family,17.4286,17.1168,17.8944,17.1989,14.7618,14.6566,14.8523,14.5628,5.18169,0,2.70131,14.5611,+
tag-10,0.706347,0.587626,A0A131MBC3;A0A131MCY4;G5EER7;G5EG67,Uncharacterized protein,15.4904,16.1751,15.6821,17.814,15.3004,15.4845,15.367,16.1844,0.587626,0.0614044,0.706347,1.24823,
imb-2,3.27355,6.32152,A0A131MBF9;O62332,IMportin Beta family,17.0963,17.2883,17.1651,17.6089,14.1157,14.0364,13.76,14.1524,6.32152,0,3.27355,22.7129,+
brf-1,2.69967,2.08933,A0A131MBG0;A0A131MCT5,BRF (Transcription factor) homolog,13.5014,14.8787,14.9912,14.9658,12.86,10.1685,12.0832,12.4267,2.08933,0.00133046,2.69967,3.88316,+
"CELE_W09B6,4",2.04819,2.65042,A0A131MBG4;H2L0M1,Uncharacterized protein,15.1018,15.8048,14.7287,16.1082,12.7675,13.888,13.6697,13.2255,2.65042,0.00022849,2.04819,5.09309,+
irg-7,1.06512,3.09715,A0A131MBU3,Protein irg-7,18.486,19.0949,18.6693,19.0721,17.7776,17.5662,17.9636,17.7546,3.09715,0.000133779,1.06512,6.21744,+
"CELE_F27B10,1",3.73958,0.776915,A0A131MCJ0,Uncharacterized protein,14.9512,15.1653,14.7827,14.5216,13.8266,4.00029,13.1449,13.4906,0.776915,0.0330797,3.73958,1.57142,+
"CELE_T22F3,3",4.66679,5.91705,A0A131MCL1,"Alpha-1,4 glucan phosphorylase",14.8386,15.4973,14.6679,15.2853,10.6188,9.99572,10.4122,10.5953,5.91705,0,4.66679,19.4114,+
die-1,3.18963,2.7889,A0A131MCL4;A0A131MCR4,Dorsal Intercalation and Elongation defect,14.7368,15.4125,14.7582,15.2962,10.2499,12.8387,12.2804,12.0761,2.7889,0.000180395,3.18963,5.42449,+
dhs-11,-0.72587,1.40822,A0A163UT65,"DeHydrogenases, Short chain",14.8537,13.8747,14.1222,14.9647,15.1228,15.1509,15.364,15.081,1.40822,0.00594891,-0.72587,-2.6299,+
tbc-14,1.14361,5.03003,A0A164D380;A0A168H1X0,TBC (Tre-2/Bub2/Cdc16) domain family,16.0663,16.2508,15.9408,16.1495,14.8343,15.0339,14.9136,15.0513,5.03003,0,1.14361,13.7169,+
cyp-34a6,1.66761,2.70808,A0A164D3C9;O44656,CYtochrome P450 family,14.3041,15.4268,14.617,15.3927,13.4694,13.5735,13.0709,12.9564,2.70808,0.000232727,1.66761,5.22932,+
fipp-1,0.827049,1.30429,A0A164D3G3;O16293,Factor Interacting with Poly(A) Polymerase,15.029,15.2687,14.1828,14.5604,14.2437,13.3246,14.3555,13.8089,1.30429,0.00797951,0.827049,2.45244,+
unc-132,2.57907,5.27628,A0A168H9Z7;H2L0N0;H2L0N1;O01619;Q95ZK4,Uncharacterized protein,17.5211,17.356,17.34,16.814,14.6151,14.4978,14.8069,14.7951,5.27628,0,2.57907,15.1124,+
cdh-4,3.42574,4.93562,A0A1C3NSI5;Q19319,Cadherin-4,14.5094,15.4919,14.6169,14.9703,11.7879,11.5006,11.1287,11.4683,4.93562,0,3.42574,13.2149,+
ajm-1,3.96368,4.63374,A0A1C3NSL1,Apical Junction Molecule,14.2628,14.8545,15.0037,14.8676,10.9694,9.90974,11.0537,11.2009,4.63374,0,3.96368,11.7233,+
"CELE_ZC412,3",2.2694,6.22897,A0A1C3NSL5,Uncharacterized protein,18.4237,18.5668,18.2106,18.6,16.173,16.0842,16.1339,16.3324,6.22897,0,2.2694,21.9122,+
farl-11,3.43218,5.04771,A0A1D3PCL0;Q19300,FAR (Factor ARrest) Like,14.6816,15.437,14.9032,15.1038,11.4386,12.1576,11.4889,11.3118,5.04771,0,3.43218,13.8129,+
let-711,0.65091,1.00052,A0A1D3PCL8;A0A1D3PCM5;Q20937,Uncharacterized protein;Uncharacterized protein;NTL-1a,15.8234,15.3592,16.4145,14.9125,14.7561,14.9078,15.0526,15.1894,1.00052,0.0175643,0.65091,1.94405,+
"C40H1,7",-0.397299,0.563177,A0A1I6CM73,Uncharacterized protein,14.9823,14.6351,14.665,15.3349,15.6414,15.1485,14.5656,15.8509,0.563177,0.066553,-0.397299,-1.20543,
spat-2,1.95169,4.18647,A0A1I6CM84;F3Y5Q7,Suppressor of PAr-Two defect,15.9712,16.3456,16.4401,16.5278,14.0406,14.6327,14.1608,14.6439,4.18647,4.62E-05,1.95169,9.79714,+
aakg-1,1.92793,4.09311,A0A1I6CM85;A0A1I6CM90;A0A1I6CM91;A0A1I6CMB9;A0A1T5HUK9;A0A1T5HUL8;Q9BHL6,AMP-Activated protein Kinase Gamma subunit,14.8144,15.4542,15.0403,14.6875,13.0576,12.9201,12.9037,13.4031,4.09311,4.35E-05,1.92793,9.43324,+
grl-23,2.40695,2.96803,A0A1I6CM94;A0A1I6CM96;A0A1I6CMA0;A0A1I6CMA4;H2L2E5;Q93424,GRound-Like (Grd related),16.6746,17.4854,16.6199,18.2509,14.5158,14.7975,15.1834,14.9063,2.96803,0.000154274,2.40695,5.87551,+
spat-2,1.59791,3.06714,A0A1I6CM95,Suppressor of PAr-Two defect,14.5589,15.4747,14.7881,14.9943,13.7933,13.2742,12.9591,13.3979,3.06714,0.000132068,1.59791,6.13665,+
"CELE_Y55F3BR,6",2.06036,2.9318,A0A1I6CMC9,Uncharacterized protein,14.8097,14.4842,14.6116,15.4395,13.2224,12.0115,13.2091,12.6604,2.9318,0.000152396,2.06036,5.78217,+
vab-10,4.36235,5.75265,A0A1N7SYP3,Uncharacterized protein,20.7031,21.3275,20.7838,21.3111,16.7322,16.2592,16.5955,17.0891,5.75265,0,4.36235,18.2075,+
"eif-3,l;eif-3,L",2.0823,1.94234,A0A1N7SYP6;Q95QW0,Eukaryotic translation initiation factor 3 subunit L,19.6491,18.0783,17.8849,20.1577,17.1061,16.5901,16.7168,17.0278,1.94234,0.0017854,2.0823,3.5961,+
"npp-25;npp-25;npp-25;Y37D8A,17",-1.27478,2.68473,A0A1N7SYQ5;A0A1N7SYR4;A0A1N7SYS5;Q9XWV0,Nuclear Pore complex Protein;Nuclear Pore complex Protein;Nuclear Pore complex Protein;Transmembrane protein 33 homolog,14.5257,15.4335,14.6882,14.9133,16.0175,16.6041,15.9879,16.0504,2.68473,0.000231297,-1.27478,-5.17386,+
cnt-1,1.32067,1.47817,A0A1N7SYT2;Q9XXH8,CeNTaurin;Arf-GAP with ANK repeat and PH domain-containing protein cnt-1,14.0825,15.3217,14.0565,14.8301,14.2779,12.7615,12.6716,13.297,1.47817,0.00499629,1.32067,2.75088,+
"C26G2,2",5.15399,4.39582,A0A1N7SYU2,Uncharacterized protein,17.2878,17.3288,17.0572,17.7547,12.4263,12.8725,12.6666,10.847,4.39582,0,5.15399,10.6595,+
"CELE_F43B10,1",1.20998,2.51636,A0A1N7SYW5,Uncharacterized protein,14.0703,15.0618,15.034,15.124,13.6452,13.6701,13.5638,13.571,2.51636,0.000462119,1.20998,4.78559,+
ubc-15,0.015754,0.0150122,A0A1T5HUK0;A0A1T5HUK6;A0A1T5HUL7,UBiquitin Conjugating enzyme,13.7413,14.6593,15.0532,15.3199,14.4611,14.8595,14.681,14.7091,0.0150122,0.898464,0.015754,0.0444035,
"CELE_Y55F3BR,10",4.01948,4.87076,A0A9S0,Uncharacterized protein,14.062,14.6214,13.781,15.1548,10.305,10.3478,10.3067,10.5818,4.87076,0,4.01948,12.8802,+
"CELE_Y38F2AR,12",0.912566,2.91341,A0A9S2,Uncharacterized protein,14.9567,14.8565,15.0333,15.1966,14.4601,13.7661,14.0696,14.0969,2.91341,0.0001518,0.912566,5.7352,+
ttr-42,4.05556,5.8653,A2V8C3,TransThyretin-Related family domain,19.7982,20.5462,20.1392,20.5977,15.9733,16.3299,16.4235,16.1323,5.8653,0,4.05556,19.0243,+
"CELE_H29C22,1",3.52109,5.74966,A2V8C8,Uncharacterized protein,19.5576,19.7935,19.4083,19.8309,16.1022,16.0613,15.7707,16.5717,5.74966,0,3.52109,18.1863,+
"CELE_F07G6,10",1.04258,1.05753,A3FPJ3,Uncharacterized protein,14.7525,15.1287,15.0067,15.0204,12.6363,15.1037,13.9715,14.0265,1.05753,0.0150649,1.04258,2.03877,+
ttr-34,0.0997229,0.093039,A3FPK9,TransThyretin-Related family domain,14.7474,14.6052,13.9862,15.4864,14.8517,15.1234,14.4223,14.0291,0.093039,0.51623,0.0997229,0.255103,
