geneName,log2FC,pvalue,Leading.proteins,Proteins,Protein.names,Positions.within.proteins,Localization.prob,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04, -Log.p.value,Student's T-test q-value daf2_d5_daf2_d1,log2FC,Student's T-test Test statistic daf2_d5_daf2_d1,Sign p-val: 0.05 
,0.372936,0.240282,B3GWD8,B3GWD8;A0A061ACV1;O18057,,187;431;544,0.999982,18.6804,19.5573,17.7639,17.7995,17.632,19.3657,18.0831,17.2284,0.240282,0.655362,0.372936,0.592632,
,-1.10605,0.974078,B3GWD8,B3GWD8;A0A061ACV1;O18057,,196;440;553,0.866485,17.9553,19.3841,18.7385,18.1227,18.4499,19.4154,20.0343,20.7251,0.974078,0.21574,-1.10605,-1.90013,
ard-1,1.30018,0.375128,A0A061AD09;Q19102,A0A061AD09;Q19102,,37;211,0.58816,19.9716,20.2658,20.3397,16.2634,17.906,21.1345,16.4319,16.1673,0.375128,0.546327,1.30018,0.862443,
lim-9,1.76935,0.543928,Q3S1I9,Q3S1I9;O17833;G5EEA4;G5EDJ5;G5EF39;A0A0K3ATK8;A0A0K3AQM0;G5ECN3,,88;284;362;417;454;561;591;454,1,21.5334,18.8672,17.4174,20.5942,19.1311,19.4345,14.2751,18.4942,0.543928,0.4283,1.76935,1.17151,
lim-9,0.920782,0.704454,Q3S1I9,Q3S1I9;O17833;G5EEA4;G5EDJ5;G5EF39;A0A0K3ATK8;A0A0K3AQM0;A0A0K3AQP4,,240;436;514;569;606;713;743;124,1,20.6548,18.3746,18.1842,19.5638,18.8384,18.4484,18.2648,17.5428,0.704454,0.337891,0.920782,1.44907,
pgp-2,0.599709,0.234694,G5EDF9,G5EDF9;A0A0K3AQN5,,7;7,0.998341,20.7985,18.0818,17.7649,18.1729,19.5352,19.2865,16.8267,16.7708,0.234694,0.658406,0.599709,0.580806,
pgp-2,-0.259341,0.129963,G5EDF9,G5EDF9;A0A0K3AQN5,,13;13,0.999895,16.7509,19.2432,19.3601,18.186,19.6254,17.7227,18.0937,19.1357,0.129963,0.783981,-0.259341,-0.345692,
pgp-2,1.62714,1.77007,G5EDF9,G5EDF9;A0A0K3AQN5;A0A0K3AWK1;A0A0K3AU66,,521;521;514;514,1,20.5993,20.0415,18.5054,19.6412,18.6314,18.2198,17.8122,17.6154,1.77007,0.0514186,1.62714,3.27257,
lev-11,-0.62588,0.426526,A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866;Q27249,A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866;A0A0K3AUC0;Q27249,Tropomyosin isoforms a/b/d/f;Tropomyosin isoforms c/e,98;189;161;189;189;189;189;60;161,1,19.186,17.8454,17.7487,18.7668,17.603,18.7267,19.615,20.1055,0.426526,0.503647,-0.62588,-0.959156,
lev-11,1.7765,1.03397,A0A0K3AQS9;A0A0K3AWP0;K8FDX2;Q22866,A0A0K3AQS9;A0A0K3AWP0;K8FDX2;Q22866;A0A0K3AUC0,Tropomyosin isoforms a/b/d/f,58;149;149;149;20,1,18.1117,19.4842,18.0639,21.5604,17.0079,17.0877,17.5294,18.4891,1.03397,0.193585,1.7765,1.99961,
lev-11,0.0933828,0.0323859,A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866,A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866;A0A0K3AUC0,Tropomyosin isoforms a/b/d/f,173;264;236;264;264;264;135,1,17.5341,20.0035,17.4432,17.5559,19.5435,18.3263,15.8761,18.4172,0.0323859,0.939282,0.0933828,0.094037,
lev-11,-0.395938,0.0970182,A0A0K3AQS9;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,A0A0K3AQS9;A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,Tropomyosin isoforms a/b/d/f,21;112;112;112;112;112,1,16.8838,16.3927,18.4173,20.3876,14.8631,19.229,19.6763,19.8968,0.0970182,0.831454,-0.395938,-0.265106,
lev-11,0.0264752,0.00665331,A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866,A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;A0A0K3AWP0;Q22866;A0A0K3AUC0,Tropomyosin isoforms a/b/d/f,160;251;223;251;251;251;122,1,20.257,16.6118,17.3617,19.52,19.8502,19.0791,15.407,19.3083,0.00665331,0.9876,0.0264752,0.0198627,
lev-11,-0.785907,0.351963,A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;Q27249,A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;A0A0K3AUC0;Q27249,Tropomyosin isoforms a/b/d/f;Tropomyosin isoforms c/e,122;213;185;213;213;84;185,1,23.3109,25.2438,23.1944,26.5361,24.8825,26.8821,24.532,25.1322,0.351963,0.56264,-0.785907,-0.817908,
lev-11,1.96047,2.20984,A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;Q27249,A0A0K3AQS9;A0A0K3AQT4;A0A0K3ARB5;A0A0K3AUC2;Q22866;A0A0K3AUC0;Q27249,Tropomyosin isoforms a/b/d/f;Tropomyosin isoforms c/e,114;205;177;205;205;76;177,1,25.2015,26.0473,26.1266,24.4081,23.0096,24.039,23.7708,23.1221,2.20984,0.0235729,1.96047,4.12693,+
lev-11,1.1608,0.453027,A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,Tropomyosin isoforms a/b/d/f,28;28;28;28;28,1,20.446,17.5303,19.9837,18.2597,16.5639,18.1063,20.4177,16.4886,0.453027,0.48661,1.1608,1.00803,
lev-11,-0.165359,0.0504994,A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,Tropomyosin isoforms a/b/d/f,76;76;76;76;76,1,17.9544,20.3465,16.8071,19.5737,19.0277,16.4604,19.6502,20.205,0.0504994,0.910078,-0.165359,-0.143985,
lev-11,-1.55229,0.997708,A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,A0A0K3AQT4;A0A0K3AUC2;A0A0K3AWP0;K8FDX2;Q22866,Tropomyosin isoforms a/b/d/f,15;15;15;15;15,1,22.6691,22.8951,25.3383,23.8506,24.0873,26.5782,24.8889,25.4078,0.997708,0.205732,-1.55229,-1.93937,
,1.71356,0.978557,A0A0K3AUF2,A0A0K3AUF2;A0A0K3AQW3,,802;858,0.882807,17.039,19.5895,18.5096,20.9444,18.1795,16.7184,16.7635,17.5669,0.978557,0.214338,1.71356,1.90757,
lev-11,-0.363624,0.124214,A0A0K3ARB5;Q27249,A0A0K3ARB5;Q27249,Tropomyosin isoforms c/e,19;19,0.976835,20.9408,18.3172,20.52,16.9115,18.875,19.2089,18.8931,21.167,0.124214,0.791464,-0.363624,-0.3319,
lev-11,0.927626,0.385951,A0A0K3ARB5;Q27249,A0A0K3ARB5;Q27249,Tropomyosin isoforms c/e,20;20,0.862584,18.8849,18.4124,17.5616,19.8779,16.8625,16.3362,20.4867,17.3409,0.385951,0.538608,0.927626,0.883037,
lev-11,0.172771,0.0528439,A0A0K3ARB5;Q27249,A0A0K3ARB5;Q27249,Tropomyosin isoforms c/e,6;6,1,18.536,18.0205,21.1036,20.2126,21.7176,17.9259,19.594,17.9442,0.0528439,0.904807,0.172771,0.150326,
egl-8,-0.0204906,0.00716559,A0A0K3AS90,A0A0K3AS90;A0A0K3AXK2;A0A0K3AV92;A0A0K3ARR2;A0A0K3AUN1;A0A0K3AS85;A0A0K3AVA5;A0A0K3AXI3;A0A0K3ARS4;A0A0K3AV83;A0A0K3AUL7;A0A0K3AS74;A0A0K3AXJ6;A0A0K3AV97;A0A0K3ARR7;A0A0K3ARQ7;A0A0K3AUM3;A0A0K3AUL3;A0A0K3AS80;A0A0K3AXJ0;A0A0K3AS71;A0A0K3AXH8;G5EBH0,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta egl-8",1163;1175;1191;1203;1223;1235;1244;1251;1256;1263;1272;1284;1304;1316;1329;1332;1341;1344;1410;1422;1438;1450;1369,0.998205,19.881,17.3405,19.4837,18.6014,19.9853,19.1169,16.5842,19.7021,0.00716559,0.987041,-0.0204906,-0.0213798,
ubxn-3,1.34536,0.681253,A0A0K3AWX1,A0A0K3AWX1;A0A0K3ATZ0;Q6A589;H2L056;A0A0K3ARL0,,391;396;485;490;111,1,19.2196,18.3801,18.4417,21.354,18.2363,16.0893,18.828,18.8605,0.681253,0.350194,1.34536,1.40959,
ubxn-3,1.42789,0.61207,A0A0K3AWX1,A0A0K3AWX1;A0A0K3ATZ0;Q6A589;H2L056;A0A0K3ARL0,,378;383;472;477;98,0.999489,18.8563,19.7672,17.2134,20.5817,16.5286,16.7494,20.1453,17.2836,0.61207,0.38717,1.42789,1.29071,
,1.53909,0.547735,A0A0K3AVS5,A0A0K3AVS5,,10,0.67993,17.4075,19.0627,16.5892,19.7017,19.7771,15.4372,16.464,14.9265,0.547735,0.426259,1.53909,1.17823,
fln-2,-1.95949,1.83234,A0A0K3AW96,A0A0K3AW96;D0VWL6;A0A0K3AYH6;A0A0K3AYI1;A0A0K3ASN4;D0VWL7;A0A0K3AT80;A0A0K3AT74;A0A0K3AT86;A0A0K3AWA2;D0VWL8;A0A0K3AVH8;A0A0K3AVI4;A0A0K3ASN9;A0A0K3ASM8;A0A0K3AVH5,,1148;1781;1117;765;829;885;973;1750;734;798;854;942;524;493;352;352,1,17.0466,18.3825,17.123,17.3559,20.2924,19.9187,19.4777,18.0573,1.83234,0.0454485,-1.95949,-3.38801,+
fln-2,-0.279308,0.12782,A0A0K3AW96,A0A0K3AW96;D0VWL6;A0A0K3AYH6;A0A0K3AYI1;A0A0K3ASN4;D0VWL7;A0A0K3AT80;A0A0K3AT74;A0A0K3AT86;A0A0K3AWA2;D0VWL8;A0A0K3AVH8;A0A0K3AVI4;A0A0K3ASN9;A0A0K3ASM8;A0A0K3AVH5,,1306;1939;1275;923;987;1043;1131;1908;892;956;1012;1100;682;651;510;510,0.961697,19.7025,18.7605,18.238,16.5241,17.9081,17.6823,19.0514,19.7005,0.12782,0.784888,-0.279308,-0.340563,
fln-2,-7.22031,7.05608,A0A0K3AW96,A0A0K3AW96;D0VWL6;A0A0K3AYH6;A0A0K3AYI1;A0A0K3ASN4;D0VWL7;A0A0K3AT80;A0A0K3AT74;A0A0K3AT86;A0A0K3AWA2;D0VWL8;A0A0K3AVH8;A0A0K3AVI4;A0A0K3ASN9;A0A0K3ASM8;A0A0K3AVH5,,2799;3432;2414;2416;2480;2536;2624;3047;2031;2095;2151;2239;2175;1790;1649;2003,1,16.9213,17.1014,16.9828,17.8156,24.7155,24.497,24.1469,24.3428,7.05608,0,-7.22031,-30.1751,+
fln-2,-0.926744,0.57837,A0A0K3AW96,A0A0K3AW96;D0VWL6;A0A0K3AYH6;A0A0K3AYI1;A0A0K3ASN4;D0VWL7;A0A0K3AT80;A0A0K3AT74;A0A0K3AT86;A0A0K3AWA2;D0VWL8;A0A0K3AVH8;A0A0K3AVI4;A0A0K3ASN9;A0A0K3ASM8;A0A0K3AVH5,,2725;3358;2340;2342;2406;2462;2550;2973;1957;2021;2077;2165;2101;1716;1575;1929,1,20.5155,18.3212,18.2259,17.1078,18.9353,20.0953,19.3601,19.4865,0.57837,0.406117,-0.926744,-1.23206,
oac-14,0.0108204,0.00311258,A0A0K3AWB0,A0A0K3AWB0;Q19239,,580;673,1,21.2405,17.61,19.591,17.5333,19.7813,20.4972,18.563,17.0901,0.00311258,0.99303,0.0108204,0.00932958,
oac-14,-5.16287,3.64789,A0A0K3AWB0,A0A0K3AWB0;Q19239,,588;681,0.999991,19.3238,18.6485,16.7509,18.2313,24.101,23.3889,22.388,23.7281,3.64789,0.00135433,-5.16287,-7.85631,+
,0.76068,1.12164,A0A0K3AWM6,A0A0K3AWM6,,430,1,24.3182,23.8309,23.624,23.8596,23.678,22.2101,23.4154,23.2864,1.12164,0.164418,0.76068,2.14553,
lsy-13,1.83961,0.864103,A0A0K3AXE0,A0A0K3AXE0;A3QMD7,,11;86,0.998518,19.1827,20.9926,18.2206,18.4044,16.7014,15.822,17.09,19.8284,0.864103,0.264516,1.83961,1.71726,
,0.713453,0.512211,A0A0K3AXT9,A0A0K3AXT9;A0A0K3ASI3,,687;583,1,20.0365,18.1778,17.9622,18.7099,18.2074,18.5787,18.5314,16.7152,0.512211,0.449235,0.713453,1.11512,
,-0.193494,0.0451681,A0A0K3AXT9,A0A0K3AXT9;A0A0K3ASI3,,697;593,1,16.5713,18.6699,15.6548,21.9286,18.4025,16.9469,18.6828,19.5663,0.0451681,0.921604,-0.193494,-0.129463,
,-1.57617,0.748353,A0A0K3AXT9,A0A0K3AXT9;A0A0K3ASI3,,677;573,1,21.7815,18.3722,17.4835,17.7571,20.0542,20.9535,20.8621,19.8291,0.748353,0.316721,-1.57617,-1.52335,
,-0.983715,1.07288,A0A0K3AXT9,A0A0K3AXT9;A0A0K3ASI3,,683;579,0.999981,21.474,21.7121,20.9384,22.1027,23.535,22.6793,21.5477,22.4001,1.07288,0.180156,-0.983715,-2.06431,
,1.17641,0.744761,A0A0K3AY44;O44557,A0A0K3AY44;O44557;A0A0K3AVV4,,449;589;610,1,20.6445,18.7418,18.2268,18.4764,19.1045,16.4947,17.6107,18.1739,0.744761,0.318207,1.17641,1.51729,
,-0.651149,0.309045,A0A0K3AY44;O44557,A0A0K3AY44;O44557;A0A0K3AVV4,,442;582;603,1,18.0391,19.2965,20.0072,19.8983,19.1986,21.4812,20.9665,18.1993,0.309045,0.598079,-0.651149,-0.73359,
oig-6,-2.91349,3.09791,A0A0K3AY85;Q9BPN5,A0A0K3AY85;Q9BPN5,,173;301,1,22.5305,22.4355,21.8409,22.5664,25.9454,24.3814,26.0678,24.6328,3.09791,0.00424186,-2.91349,-6.21948,+
oig-6,1.34979,0.450335,A0A0K3AY85;Q9BPN5,A0A0K3AY85;Q9BPN5,,152;280,1,17.9369,19.0789,18.4545,20.3351,14.3948,18.3315,17.3173,20.3628,0.450335,0.486499,1.34979,1.00309,
,6.02111,2.87329,A0A0K3AYE8,A0A0K3AYE8,,172,1,27.0043,25.7892,23.7527,24.7778,18.3668,17.5142,20.8139,20.5446,2.87329,0.00698569,6.02111,5.6337,+
,0.285086,0.0723636,A0A0M7RFG7,A0A0M7RFG7;G5EDZ6,,49;244,1,18.279,17.1109,18.839,19.5352,17.2354,17.7319,21.8939,15.7625,0.0723636,0.870031,0.285086,0.202098,
,0.0999794,0.0729755,A0A0S4XRR1,A0A0S4XRR1;Q9TXY2,,215;225,1,18.383,18.8496,19.1691,20.1564,18.2786,19.8257,18.9918,19.0622,0.0729755,0.869029,0.0999794,0.203693,
,1.46148,0.65324,A0A0T7CIX3,A0A0T7CIX3,,487,0.998635,19.0703,17.7684,18.0017,21.3331,17.6419,15.7369,19.1335,17.8152,0.65324,0.36517,1.46148,1.36168,
,0.803531,0.443159,A0A0T7CIX3,A0A0T7CIX3,,136,1,19.8083,18.61,17.6294,18.241,17.928,15.8865,18.2257,19.0344,0.443159,0.491506,0.803531,0.989904,
,-5.77141,3.17162,A0A0T7CIX3,A0A0T7CIX3,,543,1,16.6254,17.3712,18.3318,18.0732,22.3153,23.6387,25.56,21.9732,3.17162,0.00336476,-5.77141,-6.42143,+
rpl-11.1,5.34689,3.67822,A0A131MBQ6;Q94300,A0A131MBQ6;Q94300,60S ribosomal protein L11,32;166,1,23.085,23.843,23.8493,23.9922,18.819,18.9241,19.1981,16.4408,3.67822,0.00139271,5.34689,7.95598,+
mdt-18,0.737134,0.33168,A0A131MCJ5,A0A131MCJ5;Q966M5,Mediator of RNA polymerase II transcription subunit 18,53;114,1,16.8112,19.2175,17.8232,20.7702,19.0749,17.2805,17.6864,17.6319,0.33168,0.578125,0.737134,0.778369,
rnf-5,-0.684365,0.182965,A0A131MD51,A0A131MD51;Q09463,RING finger protein 5,18;18,1,15.6383,17.2765,20.4582,20.3217,17.2094,21.3529,18.6864,19.1835,0.182965,0.71438,-0.684365,-0.468152,
fipp-1,1.64971,0.606623,O16293,O16293;A0A164D3G3,,195;195,0.997078,20.4965,17.461,18.4456,20.8863,20.4288,16.8812,15.7731,17.6074,0.606623,0.389858,1.64971,1.28127,
,3.13032,2.10937,O02147,O02147;A0A1C3NSL8,Carboxylic ester hydrolase,540;560,0.612164,17.6753,20.5418,20.7526,20.047,16.6471,16.5986,17.5232,15.7265,2.10937,0.0271657,3.13032,3.92315,+
spat-2,1.0726,1.26249,F3Y5Q3,F3Y5Q3;F3Y5Q7;A0A1I6CM84;A0A1I6CM87;A0A1I6CM95,,84;152;152;501;514,0.850926,25.0103,25.9812,23.979,25.2222,23.5195,24.0505,23.9401,24.3921,1.26249,0.129547,1.0726,2.38172,
,0.519432,0.292066,Q9N350,Q9N350;A0A1I6CMC9,,17;90,1,18.6843,18.4944,16.3741,18.5412,17.9925,18.1336,17.8698,16.0204,0.292066,0.61193,0.519432,0.699512,
,6.31076,3.91066,Q9N350,Q9N350;A0A1I6CMC9,,179;252,1,26.0506,24.1159,23.8858,23.7103,18.223,16.7634,18.7061,18.8272,3.91066,0.00147368,6.31076,8.75652,+
,-0.392619,0.0932515,A0A1N7SYR3,A0A1N7SYR3;A0A1N7SZF8;A0A1N7SYW0,,844;973;985,1,15.4637,19.776,19.0483,18.9576,19.9284,16.0746,17.4457,21.3675,0.0932515,0.838716,-0.392619,-0.255639,
,5.61143,2.89882,A1IMB7,A1IMB7,,151,1,23.842,21.8753,21.3635,25.2033,17.6137,16.2196,17.9873,18.0177,2.89882,0.00651883,5.61143,5.69813,+
,0.551435,0.345972,A3QMB7,A3QMB7,,63,0.647627,18.4943,17.9493,18.4404,20.374,18.2404,19.1517,18.5459,17.1143,0.345972,0.566258,0.551435,0.806283,
,0.283741,0.107321,J7SF86,J7SF86;A4UVK2,,65;130,1,19.07,17.8528,15.9237,18.4128,18.5131,15.9295,16.7924,18.8893,0.107321,0.813421,0.283741,0.290723,
,0.426403,0.16684,U4PRJ1;Q95ZL3,U4PRJ1;A5HU95;Q5TYL1;H2L0G8;Q95ZL3,,143;178;188;239;145,1,17.4956,19.1253,20.5276,18.5927,17.6739,20.5709,18.6834,17.1073,0.16684,0.736204,0.426403,0.43173,
dhs-3,0.975078,0.763275,A5JYX4,A5JYX4;A5JYX5,,101;103,1,19.0347,18.3722,17.9498,17.9467,15.8591,18.2536,18.2596,17.0309,0.763275,0.30907,0.975078,1.54849,
dhs-3,8.4415,3.5246,A5JYX4,A5JYX4;A5JYX5,,81;83,1,25.1179,24.7363,28.4675,25.764,17.6546,18.8981,15.447,18.3201,3.5246,0.00156229,8.4415,7.46185,+
dhs-3,0.0346651,0.013717,A5JYX4,A5JYX4;A5JYX5,,77;79,0.981574,20.4409,17.8599,18.6158,16.5709,18.6665,18.1172,18.8853,17.6799,0.013717,0.970954,0.0346651,0.0406302,
dhs-3,1.22245,0.486016,A5JYX4,A5JYX4;A5JYX5,,130;132,0.5,17.7355,20.8947,18.7167,19.7196,19.0056,15.6309,19.8691,17.671,0.486016,0.462845,1.22245,1.06805,
dhs-3,0.0845165,0.0439689,A5JYX4,A5JYX4;A5JYX5,,131;133,0.5,16.8127,17.8255,18.3202,17.4077,16.4654,17.3029,19.1918,17.068,0.0439689,0.922967,0.0845165,0.126177,
,6.62144,4.67215,A5PEY0,A5PEY0,,153,1,24.0885,22.7041,24.1687,24.9735,17.3816,17.7264,17.8202,16.5209,4.67215,0.00106667,6.62144,11.904,+
,-0.231049,0.149704,I2HA81,I2HA81;A5Z2T9,,362;364,1,24.822,25.496,25.6175,24.0186,24.0944,26.341,25.3171,25.1258,0.149704,0.758364,-0.231049,-0.392249,
,5.72942,3.88672,A5Z2W7,A5Z2W7;O45637,,48;59,1,24.2428,23.907,24.9455,23.5612,18.647,20.0237,17.5179,17.5502,3.88672,0.00142132,5.72942,8.67098,+
,-0.620651,0.157218,A5Z2W7,A5Z2W7;O45637,,56;67,1,20.2105,14.3474,17.9709,18.8384,17.4493,16.6851,19.2948,20.4206,0.157218,0.748576,-0.620651,-0.409663,
,-0.0469337,0.0143785,A6PVA5,A6PVA5;O16314,,9;9,1,20.8349,17.6821,17.1269,18.2947,19.5992,17.1533,20.0019,17.3718,0.0143785,0.971224,-0.0469337,-0.0425586,
,0.322384,0.182031,Q20621,Q20621;A6ZJ46;Q8I4I4,,425;479;420,0.978756,19.1263,16.5937,17.5827,18.7088,16.7016,18.5542,17.5189,17.9472,0.182031,0.714953,0.322384,0.466062,
tag-296,-0.327517,0.0883326,A7DT41,A7DT41,,137,1,20.0296,15.0793,18.7321,18.674,16.0578,19.7925,18.7766,19.1982,0.0883326,0.844979,-0.327517,-0.243192,
tag-296,0.285741,0.0869318,A7DT41,A7DT41,,240,1,21.1173,18.8486,15.9781,18.392,19.3238,17.7215,19.1374,17.0103,0.0869318,0.845791,0.285741,0.23963,
tag-296,-3.36721,1.99175,A7DT41,A7DT41,,165,1,16.7221,18.8498,21.0873,18.8114,21.955,21.9151,22.3214,22.7479,1.99175,0.0331168,-3.36721,-3.6914,+
tag-296,3.29468,3.56232,A7DT41,A7DT41,,223,1,21.6784,21.8198,22.3841,20.8957,17.7618,18.0225,19.0974,18.7176,3.56232,0.00162807,3.29468,7.58073,+
tag-296,0.212437,0.105487,A7DT41,A7DT41,,158,0.989902,19.8239,17.6665,18.8585,17.2972,17.0682,18.5915,19.2448,17.8919,0.105487,0.817568,0.212437,0.286191,
tag-296,-3.92411,2.64751,A7DT41,A7DT41,,262,1,17.9234,19.2442,19.9297,18.7569,21.7963,23.2136,24.5772,21.9635,2.64751,0.00908703,-3.92411,-5.08627,+
mrg-1,0.780776,0.545914,Q9XWW2,Q9XWW2;A7DTF0,,238;240,1,19.2714,18.2567,17.4975,16.6185,17.3944,16.3736,16.7751,17.9778,0.545914,0.427421,0.780776,1.17502,
