geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04, -Log.p.value,Student's T-test q-value daf2_d15_daf2_d1,log2FC,Student's T-test Test statistic daf2_d15_daf2_d1,Sign p-val: 0.05 
lin-66,0.99223,3.03651,A0A061AL58;O62020,Uncharacterized protein,14.5355,14.6999,14.4939,14.9344,13.9599,13.5927,13.7867,13.3555,3.03651,0.000442596,0.99223,6.05502,+
"CELE_F09E10,7",1.24787,1.80455,A0A078BPG0,Uncharacterized protein,14.2578,13.9932,14.6474,15.1687,13.4822,13.2835,13.7968,12.5132,1.80455,0.00558261,1.24787,3.33629,+
"CELE_F10C1,9",-1.18559,2.12497,A0A078BPH9;G4S1A4,Uncharacterized protein,12.2985,11.947,12.4792,11.8912,13.4519,13.0365,14.0339,12.836,2.12497,0.00260362,-1.18559,-3.95443,+
itx-1,1.20873,3.83961,A0A078BPJ4;A0A078BPL3;A0A078BS63;H1ZUX6;O45000,InTestinal NeureXin-like,15.2263,15.4442,15.1319,15.1181,14.3602,13.8227,14.023,13.8797,3.83961,0.000155922,1.20873,8.50477,+
"CELE_Y41E3,7",-0.124394,0.232959,A0A078BQL1;O62444;Q2XMY1,Uncharacterized protein,14.3675,14.3236,13.5239,14.0069,14.437,14.1755,14.1049,14.0022,0.232959,0.420096,-0.124394,-0.577122,
"CELE_Y105C5B,15",0.96896,2.09534,A0A078BQP7;Q9U309,Purple acid phosphatase,14.3337,14.6362,14.8568,15.0861,14.1822,13.5679,13.9529,13.334,2.09534,0.00278097,0.96896,3.89513,+
lim-9,-0.723162,1.63802,A0A0K3AQM0;A0A0K3ATK8;G5ECN3;G5EEA4;G5EF39,LIM domain family,13.9325,14.4416,14.4983,14.9111,15.1094,14.9499,15.542,15.0749,1.63802,0.00804339,-0.723162,-3.03284,+
"CELE_Y105E8A,25",-1.03111,1.33375,A0A0K3AQN0;A0A0K3ATL6;A0A0K3AWN6,Uncharacterized protein,13.1338,12.4764,12.0041,13.3743,14.3318,13.9801,13.7444,13.0567,1.33375,0.0168807,-1.03111,-2.50249,+
pgp-2,0.555025,2.47269,A0A0K3AQN5;A0A0K3AU66;A0A0K3AWK1;G5EDF9,P-GlycoProtein related;P-GlycoProtein related;P-GlycoProtein related;ABC transporter PGP-2,15.5517,15.5128,15.1444,15.5406,15.0493,14.8721,14.8834,14.7244,2.47269,0.00116029,0.555025,4.68809,+
lpd-3,2.16196,2.25474,A0A0K3AQT9;A0A0K3ATS5;A0A0K3AUC6;A0A0K3AWP8,LiPid Depleted,17.5258,16.8627,17.8107,18.2929,16.2304,16.0431,14.4429,15.1278,2.25474,0.00199359,2.16196,4.21982,+
tln-1,0.171733,0.097664,A0A0K3AQU9,TaLiN,14.028,14.6544,14.7886,14.9017,16.0092,13.4848,14.7696,13.4221,0.097664,0.676727,0.171733,0.266723,
max-2,-0.324476,0.248273,A0A0K3AQV8;A0A0K3AUE7;G5EGQ3,Non-specific serine/threonine protein kinase;Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase max-2,12.3222,12.2655,14.0327,12.933,13.5153,12.2491,13.2763,13.8107,0.248273,0.399461,-0.324476,-0.609439,
egl-27,2.27437,2.73123,A0A0K3AQW8;A0A0K3AQX3;A0A0K3ARG1;A0A0K3ARG6;A0A0K3ATV0;A0A0K3ATV3;A0A0K3ATV6;A0A0K3AUG2;A0A0K3AWS4;A0A0K3AWS8;Q09228,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Egg-laying defective protein 27,16.4987,14.5871,16.1889,15.6524,13.3076,13.3039,13.5169,13.701,2.73123,0.000750345,2.27437,5.28471,+
cdc-14,1.0719,3.73857,A0A0K3AQY3;A0A0K3ATW0;P81299,Cell Division Cycle related;Cell Division Cycle related;Probable tyrosine-protein phosphatase cdc-14,11.6871,11.8917,11.7372,12.0707,11.0256,10.6159,10.6167,10.841,3.73857,0.000144645,1.0719,8.15753,+
daf-16,-1.95779,5.82887,A0A0K3AR63;A0A0K3AR95;A0A0K3ATP5;A0A0K3AWG6;O16850,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Forkhead box protein O,11.7855,12.0595,11.7779,12.0944,14.0404,13.7714,13.8167,13.92,5.82887,0,-1.95779,-18.7563,+
"CELE_T16H12,3;T16H12,3",-0.678441,1.05597,A0A0K3ARA8;P34566,"Uncharacterized protein;Uncharacterized protein T16H12,3",12.1525,12.0584,11.7014,11.8513,12.8504,12.4177,13.3509,11.8584,1.05597,0.0369709,-0.678441,-2.03617,+
lev-11,-2.23895,2.92948,A0A0K3ARC0,Uncharacterized protein,12.0055,13.1996,12.879,13.5371,15.5017,15.3856,15.1109,14.5788,2.92948,0.000475676,-2.23895,-5.77621,+
gld-2,-0.360803,0.47865,A0A0K3ARE1;A0A0K3AWQ7;O17087,Uncharacterized protein;Uncharacterized protein;Poly(A) RNA polymerase gld-2,12.3058,11.3864,11.6527,12.033,11.771,12.8416,11.72,12.4886,0.47865,0.194045,-0.360803,-1.05472,
ncl-1,-2.86237,4.23149,A0A0K3ARF3;A0A0K3ARS2;A0A0K3AS01;A0A0K3AUA6;A0A0K3AUY6;A0A0K3AX41;A0A0K3AXB1;P34611,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;B-box type zinc finger protein ncl-1,12.2917,11.4481,11.3373,12.0885,15.1437,14.4379,14.5374,14.4959,4.23149,8.39E-05,-2.86237,-9.97707,+
"CELE_D1069,3",-0.412654,0.98076,A0A0K3ARJ1;Q6A586,Uncharacterized protein,12.0465,11.8805,11.7464,12.0446,11.9118,12.1038,12.8008,12.5522,0.98076,0.045665,-0.412654,-1.91123,+
lin-23,3.32701,5.74363,A0A0K3ARM6;A0A0K3AUM4;A0A0K3AWY7;Q09990,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;F-box/WD repeat-containing protein lin-23,16.8271,16.1133,16.3452,16.5303,13.1779,13.241,12.8194,13.2696,5.74363,0,3.32701,18.1436,+
"CELE_Y50D4B,1",-1.21943,3.07223,A0A0K3ARN9;A0A0K3AT27;A0A0K3AV71;O16286,Uncharacterized protein,12.3083,12.0572,11.5711,11.9796,13.1414,13.1551,12.9483,13.5493,3.07223,0.000460208,-1.21943,-6.15028,+
"CELE_Y39A1A,21",1.51259,2.73542,A0A0K3ARX5;Q9XX11,Uncharacterized protein,11.8309,11.9709,11.7413,12.0859,10.8572,9.59846,10.5046,10.6183,2.73542,0.00068603,1.51259,5.29477,+
dre-1,-0.793325,0.8162,A0A0K3AS68;Q94251,"Daf-12, REdundant with;F-box protein dre-1",15.8318,15.248,16.804,17.2428,17.5411,16.747,16.9177,17.0942,0.8162,0.0731655,-0.793325,-1.63728,
gck-1,1.73206,3.09712,A0A0K3ASB9;A0A0K3ASW2;A0A0K3AVW5;A0A0K3AY55;H2L099,Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal center kinase 1,15.9486,16.6889,15.6395,15.4748,14.3503,14.2965,14.0295,14.1474,3.09712,0.000429577,1.73206,6.21735,+
gly-7,-0.752213,0.328042,A0A0K3ASG4;O61397,Polypeptide N-acetylgalactosaminyltransferase;Probable N-acetylgalactosaminyltransferase 7,13.241,14.1866,15.5177,11.1818,15.2911,13.9644,14.1441,13.7363,0.328042,0.31243,-0.752213,-0.77122,
"CELE_F40A3,3;F40A3,3",0.159531,1.32395,A0A0K3ASH2;O16264,"Uncharacterized protein;Phosphatidylethanolamine-binding protein homolog F40A3,3",18.6079,18.7012,18.5758,18.6198,18.5411,18.4763,18.5505,18.2987,1.32395,0.0172636,0.159531,2.48582,+
"CELE_Y50D4B,4",-0.91672,4.54189,A0A0K3ASH9,Uncharacterized protein,14.152,14.1712,13.9178,13.872,14.9002,14.9816,14.9892,14.9089,4.54189,0,-0.91672,-11.3016,+
cdf-1,1.02931,3.37067,A0A0K3ASM2;Q95QW4,Cation Diffusion Facilitator family;Cation diffusion facilitator family protein 1,11.5121,12.0259,11.6543,12.0479,10.9376,10.6472,10.7921,10.746,3.37067,0.000314316,1.02931,6.99258,+
unc-34,-0.517859,0.27034,A0A0K3AT36;A0A0K3AVD7;A0A0K3AYC9;G5EG53,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;UNC-34,14.846,15.3107,14.6993,14.6516,16.7764,16.3451,13.3088,15.1487,0.27034,0.37417,-0.517859,-0.655238,
tbh-1,2.39969,6.1594,A0A0K3ATC0;Q9XTQ6,Tyramine Beta Hydroxylase;Tyramine beta-hydroxylase,17.7529,17.8255,17.6134,17.8,15.3663,15.3492,15.5883,15.0892,6.1594,0,2.39969,21.3285,+
lev-11,-0.415623,0.735675,A0A0K3ATS1,Uncharacterized protein,22.0097,20.8857,21.353,21.3849,21.7474,22.1143,22.0065,21.4276,0.735675,0.0918821,-0.415623,-1.50195,
imp-3,0.572329,0.144794,A0A0K3AUD2;Q18408,IntraMembrane Protease (IMPAS) family,14.8424,15.6232,15.2432,9.27069,13.3818,13.1706,12.9138,13.224,0.144794,0.567786,0.572329,0.380782,
prdx-2,-0.0665178,0.174324,A0A0K3AUJ9;H2KZL7;Q8IG31,PeRoxireDoXin,21.5481,21.431,21.9352,21.9874,21.9418,21.7497,21.7763,21.7001,0.174324,0.510472,-0.0665178,-0.44872,
jhdm-1,-0.178638,0.636606,A0A0K3AUW2;Q95Q98,JHDM (Histone demethylase) homolog;JmjC domain-containing histone demethylation protein 1,14.3262,14.4487,14.2435,14.1746,14.5113,14.5323,14.7196,14.1443,0.636606,0.121132,-0.178638,-1.33309,
mrck-1,-0.569763,0.829448,A0A0K3AUZ7;O01583,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase mrck-1,12.2878,11.9467,11.7135,11.4571,13.0162,11.8051,12.8231,12.0398,0.829448,0.0707308,-0.569763,-1.65943,
nhr-86,0.221003,0.298304,A0A0K3AVA9;Q965W2,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-86,11.8844,12.058,10.8493,11.4062,11.6752,10.9989,11.4704,11.1694,0.298304,0.342736,0.221003,0.712083,
aat-3,0.0708621,0.0418596,A0A0K3AVL7;O17395,Amino Acid Transporter,12.7838,14.2457,13.8184,11.8336,13.6455,13.2998,12.6054,12.8474,0.0418596,0.840074,0.0708621,0.120377,
"CELE_M02H5,8",-0.621682,2.94107,A0A0K3AVS5,Uncharacterized protein,17.177,17.306,17.2586,17.621,18.0799,17.9544,17.8609,17.9541,2.94107,0.000478261,-0.621682,-5.80593,+
"CELE_T08B1,1",0.216342,0.333792,A0A0K3AVV4,Uncharacterized protein,14.5049,14.2596,14.5014,15.4723,14.2979,14.5233,14.602,14.4496,0.333792,0.306669,0.216342,0.782511,
lipl-5,-1.25877,1.02887,A0A0K3AW68;A0A0K3AYF1;O61866,Lipase;LIPase Like;Lipase,13.65,11.7346,11.3934,10.8491,13.2047,13.1923,13.5453,12.7198,1.02887,0.0397213,-1.25877,-1.99113,+
fln-2,0.810347,3.43221,A0A0K3AW96;D0VWL6,FiLamiN (Actin binding protein) homolog,16.8634,16.9329,16.9231,17.082,16.3382,16.225,16.1405,15.8562,3.43221,0.000273973,0.810347,7.17722,+
"C14C6,5",2.12839,4.39078,A0A0K3AXM4;O44667,Uncharacterized protein,17.1087,16.9448,16.2745,16.4609,14.6652,14.5774,14.5304,14.5023,4.39078,9.83E-05,2.12839,10.638,+
"CELE_T08B1,1",-2.09706,0.302917,A0A0K3AY44,Uncharacterized protein,11.1797,0,11.7027,11.9444,10.9633,10.7178,10.801,10.7331,0.302917,0.338362,-2.09706,-0.721342,
zig-11,-0.993479,1.99989,A0A0K3AY85,2 (Zwei) IG domain protein,11.6281,11.721,12.6924,12.1074,13.1376,12.9935,13.2651,12.7266,1.99989,0.00356736,-0.993479,-3.70722,+
ilys-5,-1.53634,2.837,A0A0K3AYJ1;Q19698,Invertebrate LYSozyme,12.4012,13.0067,12.079,12.7615,14.6293,13.7522,14.0625,13.9497,2.837,0.000570169,-1.53634,-5.54304,+
irg-3,3.39245,5.39216,A0A0M7REP5;A0A0M7RF66;P91316,Infection Response protein,16.969,17.1551,16.6583,16.6533,12.9895,13.6276,13.4423,13.8067,5.39216,0,3.39245,15.8151,+
tns-1,0.118495,0.224414,A0A0S4XR31;H2L045;H2L046,TeNSin homolog,15.548,15.909,14.9418,15.2816,15.3917,15.3103,15.3597,15.1448,0.224414,0.433013,0.118495,0.558886,
ubr-4,-0.569873,0.581621,A0A0S4XR36;O01808,UBR E3 ubiquitin ligase homolog,12.8848,11.3349,11.9022,11.0724,12.9748,12.0796,11.9757,12.4436,0.581621,0.140968,-0.569873,-1.23774,
ccar-1,0.145405,0.19161,A0A0S4XR43,CCAR1 homolog,14.3554,14.8698,15.2589,15.5152,15.1967,14.7468,14.4661,15.0081,0.19161,0.482822,0.145405,0.487409,
ulp-2,-0.59703,0.328092,A0A0S4XR45;Q23238,Ubiquitin-Like Protease;Ubiquitin-like protease 2,10.3791,12.9526,13.9639,12.0798,13.0999,13.0408,13.1241,12.4987,0.328092,0.312363,-0.59703,-0.771319,
"CELE_T23F4,2",1.92702,2.94131,A0A0S4XR68;A0A0S4XR74;A0A0S4XRI4;O17261,Uncharacterized protein,15.6695,15.2273,15.0333,15.8729,14.0388,12.8363,13.8535,13.3663,2.94131,0.000478632,1.92702,5.80657,+
sago-1,-0.371093,0.297374,A0A0T7CIX3,Piwi-like protein,14.2199,14.5321,13.2238,13.2607,13.6706,13.845,13.8241,15.3813,0.297374,0.343796,-0.371093,-0.710213,
sago-2,1.85424,2.13493,A0A0U1RML5;A0A0U1RML6,Piwi-like protein,14.5608,13.9,15.9433,15.3709,12.7837,12.9861,13.3497,13.2385,2.13493,0.0025905,1.85424,3.97447,+
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",0.526145,0.380983,A0A131MAU8;A0A131MAZ4;A0A131MBF0;Q09931,"Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Probable ubiquitin carboxyl-terminal hydrolase K02C4,3",11.9446,14.1103,12.5545,11.976,13.075,11.9628,11.6702,11.7729,0.380983,0.264957,0.526145,0.8736,
daf-4,0.836275,1.48305,A0A131MB12;G8JY02;P50488,Serine/threonine-protein kinase receptor;Receptor protein serine/threonine kinase;Cell surface receptor daf-4,14.2522,14.2834,15.2578,15.1575,14.1946,13.8292,14.0122,13.5697,1.48305,0.0114972,0.836275,2.75938,+
hpo-3,1.37552,3.41351,A0A131MBA2;A0A131MC59;A0A131MCX4;Q95X60,Uncharacterized protein,12.1904,11.6131,12.4417,12.0958,10.9269,10.6138,10.7563,10.5418,3.41351,0.000268456,1.37552,7.12069,+
acs-22,-0.0847225,0.0997261,A0A131MBB2;Q18916,Fatty Acid CoA Synthetase family,14.8595,14.4487,14.6613,15.687,14.9708,15.4404,14.7526,14.8316,0.0997261,0.670655,-0.0847225,-0.271878,
tag-10,-0.424513,1.54292,A0A131MBC3;A0A131MCY4;G5EER7;G5EG67,Uncharacterized protein,14.9965,15.5489,15.1183,15.4392,15.7694,15.8648,15.5982,15.5687,1.54292,0.0100038,-0.424513,-2.8641,+
imb-2,0.639193,2.75699,A0A131MBF9;O62332,IMportin Beta family,13.7875,14.0472,14.1074,13.9659,13.2929,13.1286,13.3316,13.5981,2.75699,0.000651685,0.639193,5.34681,+
brf-1,-0.457949,0.799522,A0A131MBG0;A0A131MCT5,BRF (Transcription factor) homolog,12.2141,11.9291,11.7245,12.0408,12.7211,11.6758,12.478,12.8654,0.799522,0.076878,-0.457949,-1.60936,
"CELE_W09B6,4",-2.38758,5.12175,A0A131MBG4;H2L0M1,Uncharacterized protein,10.7789,10.776,11.2011,10.8951,13.5935,13.3194,13.3481,12.9404,5.12175,0,-2.38758,-14.2217,+
irg-7,0.5521,2.28002,A0A131MBU3,Protein irg-7,18.2469,18.4921,18.0862,18.343,18.0058,17.6724,17.7368,17.5448,2.28002,0.00187372,0.5521,4.27263,+
"CELE_F27B10,1",1.70037,3.17595,A0A131MCJ0,Uncharacterized protein,14.1769,14.1706,13.6974,13.3656,12.2768,12.5617,12.0353,11.7352,3.17595,0.000377218,1.70037,6.43345,+
"CELE_T22F3,3",-0.629467,0.941243,A0A131MCL1,"Alpha-1,4 glucan phosphorylase",12.2741,11.8514,11.6321,11.9399,13.3505,12.5887,12.4551,11.8211,0.941243,0.0510612,-0.629467,-1.84559,
die-1,-0.678453,2.28861,A0A131MCL4;A0A131MCR4,Dorsal Intercalation and Elongation defect,14.1267,14.1581,13.718,14.0143,14.5519,14.54,14.5911,15.048,2.28861,0.00178116,-0.678453,-4.29067,+
dhs-11,-0.46463,2.09212,A0A163UT65,"DeHydrogenases, Short chain",15.2906,15.2906,14.9485,15.2859,15.8107,15.5416,15.5062,15.8157,2.09212,0.0028176,-0.46463,-3.88873,+
tbc-14,0.751228,1.31151,A0A164D380;A0A168H1X0,TBC (Tre-2/Bub2/Cdc16) domain family,14.6701,15.3405,14.7615,15.7224,14.7813,14.4442,14.3378,13.9264,1.31151,0.0179517,0.751228,2.4647,+
cyp-34a6,1.28909,2.14609,A0A164D3C9;O44656,CYtochrome P450 family,15.7529,15.3083,15.6958,16.429,15.1085,14.0355,14.4946,14.391,2.14609,0.00251927,1.28909,3.99699,+
fipp-1,0.665043,1.21703,A0A164D3G3;O16293,Factor Interacting with Poly(A) Polymerase,15.4699,14.4148,15.4962,14.9293,14.3778,14.7669,14.1293,14.376,1.21703,0.0237884,0.665043,2.30517,+
unc-132,0.837407,0.971054,A0A168H9Z7;H2L0N0;H2L0N1;O01619;Q95ZK4,Uncharacterized protein,14.0168,15.8241,14.2198,14.1418,13.7506,13.6741,13.4341,13.9941,0.971054,0.0467942,0.837407,1.89511,+
cdh-4,1.28962,2.50168,A0A1C3NSI5;Q19319,Cadherin-4,15.6143,15.803,15.3881,15.7427,14.9862,13.8023,14.4912,14.11,2.50168,0.00100789,1.28962,4.75267,+
ajm-1,1.16703,3.41201,A0A1C3NSL1,Apical Junction Molecule,11.9171,12.2049,12.2413,12.078,10.969,11.3314,10.6331,10.8396,3.41201,0.000267857,1.16703,7.11618,+
"CELE_ZC412,3",1.55935,4.59829,A0A1C3NSL5,Uncharacterized protein,18.7993,19.158,18.5913,18.9076,17.4613,17.1581,17.2477,17.3517,4.59829,0,1.55935,11.5588,+
farl-11,1.00841,1.83021,A0A1D3PCL0;Q19300,FAR (Factor ARrest) Like,11.6659,11.9376,11.7363,11.9968,11.582,10.7392,10.7965,10.1852,1.83021,0.00525549,1.00841,3.38404,+
let-711,0.188485,0.272811,A0A1D3PCL8;A0A1D3PCM5;Q20937,Uncharacterized protein;Uncharacterized protein;NTL-1a,14.317,14.6147,14.2337,13.9844,13.8113,13.8712,13.8529,14.8605,0.272811,0.371272,0.188485,0.660314,
"C40H1,7",-2.45112,6.31645,A0A1I6CM73,Uncharacterized protein,12.0296,11.8316,11.6299,11.6139,14.1071,14.3282,14.2221,14.2521,6.31645,0,-2.45112,-22.6683,+
spat-2,0.13758,0.186789,A0A1I6CM84;F3Y5Q7,Suppressor of PAr-Two defect,15.4036,15.1741,15.4845,14.2731,14.9535,14.736,14.9911,15.1045,0.186789,0.49019,0.13758,0.476693,
aakg-1,-0.75809,0.698518,A0A1I6CM85;A0A1I6CM90;A0A1I6CM91;A0A1I6CMB9;A0A1T5HUK9;A0A1T5HUL8;Q9BHL6,AMP-Activated protein Kinase Gamma subunit,13.3827,13.5771,12.9542,11.7949,14.6878,13.5791,13.241,13.2334,0.698518,0.101442,-0.75809,-1.43899,
grl-23,0.498571,0.873447,A0A1I6CM94;A0A1I6CM96;A0A1I6CMA0;A0A1I6CMA4;H2L2E5;Q93424,GRound-Like (Grd related),15.0814,15.9583,15.9012,14.9412,14.9117,15.0563,15.2123,14.7075,0.873447,0.0624467,0.498571,1.73283,
spat-2,-3.76143,0.528009,A0A1I6CM95,Suppressor of PAr-Two defect,13.5757,0,12.8483,12.9887,13.7267,13.3403,13.5444,13.8469,0.528009,0.165998,-3.76143,-1.14329,
"CELE_Y55F3BR,6",-1.5194,3.20717,A0A1I6CMC9,Uncharacterized protein,12.277,11.8445,11.4988,11.9791,13.717,12.9555,13.6063,13.3982,3.20717,0.000381492,-1.5194,-6.52061,+
vab-10,1.0803,2.15801,A0A1N7SYP3,Uncharacterized protein,18.6546,18.747,18.9479,19.3414,18.3724,17.8631,17.8451,17.2892,2.15801,0.00251761,1.0803,4.02112,+
"eif-3,l;eif-3,L",0.886368,2.46348,A0A1N7SYP6;Q95QW0,Eukaryotic translation initiation factor 3 subunit L,16.776,16.9279,16.7213,17.0443,16.4586,16.0264,15.6961,15.7429,2.46348,0.00115407,0.886368,4.6677,+
"npp-25;npp-25;npp-25;Y37D8A,17",-1.191,1.60151,A0A1N7SYQ5;A0A1N7SYR4;A0A1N7SYS5;Q9XWV0,Nuclear Pore complex Protein;Nuclear Pore complex Protein;Nuclear Pore complex Protein;Transmembrane protein 33 homolog,14.7991,13.8354,15.6027,14.8009,16.394,15.6656,15.679,16.0636,1.60151,0.00882492,-1.191,-2.96771,+
cnt-1,1.41113,2.48309,A0A1N7SYT2;Q9XXH8,CeNTaurin;Arf-GAP with ANK repeat and PH domain-containing protein cnt-1,12.3188,12.009,11.6344,12.0701,11.0077,9.82459,10.7234,10.8321,2.48309,0.00108218,1.41113,4.71119,+
"C26G2,2",1.56087,3.0315,A0A1N7SYU2,Uncharacterized protein,12.1931,12.02,12.5006,11.8892,11.0941,10.412,10.7817,10.0716,3.0315,0.000440762,1.56087,6.04175,+
"CELE_F43B10,1",-0.791465,2.73026,A0A1N7SYW5,Uncharacterized protein,12.2988,12.0911,11.7374,12.0829,12.6899,12.8133,13.1171,12.7559,2.73026,0.000749311,-0.791465,-5.28237,+
ubc-15,1.65079,2.30977,A0A1T5HUK0;A0A1T5HUK6;A0A1T5HUL7,UBiquitin Conjugating enzyme,15.4607,14.5094,15.3042,16.102,14.2381,13.6658,13.5398,13.3294,2.30977,0.0016128,1.65079,4.33528,+
"CELE_Y55F3BR,10",-1.76245,2.95275,A0A9S0,Uncharacterized protein,12.2833,11.8588,11.4381,11.8065,13.0579,14.0221,14.0326,13.3238,2.95275,0.000480874,-1.76245,-5.83601,+
"CELE_Y38F2AR,12",0.599223,1.99993,A0A9S2,Uncharacterized protein,14.2153,14.5405,14.2648,14.7663,13.9064,13.565,14.0213,13.8973,1.99993,0.00356906,0.599223,3.70728,+
ttr-42,1.68977,4.55236,A2V8C3,TransThyretin-Related family domain,18.4719,18.5188,18.6231,18.8389,16.8632,16.7681,16.7713,17.2911,4.55236,0,1.68977,11.3489,+
"CELE_H29C22,1",1.84392,2.71037,A2V8C8,Uncharacterized protein,17.4455,18.0514,18.6233,18.8419,16.3388,15.9727,16.5541,16.7209,2.71037,0.000745205,1.84392,5.23477,+
