geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04, -Log.p.value,Student's T-test q-value daf2_d10_daf2_d5,log2FC,Student's T-test Test statistic daf2_d10_daf2_d5,Sign p-val: 0.05 
lim-9,-0.774515,3.20126,A0A0K3AQM0;A0A0K3ATK8;G5ECN3;G5EEA4;G5EF39,LIM domain family,14.6326,14.7163,14.7474,15.1376,15.5677,15.4778,15.6519,15.6344,3.20126,0.000680851,-0.774515,-6.50404,+
"CELE_Y105E8A,25",-1.73652,2.52879,A0A0K3AQN0;A0A0K3ATL6;A0A0K3AWN6,Uncharacterized protein,13.5123,13.1816,13.0543,13.2151,15.2256,15.7982,14.7094,14.1762,2.52879,0.00142936,-1.73652,-4.81357,+
pgp-2,0.200733,0.432667,A0A0K3AQN5;A0A0K3AU66;A0A0K3AWK1;G5EDF9,P-GlycoProtein related;P-GlycoProtein related;P-GlycoProtein related;ABC transporter PGP-2,15.1777,15.1321,15.0575,15.1647,15.1878,15.1079,14.3195,15.1138,0.432667,0.199241,0.200733,0.970537,
lpd-3,-1.76231,1.40765,A0A0K3AQT9;A0A0K3ATS5;A0A0K3AUC6;A0A0K3AWP8,LiPid Depleted,14.3259,14.0766,13.9736,15.5266,15.7376,15.4629,15.8295,17.9221,1.40765,0.0138978,-1.76231,-2.62894,+
tln-1,-0.340972,0.331541,A0A0K3AQU9,TaLiN,14.0114,14.7436,14.0475,15.0478,14.0896,14.3584,15.1304,15.6357,0.331541,0.276695,-0.340972,-0.778097,
max-2,-0.743564,1.12865,A0A0K3AQV8;A0A0K3AUE7;G5EGQ3,Non-specific serine/threonine protein kinase;Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase max-2,14.9622,15.2805,14.0682,14.3596,14.939,15.944,15.3661,15.3956,1.12865,0.0279504,-0.743564,-2.15722,+
egl-27,1.6838,2.8618,A0A0K3AQW8;A0A0K3AQX3;A0A0K3ARG1;A0A0K3ARG6;A0A0K3ATV0;A0A0K3ATV3;A0A0K3ATV6;A0A0K3AUG2;A0A0K3AWS4;A0A0K3AWS8;Q09228,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Egg-laying defective protein 27,14.9714,13.8412,14.4128,14.5895,13.0035,12.9126,12.9519,12.2116,2.8618,0.000812987,1.6838,5.6049,+
cdc-14,-2.19011,4.99821,A0A0K3AQY3;A0A0K3ATW0;P81299,Cell Division Cycle related;Cell Division Cycle related;Probable tyrosine-protein phosphatase cdc-14,10.7319,10.7653,10.6617,10.7681,13.1162,13.1696,12.9349,12.4668,4.99821,0.000154762,-2.19011,-13.5457,+
daf-16,-0.68253,1.10821,A0A0K3AR63;A0A0K3AR95;A0A0K3ATP5;A0A0K3AWG6;O16850,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Forkhead box protein O,14.7956,14.4813,14.4375,15.0285,15.5029,16.118,14.7924,15.0596,1.10821,0.029555,-0.68253,-2.12313,+
"CELE_T16H12,3;T16H12,3",-0.514888,1.05219,A0A0K3ARA8;P34566,"Uncharacterized protein;Uncharacterized protein T16H12,3",12.4629,12.3007,12.5033,11.9589,12.8176,13.243,13.0141,12.2105,1.05219,0.0339541,-0.514888,-2.02989,+
lev-11,-3.54494,4.83709,A0A0K3ARC0,Uncharacterized protein,14.5642,15.0783,13.9281,14.3618,18.1945,18.2566,17.6161,18.0451,4.83709,0.000132316,-3.54494,-12.7096,+
gld-2,-2.82916,4.02302,A0A0K3ARE1;A0A0K3AWQ7;O17087,Uncharacterized protein;Uncharacterized protein;Poly(A) RNA polymerase gld-2,10.6805,10.4422,9.39442,10.5435,13.108,13.3404,12.8983,13.0307,4.02302,0.000142857,-2.82916,-9.168,+
ncl-1,0.68654,0.657461,A0A0K3ARF3;A0A0K3ARS2;A0A0K3AS01;A0A0K3AUA6;A0A0K3AUY6;A0A0K3AX41;A0A0K3AXB1;P34611,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;B-box type zinc finger protein ncl-1,14.3242,12.2912,13.6919,14.1284,13.1233,13.2828,12.9295,12.354,0.657461,0.103117,0.68654,1.36892,
"CELE_D1069,3",-2.82707,3.5847,A0A0K3ARJ1;Q6A586,Uncharacterized protein,10.7146,10.8241,10.7882,10.7076,12.8579,14.5717,13.6722,13.2409,3.5847,0.000555218,-2.82707,-7.65201,+
lin-23,1.70136,3.62442,A0A0K3ARM6;A0A0K3AUM4;A0A0K3AWY7;Q09990,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;F-box/WD repeat-containing protein lin-23,14.3646,15.1011,14.299,14.4251,12.9811,13.007,12.8844,12.5119,3.62442,0.000386293,1.70136,7.77989,+
"CELE_Y50D4B,1",-2.33607,5.55213,A0A0K3ARN9;A0A0K3AT27;A0A0K3AV71;O16286,Uncharacterized protein,10.3434,10.6748,10.5864,10.8263,12.6791,13.1274,12.9582,13.0105,5.55213,0,-2.33607,-16.8368,+
"CELE_Y39A1A,21",-2.9749,2.28929,A0A0K3ARX5;Q9XX11,Uncharacterized protein,10.6527,10.4638,10.6992,7.86698,12.6679,13.1328,12.9236,12.858,2.28929,0.00221938,-2.9749,-4.2921,+
dre-1,-0.316518,0.302416,A0A0K3AS68;Q94251,"Daf-12, REdundant with;F-box protein dre-1",16.7971,16.1175,16.858,15.1961,15.9558,16.6216,16.771,16.8865,0.302416,0.304633,-0.316518,-0.720338,
gck-1,-0.0615575,0.0719401,A0A0K3ASB9;A0A0K3ASW2;A0A0K3AVW5;A0A0K3AY55;H2L099,Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal center kinase 1,14.8571,14.8287,14.8672,15.2236,14.3471,15.7522,14.8482,15.0752,0.0719401,0.722218,-0.0615575,-0.200993,
gly-7,1.38222,4.20199,A0A0K3ASG4;O61397,Polypeptide N-acetylgalactosaminyltransferase;Probable N-acetylgalactosaminyltransferase 7,13.9867,14.2007,14.251,14.5712,12.8568,12.9011,13.0341,12.6887,4.20199,0.000164297,1.38222,9.85883,+
"CELE_F40A3,3;F40A3,3",-0.920938,5.17622,A0A0K3ASH2;O16264,"Uncharacterized protein;Phosphatidylethanolamine-binding protein homolog F40A3,3",18.3115,18.3569,18.4892,18.2786,19.229,19.3653,19.1852,19.3404,5.17622,0.000183099,-0.920938,-14.5298,+
"CELE_Y50D4B,4",-1.94711,4.08704,A0A0K3ASH9,Uncharacterized protein,13.0031,12.7598,13.2396,12.9808,14.882,14.4573,15.2848,15.1476,4.08704,0.000148571,-1.94711,-9.41002,+
cdf-1,-2.21588,5.67125,A0A0K3ASM2;Q95QW4,Cation Diffusion Facilitator family;Cation diffusion facilitator family protein 1,10.698,10.8586,10.7126,10.8259,13.0061,13.2643,13.0052,12.683,5.67125,0,-2.21588,-17.6385,+
unc-34,0.337299,0.669495,A0A0K3AT36;A0A0K3AVD7;A0A0K3AYC9;G5EG53,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;UNC-34,15.0819,14.8671,14.7745,15.3677,14.2026,15.0414,14.4932,15.0047,0.669495,0.0995348,0.337299,1.38951,
tbh-1,-1.21884,4.10301,A0A0K3ATC0;Q9XTQ6,Tyramine Beta Hydroxylase;Tyramine beta-hydroxylase,16.6736,16.5867,16.3346,16.5949,17.6662,17.8817,17.5238,17.9933,4.10301,0.000150289,-1.21884,-9.47126,+
lev-11,-1.64242,4.08448,A0A0K3ATS1,Uncharacterized protein,21.2103,20.8595,21.0874,20.8664,23.0006,22.2853,22.7563,22.5511,4.08448,0.000148359,-1.64242,-9.40024,+
imp-3,0.0381651,0.015965,A0A0K3AUD2;Q18408,IntraMembrane Protease (IMPAS) family,12.9046,13.0004,13.0576,12.5168,12.7313,12.1635,11.3552,15.0767,0.015965,0.929732,0.0381651,0.0471724,
prdx-2,-1.2347,3.44289,A0A0K3AUJ9;H2KZL7;Q8IG31,PeRoxireDoXin,21.1287,20.9678,21.3437,21.5406,22.1747,22.6427,22.6826,22.4196,3.44289,0.000505069,-1.2347,-7.20965,+
jhdm-1,-1.92398,3.64068,A0A0K3AUW2;Q95Q98,JHDM (Histone demethylase) homolog;JmjC domain-containing histone demethylation protein 1,14.0335,14.1637,13.4546,13.3101,15.7781,15.9676,15.4427,15.4694,3.64068,0.000391992,-1.92398,-7.83276,+
mrck-1,0.730129,1.26615,A0A0K3AUZ7;O01583,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase mrck-1,14.1914,12.9244,13.7289,13.7921,12.7559,13.37,12.706,12.8845,1.26615,0.019901,0.730129,2.3879,+
nhr-86,-2.2838,4.57748,A0A0K3AVA9;Q965W2,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-86,10.471,10.8163,10.7526,10.6428,12.6024,13.4257,12.7296,13.0602,4.57748,0.000111828,-2.2838,-11.4633,+
aat-3,1.73865,1.89122,A0A0K3AVL7;O17395,Amino Acid Transporter,13.7738,14.022,14.1976,15.0863,12.2343,13.2752,13.096,11.5196,1.89122,0.00487805,1.73865,3.49871,+
"CELE_M02H5,8",-3.9765,6.90762,A0A0K3AVS5,Uncharacterized protein,16.5139,16.3679,16.3025,16.1643,20.5728,20.4468,20.1832,20.0518,6.90762,0,-3.9765,-28.4941,+
"CELE_T08B1,1",0.45994,0.43004,A0A0K3AVV4,Uncharacterized protein,15.0028,14.8971,15.1028,15.2087,13.9687,15.669,13.6532,15.0808,0.43004,0.201074,0.45994,0.965673,
lipl-5,0.517282,0.199102,A0A0K3AW68;A0A0K3AYF1;O61866,Lipase;LIPase Like;Lipase,16.6334,12.451,12.7817,12.4426,12.9409,13.3299,13.0737,12.895,0.199102,0.435398,0.517282,0.503948,
fln-2,-0.158115,0.614092,A0A0K3AW96;D0VWL6,FiLamiN (Actin binding protein) homolog,16.6979,16.9687,16.7577,17.2056,17.1875,17.0114,17.0332,17.0301,0.614092,0.115688,-0.158115,-1.29422,
"C14C6,5",-0.350732,0.747316,A0A0K3AXM4;O44667,Uncharacterized protein,17.2245,17.3291,16.9134,16.9622,17.6022,17.9422,16.9657,17.3221,0.747316,0.0803409,-0.350732,-1.5216,
"CELE_T08B1,1",-4.85275,0.915511,A0A0K3AY44,Uncharacterized protein,10.6035,10.8302,10.7831,0,12.9457,13.4114,12.5344,12.7363,0.915511,0.0506958,-4.85275,-1.80283,
zig-11,-2.42486,2.32891,A0A0K3AY85,2 (Zwei) IG domain protein,12.0862,11.0736,13.7421,12.2774,14.6646,14.9156,14.6061,14.6926,2.32891,0.00216129,-2.42486,-4.37588,+
ilys-5,-3.11577,3.25221,A0A0K3AYJ1;Q19698,Invertebrate LYSozyme,12.065,13.6606,13.2594,12.0087,15.4203,16.3956,15.6699,15.9709,3.25221,0.000609836,-3.11577,-6.64802,+
irg-3,-2.17017,4.23481,A0A0M7REP5;A0A0M7RF66;P91316,Infection Response protein,15.9325,15.9699,15.4955,15.1808,17.9414,18.0534,17.6153,17.6493,4.23481,0.000171053,-2.17017,-9.99048,+
tns-1,-0.44094,0.677636,A0A0S4XR31;H2L045;H2L046,TeNSin homolog,15.7823,15.7919,15.6604,15.6684,16.0681,16.9153,15.4012,16.2823,0.677636,0.0973468,-0.44094,-1.40342,
ubr-4,-4.87542,0.797822,A0A0S4XR36;O01808,UBR E3 ubiquitin ligase homolog,0,11.9561,10.7551,12.7516,14.211,14.9714,13.4002,12.3817,0.797822,0.0699594,-4.87542,-1.60651,
ccar-1,-0.974447,2.23798,A0A0S4XR43,CCAR1 homolog,15.023,15.0496,14.7465,14.3862,15.9062,15.9134,15.2593,16.0242,2.23798,0.00239962,-0.974447,-4.18501,+
ulp-2,0.246574,0.275632,A0A0S4XR45;Q23238,Ubiquitin-Like Protease;Ubiquitin-like protease 2,14.4602,15.024,14.2957,14.8033,15.0984,14.8328,13.81,13.8557,0.275632,0.33229,0.246574,0.666094,
"CELE_T23F4,2",-1.54049,3.07597,A0A0S4XR68;A0A0S4XR74;A0A0S4XRI4;O17261,Uncharacterized protein,14.5471,14.7748,14.0305,14.5973,15.9524,16.4898,15.5611,16.1083,3.07597,0.000720879,-1.54049,-6.16033,+
sago-1,-0.250203,0.389397,A0A0T7CIX3,Piwi-like protein,14.1362,14.0414,13.6342,13.658,14.3915,14.6744,13.799,13.6058,0.389397,0.229453,-0.250203,-0.889567,
sago-2,-2.23817,6.55447,A0A0U1RML5;A0A0U1RML6,Piwi-like protein,10.6629,10.6147,10.7247,10.737,13.0358,12.9485,12.6741,13.0336,6.55447,0,-2.23817,-24.8576,+
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",2.36147,0.296292,A0A131MAU8;A0A131MAZ4;A0A131MBF0;Q09931,"Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Probable ubiquitin carboxyl-terminal hydrolase K02C4,3",13.2659,13.5931,13.3036,14.1517,12.7838,16.1689,14.468,1.44776,0.296292,0.311302,2.36147,0.708036,
daf-4,-1.8102,3.25363,A0A131MB12;G8JY02;P50488,Serine/threonine-protein kinase receptor;Receptor protein serine/threonine kinase;Cell surface receptor daf-4,14.4753,14.0473,14.51,13.5032,15.6361,15.9767,15.8681,16.2957,3.25363,0.000561116,-1.8102,-6.65206,+
hpo-3,-2.31356,6.35752,A0A131MBA2;A0A131MC59;A0A131MCX4;Q95X60,Uncharacterized protein,10.6859,10.7691,10.5642,10.6948,13.0529,13.1946,12.7602,12.9604,6.35752,0,-2.31356,-23.0321,+
acs-22,-1.395,1.75253,A0A131MBB2;Q18916,Fatty Acid CoA Synthetase family,13.6796,13.7942,13.5549,13.6508,14.1682,14.5332,15.989,15.5692,1.75253,0.00636273,-1.395,-3.24034,+
tag-10,-0.51558,0.498661,A0A131MBC3;A0A131MCY4;G5EER7;G5EG67,Uncharacterized protein,14.8294,14.9925,14.8679,15.2808,16.2946,16.1949,14.3355,15.2078,0.498661,0.162798,-0.51558,-1.09083,
imb-2,-0.61968,1.43291,A0A131MBF9;O62332,IMportin Beta family,13.8619,13.1635,13.9737,13.8219,14.6148,14.4241,13.9407,14.3202,1.43291,0.0130265,-0.61968,-2.67246,+
brf-1,-0.387335,1.11207,A0A131MBG0;A0A131MCT5,BRF (Transcription factor) homolog,12.4864,12.8357,12.3836,12.6489,12.7888,13.4321,12.8594,12.8237,1.11207,0.0292261,-0.387335,-2.12957,+
"CELE_W09B6,4",-6.19049,5.2819,A0A131MBG4;H2L0M1,Uncharacterized protein,12.4148,11.579,12.7699,12.7387,18.1146,18.5456,18.1833,19.4207,5.2819,0,-6.19049,-15.1458,+
irg-7,-0.877703,2.70905,A0A131MBU3,Protein irg-7,18.4573,18.483,17.9461,17.8792,19.0268,19.1906,18.9814,19.0776,2.70905,0.00107509,-0.877703,-5.23162,+
"CELE_F27B10,1",1.27758,2.62935,A0A131MCJ0,Uncharacterized protein,14.1458,14.0031,14.2464,13.9139,13.1074,13.1898,12.1236,12.7781,2.62935,0.00127262,1.27758,5.04392,+
"CELE_T22F3,3",-2.31013,5.23157,A0A131MCL1,"Alpha-1,4 glucan phosphorylase",10.5721,10.8726,10.7132,10.7171,12.8923,13.4142,12.751,13.0582,5.23157,0,-2.31013,-14.8494,+
die-1,-3.20455,4.16731,A0A131MCL4;A0A131MCR4,Dorsal Intercalation and Elongation defect,13.3717,13.4448,13.714,12.4583,16.3004,16.0633,16.51,16.9333,4.16731,0.000158537,-3.20455,-9.72146,+
dhs-11,0.606915,0.440014,A0A163UT65,"DeHydrogenases, Short chain",16.7545,16.9089,14.8474,14.8397,15.0893,15.8438,14.7803,15.2094,0.440014,0.194718,0.606915,0.984109,
tbc-14,-1.11111,1.59034,A0A164D380;A0A168H1X0,TBC (Tre-2/Bub2/Cdc16) domain family,14.6036,14.6016,14.5903,14.7006,14.8553,16.014,15.4592,16.612,1.59034,0.00893635,-1.11111,-2.94787,+
cyp-34a6,-1.42137,0.558302,A0A164D3C9;O44656,CYtochrome P450 family,9.83085,9.20679,12.5598,14.2051,12.3641,13.2767,13.0265,12.8207,0.558302,0.136001,-1.42137,-1.19686,
fipp-1,-1.27968,2.92152,A0A164D3G3;O16293,Factor Interacting with Poly(A) Polymerase,15.3189,15.3967,15.1668,14.7277,16.0472,16.4329,16.3972,16.8514,2.92152,0.000761523,-1.27968,-5.75586,+
unc-132,2.51053,1.93609,A0A168H9Z7;H2L0N0;H2L0N1;O01619;Q95ZK4,Uncharacterized protein,14.8667,14.488,14.7824,14.8884,10.2837,13.3735,13.0603,12.2659,1.93609,0.00436936,2.51053,3.58413,+
cdh-4,1.08519,1.93833,A0A1C3NSI5;Q19319,Cadherin-4,13.652,14.7801,13.7688,14.6286,13.025,13.3835,13.0428,13.0373,1.93833,0.00435866,1.08519,3.58842,+
ajm-1,-0.594152,0.746431,A0A1C3NSL1,Apical Junction Molecule,12.9455,13.156,12.1875,11.4545,13.1122,13.1061,12.9004,13.0015,0.746431,0.0805246,-0.594152,-1.52011,
"CELE_ZC412,3",-1.04667,2.58643,A0A1C3NSL5,Uncharacterized protein,18.597,18.6886,18.4328,18.5917,19.7955,20.1051,19.1745,19.4218,2.58643,0.0013424,-1.04667,-4.94472,+
farl-11,-1.91436,2.99003,A0A1D3PCL0;Q19300,FAR (Factor ARrest) Like,10.7302,11.9712,11.1118,10.5329,13.1377,12.9324,13.0251,12.9084,2.99003,0.000720445,-1.91436,-5.93275,+
let-711,-0.50568,0.985993,A0A1D3PCL8;A0A1D3PCM5;Q20937,Uncharacterized protein;Uncharacterized protein;NTL-1a,14.6028,13.8219,14.4322,14.5107,14.9965,15.2469,14.8239,14.323,0.985993,0.0413219,-0.50568,-1.91992,+
"C40H1,7",-0.358867,0.164012,A0A1I6CM73,Uncharacterized protein,13.5665,12.9184,14.514,14.3156,13.1229,12.7546,14.8726,15.9999,0.164012,0.496003,-0.358867,-0.425271,
spat-2,-1.97906,4.44377,A0A1I6CM84;F3Y5Q7,Suppressor of PAr-Two defect,14.1855,14.3438,14.6448,14.1279,15.9484,16.3552,16.2828,16.632,4.44377,0.000102564,-1.97906,-10.8665,+
aakg-1,-0.443093,0.490232,A0A1I6CM85;A0A1I6CM90;A0A1I6CM91;A0A1I6CMB9;A0A1T5HUK9;A0A1T5HUL8;Q9BHL6,AMP-Activated protein Kinase Gamma subunit,13.2727,12.6293,13.4365,13.2746,12.8972,13.1733,14.5788,13.7361,0.490232,0.166833,-0.443093,-1.07566,
grl-23,-2.28846,1.41495,A0A1I6CM94;A0A1I6CM96;A0A1I6CMA0;A0A1I6CMA4;H2L2E5;Q93424,GRound-Like (Grd related),12.011,8.21634,11.4746,10.7432,13.0913,13.3827,12.7234,12.4017,1.41495,0.0136707,-2.28846,-2.64149,+
spat-2,-2.40331,3.13365,A0A1I6CM95,Suppressor of PAr-Two defect,12.862,13.6701,12.6267,12.5273,14.8033,16.0039,14.9417,15.5504,3.13365,0.000694992,-2.40331,-6.31677,+
"CELE_Y55F3BR,6",0.387164,0.920786,A0A1I6CMC9,Uncharacterized protein,13.5166,13.7825,12.9928,12.9953,12.9897,13.0292,12.6868,13.0329,0.920786,0.0499157,0.387164,1.8116,+
vab-10,-1.78858,4.15549,A0A1N7SYP3,Uncharacterized protein,18.0784,18.1301,18.1264,18.1399,20.0954,20.2813,19.4332,19.8193,4.15549,0.0001571,-1.78858,-9.67504,+
"eif-3,l;eif-3,L",-0.968825,2.3222,A0A1N7SYP6;Q95QW0,Eukaryotic translation initiation factor 3 subunit L,16.5486,16.7697,16.9001,17.1028,17.5801,17.3923,18.2137,18.0103,2.3222,0.00215153,-0.968825,-4.36163,+
"npp-25;npp-25;npp-25;Y37D8A,17",-1.15605,1.24542,A0A1N7SYQ5;A0A1N7SYR4;A0A1N7SYS5;Q9XWV0,Nuclear Pore complex Protein;Nuclear Pore complex Protein;Nuclear Pore complex Protein;Transmembrane protein 33 homolog,15.1151,14.8798,15.6263,15.6452,15.8287,15.5854,17.4472,17.0293,1.24542,0.0209289,-1.15605,-2.35293,+
cnt-1,0.135913,0.213129,A0A1N7SYT2;Q9XXH8,CeNTaurin;Arf-GAP with ANK repeat and PH domain-containing protein cnt-1,13.211,12.924,13.2353,12.4004,12.688,13.1241,13.015,12.4,0.213129,0.414747,0.135913,0.534567,
"C26G2,2",-1.32071,1.67826,A0A1N7SYU2,Uncharacterized protein,11.5342,10.4889,11.9452,11.6,11.8541,13.0257,13.0141,12.9573,1.67826,0.00727544,-1.32071,-3.1052,+
"CELE_F43B10,1",-0.998747,1.01097,A0A1N7SYW5,Uncharacterized protein,14.458,14.8763,14.1917,12.8478,14.524,15.5469,15.5152,14.7828,1.01097,0.0382326,-0.998747,-1.9614,+
ubc-15,1.04316,1.96848,A0A1T5HUK0;A0A1T5HUK6;A0A1T5HUL7,UBiquitin Conjugating enzyme,14.3409,13.5595,13.3431,14.4728,12.7512,13.0022,12.845,12.9454,1.96848,0.00421141,1.04316,3.64637,+
"CELE_Y55F3BR,10",-4.26705,3.83576,A0A9S0,Uncharacterized protein,14.1099,14.0166,12.2744,13.5986,17.4587,18.1853,17.1625,18.2611,3.83576,0.000190476,-4.26705,-8.4913,+
"CELE_Y38F2AR,12",-1.27737,2.37523,A0A9S2,Uncharacterized protein,13.5852,13.5163,13.611,13.5721,14.8264,15.6474,14.3326,14.5878,2.37523,0.00197027,-1.27737,-4.47503,+
ttr-42,-1.10875,2.07114,A2V8C3,TransThyretin-Related family domain,17.2967,17.275,17.1519,17.8419,18.114,18.0754,18.7389,19.0724,2.07114,0.00343134,-1.10875,-3.84704,+
