geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04, -Log.p.value,Student's T-test q-value eat2_d15_eat2_d5,log2FC,Student's T-test Test statistic eat2_d15_eat2_d5,Sign p-val: 0.05 
lin-23,0.54674,1.59849,A0A0K3ARM6;A0A0K3AUM4;A0A0K3AWY7;Q09990,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;F-box/WD repeat-containing protein lin-23,14.7922,15.1266,14.8369,14.9976,14.6408,14.4002,14.6111,13.9143,1.59849,0.00372429,0.54674,2.96234,+
"CELE_Y50D4B,1",3.16504,6.33906,A0A0K3ARN9;A0A0K3AT27;A0A0K3AV71;O16286,Uncharacterized protein,14.8821,15.0305,14.947,15.4674,12.0247,11.927,11.8877,11.8275,6.33906,0,3.16504,22.8679,+
"CELE_Y39A1A,21",2.70434,4.92457,A0A0K3ARX5;Q9XX11,Uncharacterized protein,14.8786,14.5327,14.0664,14.8981,11.9399,12.0333,11.7241,11.8611,4.92457,0,2.70434,13.1574,+
dre-1,0.0119672,0.0103294,A0A0K3AS68;Q94251,"Daf-12, REdundant with;F-box protein dre-1",19.0011,20.0038,19.1395,20.0611,20.2126,19.6131,18.8943,19.4377,0.0103294,0.9279,0.0119672,0.0307107,
gck-1,0.335908,1.09207,A0A0K3ASB9;A0A0K3ASW2;A0A0K3AVW5;A0A0K3AY55;H2L099,Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal center kinase 1,14.9316,14.6014,14.6561,14.423,14.3773,14.2831,14.0127,14.5954,1.09207,0.0148044,0.335908,2.09625,+
gly-7,0.665015,0.294581,A0A0K3ASG4;O61397,Polypeptide N-acetylgalactosaminyltransferase;Probable N-acetylgalactosaminyltransferase 7,14.1129,14.3868,14.857,15.1964,11.2755,15.1297,15.0505,14.4373,0.294581,0.18514,0.665015,0.704588,
"CELE_F40A3,3;F40A3,3",1.22303,5.32222,A0A0K3ASH2;O16264,"Uncharacterized protein;Phosphatidylethanolamine-binding protein homolog F40A3,3",19.443,19.5954,19.7306,19.5887,18.3487,18.515,18.2594,18.3426,5.32222,0,1.22303,15.3874,+
"CELE_Y50D4B,4",-1.32418,1.05144,A0A0K3ASH9,Uncharacterized protein,12.8441,15.5238,13.2333,14.9485,15.3412,15.5574,15.5704,15.3773,1.05144,0.016536,-1.32418,-2.02865,+
cdf-1,2.68921,5.61547,A0A0K3ASM2;Q95QW4,Cation Diffusion Facilitator family;Cation diffusion facilitator family protein 1,14.6911,14.6039,14.2977,14.9354,12.0563,11.899,12.0896,11.7262,5.61547,0,2.68921,17.2586,+
unc-34,6.19453,7.40739,A0A0K3AT36;A0A0K3AVD7;A0A0K3AYC9;G5EG53,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;UNC-34,17.5071,18.1994,18.1953,18.0443,11.9426,11.8636,11.7552,11.6065,7.40739,0,6.19453,34.5539,+
tbh-1,2.70585,4.2612,A0A0K3ATC0;Q9XTQ6,Tyramine Beta Hydroxylase;Tyramine beta-hydroxylase,18.8977,19.9425,19.2313,19.9725,16.7275,16.8248,16.8399,16.8284,4.2612,0,2.70585,10.0974,+
lev-11,2.34492,2.78227,A0A0K3ATS1,Uncharacterized protein,22.9724,24.6822,24.2346,24.7799,21.4624,21.8729,21.9365,22.0176,2.78227,0.000185946,2.34492,5.40827,+
imp-3,2.81919,5.80491,A0A0K3AUD2;Q18408,IntraMembrane Protease (IMPAS) family,16.4129,17.053,16.6976,16.9933,13.9553,13.9725,13.8905,14.0618,5.80491,0,2.81919,18.5821,+
prdx-2,0.91192,3.21891,A0A0K3AUJ9;H2KZL7;Q8IG31,PeRoxireDoXin,22.4809,23.0663,22.5501,22.7704,21.8293,21.9154,21.7058,21.7695,3.21891,5.42E-05,0.91192,6.55365,+
jhdm-1,0.739782,1.91361,A0A0K3AUW2;Q95Q98,JHDM (Histone demethylase) homolog;JmjC domain-containing histone demethylation protein 1,14.7536,15.4294,14.4854,14.7113,14.1711,14.1869,13.9833,14.0792,1.91361,0.0015752,0.739782,3.54123,+
mrck-1,2.41769,2.69183,A0A0K3AUZ7;O01583,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase mrck-1,14.904,14.5921,14.4733,15.3829,11.8907,12.17,11.9556,13.6651,2.69183,0.000221599,2.41769,5.19068,+
nhr-86,2.67524,4.59521,A0A0K3AVA9;Q965W2,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-86,14.3599,14.1527,14.3449,15.146,11.994,11.7847,11.651,11.8729,4.59521,0,2.67524,11.5446,+
aat-3,1.58519,2.01683,A0A0K3AVL7;O17395,Amino Acid Transporter,13.5977,15.3824,14.9495,15.245,13.2901,13.4854,12.9914,13.0669,2.01683,0.00112586,1.58519,3.74023,+
"CELE_M02H5,8",-1.60732,3.95936,A0A0K3AVS5,Uncharacterized protein,17.6104,18.1733,17.6761,18.3232,19.4784,19.5861,19.6017,19.5462,3.95936,2.40E-05,-1.60732,-8.93285,+
"CELE_T08B1,1",4.88396,7.82866,A0A0K3AVV4,Uncharacterized protein,18.8259,19.1867,18.758,18.8376,14.2144,13.8772,13.9616,14.0191,7.82866,0,4.88396,40.6416,+
lipl-5,1.23377,2.42797,A0A0K3AW68;A0A0K3AYF1;O61866,Lipase;LIPase Like;Lipase,14.3911,15.2,14.2999,15.2366,13.6179,13.7515,13.3196,13.5035,2.42797,0.000556396,1.23377,4.58956,+
fln-2,2.29184,7.34749,A0A0K3AW96;D0VWL6,FiLamiN (Actin binding protein) homolog,18.6103,18.663,18.4095,18.5762,16.3692,16.3087,16.2015,16.2124,7.34749,0,2.29184,33.7652,+
"C14C6,5",0.714834,1.41244,A0A0K3AXM4;O44667,Uncharacterized protein,18.1679,16.9759,18.0635,17.7752,17.0053,17.1095,16.9841,17.0243,1.41244,0.00574639,0.714834,2.63717,+
"CELE_T08B1,1",2.43352,4.69181,A0A0K3AY44,Uncharacterized protein,14.5274,14.9106,14.1329,14.1151,11.842,12.1194,12.1122,11.8781,4.69181,0,2.43352,11.9974,+
zig-11,2.96018,6.63248,A0A0K3AY85,2 (Zwei) IG domain protein,17.0251,16.7949,16.5392,16.7802,13.6489,13.9017,13.8618,13.8864,6.63248,0,2.96018,25.6194,+
ilys-5,1.68963,5.95213,A0A0K3AYJ1;Q19698,Invertebrate LYSozyme,18.2089,18.0073,17.8211,18.1223,16.3945,16.3511,16.3527,16.3028,5.95213,0,1.68963,19.6781,+
irg-3,-1.65706,4.3161,A0A0M7REP5;A0A0M7RF66;P91316,Infection Response protein,14.2564,13.9323,14.303,14.672,16.071,16.0031,15.8602,15.8577,4.3161,0,-1.65706,-10.3233,+
tns-1,1.60745,3.79842,A0A0S4XR31;H2L045;H2L046,TeNSin homolog,16.6829,16.1602,16.4987,17.0321,15.1657,14.8884,14.9202,14.9698,3.79842,2.18E-05,1.60745,8.36171,+
ubr-4,0.00756621,0.0019731,A0A0S4XR36;O01808,UBR E3 ubiquitin ligase homolog,14.9076,14.8515,14.3097,14.7577,13.7513,13.275,18.4954,13.2745,0.0019731,0.985989,0.00756621,0.00592184,
ccar-1,3.03144,4.03821,A0A0S4XR43,CCAR1 homolog,16.9135,18.0429,17.0148,18.1154,14.6417,14.5149,14.456,14.3481,4.03821,2.51E-05,3.03144,9.22491,+
ulp-2,1.47544,2.75407,A0A0S4XR45;Q23238,Ubiquitin-Like Protease;Ubiquitin-like protease 2,14.5088,15.3408,14.8214,15.0466,13.9047,13.6471,12.912,13.352,2.75407,0.00018422,1.47544,5.33975,+
"CELE_T23F4,2",0.921918,1.62499,A0A0S4XR68;A0A0S4XR74;A0A0S4XRI4;O17261,Uncharacterized protein,14.4437,14.7402,14.5769,15.2609,14.3993,13.9547,13.198,13.7822,1.62499,0.00349305,0.921918,3.00954,+
sago-1,0.653679,1.92451,A0A0T7CIX3,Piwi-like protein,14.2698,14.6345,14.9513,14.3684,14.1281,13.7752,14.015,13.6909,1.92451,0.00155168,0.653679,3.562,+
sago-2,-1.11027,2.04566,A0A0U1RML5;A0A0U1RML6,Piwi-like protein,14.7205,15.3466,14.1093,15.1959,15.757,16.1672,15.8732,16.0161,2.04566,0.00105586,-1.11027,-3.79674,+
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",0.913317,1.3666,A0A131MAU8;A0A131MAZ4;A0A131MBF0;Q09931,"Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Probable ubiquitin carboxyl-terminal hydrolase K02C4,3",15.0152,15.4174,14.0271,14.1608,13.6991,13.832,13.4278,14.0084,1.3666,0.00655908,0.913317,2.55853,+
daf-4,2.94829,5.45908,A0A131MB12;G8JY02;P50488,Serine/threonine-protein kinase receptor;Receptor protein serine/threonine kinase;Cell surface receptor daf-4,16.7812,17.1397,16.4086,17.1083,14.0073,13.9238,13.733,13.9805,5.45908,0,2.94829,16.235,+
hpo-3,3.12976,4.40711,A0A131MBA2;A0A131MC59;A0A131MCX4;Q95X60,Uncharacterized protein,14.2153,15.2885,14.9233,15.5025,12.0557,11.692,11.8544,11.8086,4.40711,0,3.12976,10.7079,+
acs-22,1.90478,4.40535,A0A131MBB2;Q18916,Fatty Acid CoA Synthetase family,17.4286,17.1168,17.8944,17.1989,15.5221,15.5952,15.4355,15.4668,4.40535,0,1.90478,10.7004,+
tag-10,1.09672,1.0724,A0A131MBC3;A0A131MCY4;G5EER7;G5EG67,Uncharacterized protein,15.4904,16.1751,15.6821,17.814,15.3715,15.1153,15.1104,15.1775,1.0724,0.0156884,1.09672,2.06351,+
imb-2,2.88134,5.77622,A0A131MBF9;O62332,IMportin Beta family,17.0963,17.2883,17.1651,17.6089,14.56,14.623,14.18,14.2704,5.77622,0,2.88134,18.3756,+
brf-1,2.65183,3.45218,A0A131MBG0;A0A131MCT5,BRF (Transcription factor) homolog,13.5014,14.8787,14.9912,14.9658,12.0288,12.0353,11.8507,11.8149,3.45218,4.27E-05,2.65183,7.23795,+
"CELE_W09B6,4",2.14592,2.69004,A0A131MBG4;H2L0M1,Uncharacterized protein,15.1018,15.8048,14.7287,16.1082,13.9942,12.6971,13.2133,13.2552,2.69004,0.000221444,2.14592,5.18643,+
irg-7,-0.15643,0.45491,A0A131MBU3,Protein irg-7,18.486,19.0949,18.6693,19.0721,19.0294,19.0553,18.9044,18.959,0.45491,0.100973,-0.15643,-1.01148,
"CELE_F27B10,1",1.72712,3.92206,A0A131MCJ0,Uncharacterized protein,14.9512,15.1653,14.7827,14.5216,13.448,13.2788,12.8441,12.9414,3.92206,2.35E-05,1.72712,8.79754,+
"CELE_T22F3,3",0.775181,1.5791,A0A131MCL1,"Alpha-1,4 glucan phosphorylase",14.8386,15.4973,14.6679,15.2853,14.4729,13.7536,14.4411,14.5207,1.5791,0.00387682,0.775181,2.92794,+
die-1,2.18581,4.03131,A0A131MCL4;A0A131MCR4,Dorsal Intercalation and Elongation defect,14.7368,15.4125,14.7582,15.2962,12.576,13.2845,12.6689,12.931,4.03131,2.50E-05,2.18581,9.19902,+
dhs-11,-0.437315,0.748794,A0A163UT65,"DeHydrogenases, Short chain",14.8537,13.8747,14.1222,14.9647,15.1269,14.7252,14.7219,14.9904,0.748794,0.0395845,-0.437315,-1.52409,+
tbc-14,1.07542,3.34171,A0A164D380;A0A168H1X0,TBC (Tre-2/Bub2/Cdc16) domain family,16.0663,16.2508,15.9408,16.1495,15.3428,15.0569,14.6554,15.0507,3.34171,5.68E-05,1.07542,6.90705,+
cyp-34a6,0.828101,1.4426,A0A164D3C9;O44656,CYtochrome P450 family,14.3041,15.4268,14.617,15.3927,14.0835,13.9058,14.4655,13.9734,1.4426,0.0053903,0.828101,2.68919,+
fipp-1,1.13946,2.39086,A0A164D3G3;O16293,Factor Interacting with Poly(A) Polymerase,15.029,15.2687,14.1828,14.5604,13.4667,13.6388,13.8091,13.5684,2.39086,0.000552039,1.13946,4.50879,+
unc-132,2.98006,5.46874,A0A168H9Z7;H2L0N0;H2L0N1;O01619;Q95ZK4,Uncharacterized protein,17.5211,17.356,17.34,16.814,14.4148,14.4258,14.2715,13.9988,5.46874,0,2.98006,16.2965,+
cdh-4,1.80868,3.46525,A0A1C3NSI5;Q19319,Cadherin-4,14.5094,15.4919,14.6169,14.9703,13.3504,13.1353,13.0658,12.8024,3.46525,4.29E-05,1.80868,7.27794,+
ajm-1,2.8567,5.54952,A0A1C3NSL1,Apical Junction Molecule,14.2628,14.8545,15.0037,14.8676,11.8713,12.009,11.8276,11.8538,5.54952,0,2.8567,16.8196,+
"CELE_ZC412,3",1.01852,4.21193,A0A1C3NSL5,Uncharacterized protein,18.4237,18.5668,18.2106,18.6,17.3815,17.4424,17.573,17.3302,4.21193,0,1.01852,9.89853,+
farl-11,2.13228,4.41051,A0A1D3PCL0;Q19300,FAR (Factor ARrest) Like,14.6816,15.437,14.9032,15.1038,12.854,13.1664,12.6039,12.9723,4.41051,0,2.13228,10.7225,+
let-711,0.69983,1.11864,A0A1D3PCL8;A0A1D3PCM5;Q20937,Uncharacterized protein;Uncharacterized protein;NTL-1a,15.8234,15.3592,16.4145,14.9125,15.0757,14.9147,14.7872,14.9327,1.11864,0.0136949,0.69983,2.14052,+
"C40H1,7",-0.0573936,0.108052,A0A1I6CM73,Uncharacterized protein,14.9823,14.6351,14.665,15.3349,14.8673,14.7142,15.055,15.2103,0.108052,0.466032,-0.0573936,-0.292525,
spat-2,1.13728,3.97263,A0A1I6CM84;F3Y5Q7,Suppressor of PAr-Two defect,15.9712,16.3456,16.4401,16.5278,15.2126,15.1118,15.1529,15.2583,3.97263,2.42E-05,1.13728,8.9814,+
aakg-1,0.671661,1.8725,A0A1I6CM85;A0A1I6CM90;A0A1I6CM91;A0A1I6CMB9;A0A1T5HUK9;A0A1T5HUL8;Q9BHL6,AMP-Activated protein Kinase Gamma subunit,14.8144,15.4542,15.0403,14.6875,14.5098,14.3517,14.0566,14.3917,1.8725,0.00177076,0.671661,3.46335,+
grl-23,5.46427,5.03691,A0A1I6CM94;A0A1I6CM96;A0A1I6CMA0;A0A1I6CMA4;H2L2E5;Q93424,GRound-Like (Grd related),16.6746,17.4854,16.6199,18.2509,11.9143,11.9663,11.7497,11.5434,5.03691,0,5.46427,13.7542,+
spat-2,1.53095,2.54943,A0A1I6CM95,Suppressor of PAr-Two defect,14.5589,15.4747,14.7881,14.9943,12.9068,14.0977,13.3469,13.3409,2.54943,0.000336157,1.53095,4.86027,+
"CELE_Y55F3BR,6",2.95031,4.95797,A0A1I6CMC9,Uncharacterized protein,14.8097,14.4842,14.6116,15.4395,12.0709,11.8597,11.8302,11.7828,4.95797,0,2.95031,13.3322,+
vab-10,1.88816,4.14748,A0A1N7SYP3,Uncharacterized protein,20.7031,21.3275,20.7838,21.3111,19.2772,19.2947,18.8533,19.1476,4.14748,0,1.88816,9.64368,+
"eif-3,l;eif-3,L",0.28938,0.199591,A0A1N7SYP6;Q95QW0,Eukaryotic translation initiation factor 3 subunit L,19.6491,18.0783,17.8849,20.1577,18.8992,18.485,18.6725,18.5558,0.199591,0.281607,0.28938,0.505023,
"npp-25;npp-25;npp-25;Y37D8A,17",-1.73644,3.30042,A0A1N7SYQ5;A0A1N7SYR4;A0A1N7SYS5;Q9XWV0,Nuclear Pore complex Protein;Nuclear Pore complex Protein;Nuclear Pore complex Protein;Transmembrane protein 33 homolog,14.5257,15.4335,14.6882,14.9133,16.1403,16.7812,16.8121,16.7729,3.30042,5.60E-05,-1.73644,-6.78657,+
cnt-1,3.20812,2.76359,A0A1N7SYT2;Q9XXH8,CeNTaurin;Arf-GAP with ANK repeat and PH domain-containing protein cnt-1,14.0825,15.3217,14.0565,14.8301,12.1153,11.9476,9.87085,11.5245,2.76359,0.000184615,3.20812,5.36281,+
"C26G2,2",3.47501,5.39238,A0A1N7SYU2,Uncharacterized protein,17.2878,17.3288,17.0572,17.7547,14.1511,14.121,13.4449,13.8114,5.39238,0,3.47501,15.8164,+
"CELE_F43B10,1",1.63641,2.83035,A0A1N7SYW5,Uncharacterized protein,14.0703,15.0618,15.034,15.124,13.6242,13.0234,13.1848,12.9121,2.83035,0.000158242,1.63641,5.52654,+
ubc-15,1.38622,2.09179,A0A1T5HUK0;A0A1T5HUK6;A0A1T5HUL7,UBiquitin Conjugating enzyme,13.7413,14.6593,15.0532,15.3199,13.1848,13.219,13.572,13.253,2.09179,0.000895377,1.38622,3.88806,+
"CELE_Y55F3BR,10",1.47571,2.32087,A0A9S0,Uncharacterized protein,14.062,14.6214,13.781,15.1548,12.8284,13.0734,12.57,13.2446,2.32087,0.000609475,1.47571,4.35879,+
"CELE_Y38F2AR,12",0.861435,3.11274,A0A9S2,Uncharacterized protein,14.9567,14.8565,15.0333,15.1966,13.8951,14.335,14.0047,14.3626,3.11274,5.19E-05,0.861435,6.2597,+
ttr-42,2.69916,5.01603,A2V8C3,TransThyretin-Related family domain,19.7982,20.5462,20.1392,20.5977,17.5578,17.4002,17.6601,17.6665,5.01603,0,2.69916,13.6413,+
"CELE_H29C22,1",2.10767,4.76997,A2V8C8,Uncharacterized protein,19.5576,19.7935,19.4083,19.8309,17.2318,17.8005,17.7423,17.385,4.76997,0,2.10767,12.3758,+
"CELE_F07G6,10",0.937326,3.23888,A3FPJ3,Uncharacterized protein,14.7525,15.1287,15.0067,15.0204,14.1786,14.2982,13.8313,13.851,3.23888,5.45E-05,0.937326,6.61011,+
ttr-34,0.957757,1.20243,A3FPK9,TransThyretin-Related family domain,14.7474,14.6052,13.9862,15.4864,13.064,14.0912,14.3274,13.5116,1.20243,0.010445,0.957757,2.28065,+
