geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04, -Log.p.value,Student's T-test q-value eat2_d10_eat2_d5,log2FC,Student's T-test Test statistic eat2_d10_eat2_d5,Sign p-val: 0.05 
pps-1,1.23488,3.05325,A0A061AE05;Q22501,3'-Phosphoadenosine 5'-Phosphosulfate Synthetase,16.4563,15.7657,15.6139,15.7992,14.6654,14.5446,14.8951,14.5906,3.05325,0.000444136,1.23488,6.09954,+
cka-1,0.050045,0.035653,A0A061AIW1;B3GWD5;O17610,Choline Kinase A,14.9148,13.9611,15.9528,15.8218,15.2113,15.2708,15.2935,14.6747,0.035653,0.850479,0.050045,0.103176,
"CELE_R11A8,7;CELE_R11A8,7;R11A8,7",-1.29084,1.0151,A0A061AJK8;A0A061AL89;Q21920,"Uncharacterized protein;Uncharacterized protein;Ankyrin repeat and KH domain-containing protein R11A8,7",13.1864,10.5308,11.6429,13.2391,13.5273,13.4948,13.3414,13.3991,1.0151,0.038589,-1.29084,-1.96826,+
spp-18,2.24837,2.7222,A0A061AKY5;Q19837,SaPosin-like Protein family,19.7195,19.6969,18.1225,18.6918,16.4987,16.7147,17.2833,16.7405,2.7222,0.000644495,2.24837,5.26305,+
lin-66,1.19459,3.02131,A0A061AL58;O62020,Uncharacterized protein,13.2004,13.2416,12.5728,13.0108,11.9923,11.9933,11.806,11.4557,3.02131,0.000435078,1.19459,6.01482,+
"CELE_F09E10,7",2.12057,0.926783,A0A078BPG0,Uncharacterized protein,17.8345,17.0631,13.2338,13.8236,13.584,13.4527,12.8148,13.6212,0.926783,0.0497782,2.12057,1.82157,+
"CELE_F10C1,9",1.15129,2.73851,A0A078BPH9;G4S1A4,Uncharacterized protein,14.5694,14.4741,13.679,13.984,13.1674,12.9395,13.0649,12.9296,2.73851,0.000650087,1.15129,5.30221,+
itx-1,0.627457,3.51217,A0A078BPJ4;A0A078BPL3;A0A078BS63;H1ZUX6;O45000,InTestinal NeureXin-like,16.1498,16.0867,15.8294,15.8565,15.392,15.4007,15.3164,15.3035,3.51217,0.000406279,0.627457,7.42304,+
"CELE_Y41E3,7",-0.527592,0.442652,A0A078BQL1;O62444;Q2XMY1,Uncharacterized protein,14.3975,14.9845,12.9662,15.3183,14.8861,15.2158,14.6431,15.0318,0.442652,0.189922,-0.527592,-0.988969,
"CELE_Y105C5B,15",-1.58842,4.39784,A0A078BQP7;Q9U309,Purple acid phosphatase,13.3157,12.9472,12.7502,13.0779,14.4415,14.4753,14.7231,14.8048,4.39784,0,-1.58842,-10.6682,+
lim-9,0.839332,1.16304,A0A0K3AQM0;A0A0K3ATK8;G5ECN3;G5EEA4;G5EF39,LIM domain family,15.3832,14.8193,14.8473,15.1495,13.5294,15.0585,14.5216,13.7324,1.16304,0.0251406,0.839332,2.21467,+
"CELE_Y105E8A,25",0.0690958,0.0863797,A0A0K3AQN0;A0A0K3ATL6;A0A0K3AWN6,Uncharacterized protein,13.9614,13.7784,14.6478,14.7926,13.9565,14.6444,14.1362,14.1668,0.0863797,0.679134,0.0690958,0.238224,
pgp-2,1.01857,2.92474,A0A0K3AQN5;A0A0K3AU66;A0A0K3AWK1;G5EDF9,P-GlycoProtein related;P-GlycoProtein related;P-GlycoProtein related;ABC transporter PGP-2,15.6228,16.1057,15.6253,15.3039,14.7406,14.5345,14.7663,14.542,2.92474,0.000441045,1.01857,5.76409,+
lpd-3,-3.22756,2.0525,A0A0K3AQT9;A0A0K3ATS5;A0A0K3AUC6;A0A0K3AWP8,LiPid Depleted,15.3052,15.0215,16.074,16.332,19.8249,18.7062,20.3346,16.7774,2.0525,0.00208891,-3.22756,-3.81022,+
tln-1,0.238683,0.354178,A0A0K3AQU9,TaLiN,14.6647,14.9014,15.0604,15.3191,15.2793,14.4381,15.0734,14.2001,0.354178,0.249379,0.238683,0.822194,
max-2,1.0416,1.3395,A0A0K3AQV8;A0A0K3AUE7;G5EGQ3,Non-specific serine/threonine protein kinase;Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase max-2,16.1548,15.1678,14.8959,15.649,15.0382,14.7899,13.6586,14.2145,1.3395,0.0144272,1.0416,2.51228,+
egl-27,-0.920214,2.8942,A0A0K3AQW8;A0A0K3AQX3;A0A0K3ARG1;A0A0K3ARG6;A0A0K3ATV0;A0A0K3ATV3;A0A0K3ATV6;A0A0K3AUG2;A0A0K3AWS4;A0A0K3AWS8;Q09228,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Egg-laying defective protein 27,13.2442,13.2268,12.8905,13.262,14.4324,13.7939,13.9669,14.1113,2.8942,0.000434128,-0.920214,-5.68644,+
cdc-14,1.3399,5.32428,A0A0K3AQY3;A0A0K3ATW0;P81299,Cell Division Cycle related;Cell Division Cycle related;Probable tyrosine-protein phosphatase cdc-14,13.2845,13.3007,12.968,13.2109,11.9383,11.9019,11.7932,11.7711,5.32428,0,1.3399,15.3998,+
daf-16,-0.856177,2.37447,A0A0K3AR63;A0A0K3AR95;A0A0K3ATP5;A0A0K3AWG6;O16850,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Forkhead box protein O,13.3413,13.1219,12.9981,13.2798,14.4295,14.2156,13.8791,13.6415,2.37447,0.0011434,-0.856177,-4.47339,+
"CELE_T16H12,3;T16H12,3",-2.11014,4.38719,A0A0K3ARA8;P34566,"Uncharacterized protein;Uncharacterized protein T16H12,3",12.9464,12.9749,12.9777,12.7559,15.5488,15.0549,14.68,14.8117,4.38719,0,-2.11014,-10.6227,+
lev-11,1.2659,3.15834,A0A0K3ARC0,Uncharacterized protein,16.8021,16.9075,16.1494,16.3531,15.4347,15.3798,15.0622,15.2719,3.15834,0.000431401,1.2659,6.38466,+
gld-2,-1.21486,1.25695,A0A0K3ARE1;A0A0K3AWQ7;O17087,Uncharacterized protein;Uncharacterized protein;Poly(A) RNA polymerase gld-2,11.6598,13.227,12.8715,13.3196,13.6346,14.8193,13.2643,14.2192,1.25695,0.0184848,-1.21486,-2.37236,+
ncl-1,-0.427875,0.86467,A0A0K3ARF3;A0A0K3ARS2;A0A0K3AS01;A0A0K3AUA6;A0A0K3AUY6;A0A0K3AX41;A0A0K3AXB1;P34611,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;B-box type zinc finger protein ncl-1,13.1967,12.997,12.3461,12.9394,13.1435,13.1674,13.0787,13.801,0.86467,0.0587587,-0.427875,-1.71821,
"CELE_D1069,3",0.153499,0.288765,A0A0K3ARJ1;Q6A586,Uncharacterized protein,13.0882,13.0249,12.7673,12.8456,12.2505,12.6677,13.2142,12.9798,0.288765,0.310189,0.153499,0.692835,
lin-23,1.11585,1.73594,A0A0K3ARM6;A0A0K3AUM4;A0A0K3AWY7;Q09990,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;F-box/WD repeat-containing protein lin-23,15.1276,16.229,15.7774,14.8958,14.6408,14.4002,14.6111,13.9143,1.73594,0.00485535,1.11585,3.20996,+
"CELE_Y50D4B,1",3.25018,3.99081,A0A0K3ARN9;A0A0K3AT27;A0A0K3AV71;O16286,Uncharacterized protein,15.5986,15.8312,14.2319,15.0058,12.0247,11.927,11.8877,11.8275,3.99081,0.000170564,3.25018,9.04835,+
"CELE_Y39A1A,21",1.02567,5.09878,A0A0K3ARX5;Q9XX11,Uncharacterized protein,12.8914,12.9515,12.8376,12.9806,11.9399,12.0333,11.7241,11.8611,5.09878,0,1.02567,14.0937,+
dre-1,-1.40722,1.11,A0A0K3AS68;Q94251,"Daf-12, REdundant with;F-box protein dre-1",18.4446,16.6005,17.9721,19.5115,20.2126,19.6131,18.8943,19.4377,1.11,0.0292392,-1.40722,-2.12612,+
gck-1,0.341907,0.41932,A0A0K3ASB9;A0A0K3ASW2;A0A0K3AVW5;A0A0K3AY55;H2L099,Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal Center Kinase family;Germinal center kinase 1,14.6814,15.4939,13.8252,14.6357,14.3773,14.2831,14.0127,14.5954,0.41932,0.20358,0.341907,0.945757,
gly-7,0.0725875,0.0260733,A0A0K3ASG4;O61397,Polypeptide N-acetylgalactosaminyltransferase;Probable N-acetylgalactosaminyltransferase 7,14.3704,14.538,13.3101,13.9649,11.2755,15.1297,15.0505,14.4373,0.0260733,0.889108,0.0725875,0.0762086,
"CELE_F40A3,3;F40A3,3",0.472028,1.93115,A0A0K3ASH2;O16264,"Uncharacterized protein;Phosphatidylethanolamine-binding protein homolog F40A3,3",18.7264,19.1993,18.7377,18.6904,18.3487,18.515,18.2594,18.3426,1.93115,0.00285054,0.472028,3.57468,+
"CELE_Y50D4B,4",0.567688,2.52318,A0A0K3ASH9,Uncharacterized protein,15.8591,16.0364,16.3143,15.9072,15.3412,15.5574,15.5704,15.3773,2.52318,0.000844605,0.567688,4.80092,+
cdf-1,1.07307,4.22488,A0A0K3ASM2;Q95QW4,Cation Diffusion Facilitator family;Cation diffusion facilitator family protein 1,13.1981,12.9418,12.8851,13.0385,12.0563,11.899,12.0896,11.7262,4.22488,0.000213793,1.07307,9.95046,+
unc-34,1.23574,3.82728,A0A0K3AT36;A0A0K3AVD7;A0A0K3AYC9;G5EG53,Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;UNC-34,13.1527,13.0222,12.6769,13.2592,11.9426,11.8636,11.7552,11.6065,3.82728,0.000148503,1.23574,8.46173,+
tbh-1,1.96738,5.7522,A0A0K3ATC0;Q9XTQ6,Tyramine Beta Hydroxylase;Tyramine beta-hydroxylase,18.6965,19.0548,18.5569,18.7819,16.7275,16.8248,16.8399,16.8284,5.7522,0,1.96738,18.2043,+
lev-11,0.144506,0.392041,A0A0K3ATS1,Uncharacterized protein,21.8933,21.9091,22.2696,21.7953,21.4624,21.8729,21.9365,22.0176,0.392041,0.221648,0.144506,0.89457,
imp-3,0.94563,2.65715,A0A0K3AUD2;Q18408,IntraMembrane Protease (IMPAS) family,14.9406,15.3301,14.4438,14.9481,13.9553,13.9725,13.8905,14.0618,2.65715,0.00073655,0.94563,5.10887,+
prdx-2,0.0362468,0.0705563,A0A0K3AUJ9;H2KZL7;Q8IG31,PeRoxireDoXin,21.8193,21.3514,22.029,22.1654,21.8293,21.9154,21.7058,21.7695,0.0705563,0.728094,0.0362468,0.197378,
jhdm-1,-0.859603,1.48793,A0A0K3AUW2;Q95Q98,JHDM (Histone demethylase) homolog;JmjC domain-containing histone demethylation protein 1,13.3619,13.9144,13.2782,12.4277,14.1711,14.1869,13.9833,14.0792,1.48793,0.0094849,-0.859603,-2.76787,+
mrck-1,0.497093,0.537839,A0A0K3AUZ7;O01583,Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase mrck-1,12.9324,12.8595,12.7296,13.1484,11.8907,12.17,11.9556,13.6651,0.537839,0.144034,0.497093,1.16073,
nhr-86,1.2181,4.00938,A0A0K3AVA9;Q965W2,Nuclear Hormone Receptor family;Nuclear hormone receptor family member nhr-86,13.2412,13.1367,12.723,13.0741,11.994,11.7847,11.651,11.8729,4.00938,0.000173913,1.2181,9.11716,+
aat-3,1.05046,0.912042,A0A0K3AVL7;O17395,Amino Acid Transporter,14.8507,12.5438,14.7044,14.9367,13.2901,13.4854,12.9914,13.0669,0.912042,0.0517804,1.05046,1.79706,
"CELE_M02H5,8",-1.82022,3.50471,A0A0K3AVS5,Uncharacterized protein,17.8814,18.3561,17.4129,17.281,19.4784,19.5861,19.6017,19.5462,3.50471,0.0004033,-1.82022,-7.39982,+
"CELE_T08B1,1",2.36036,4.35502,A0A0K3AVV4,Uncharacterized protein,16.8075,16.6283,16.2253,15.8527,14.2144,13.8772,13.9616,14.0191,4.35502,0.000119522,2.36036,10.4862,+
lipl-5,0.0369124,0.0617141,A0A0K3AW68;A0A0K3AYF1;O61866,Lipase;LIPase Like;Lipase,13.7875,13.0386,13.6151,13.8991,13.6179,13.7515,13.3196,13.5035,0.0617141,0.757231,0.0369124,0.174073,
fln-2,0.957103,3.95712,A0A0K3AW96;D0VWL6,FiLamiN (Actin binding protein) homolog,17.2401,17.0084,17.1824,17.4893,16.3692,16.3087,16.2015,16.2124,3.95712,0.000166891,0.957103,8.92465,+
"C14C6,5",0.381167,0.777344,A0A0K3AXM4;O44667,Uncharacterized protein,17.8759,17.7461,16.8533,17.1726,17.0053,17.1095,16.9841,17.0243,0.777344,0.0740551,0.381167,1.57214,
"CELE_T08B1,1",0.963674,3.20601,A0A0K3AY44,Uncharacterized protein,12.7405,13.151,12.721,13.194,11.842,12.1194,12.1122,11.8781,3.20601,0.000378947,0.963674,6.51737,+
zig-11,-0.0648749,0.0770492,A0A0K3AY85,2 (Zwei) IG domain protein,13.8044,13.0533,13.6798,14.5018,13.6489,13.9017,13.8618,13.8864,0.0770492,0.708842,-0.0648749,-0.214268,
ilys-5,-0.249588,0.719818,A0A0K3AYJ1;Q19698,Invertebrate LYSozyme,16.3846,16.399,15.7997,15.8194,16.3945,16.3511,16.3527,16.3028,0.719818,0.0864163,-0.249588,-1.47513,
irg-3,0.0417573,0.0310941,A0A0M7REP5;A0A0M7RF66;P91316,Infection Response protein,16.1604,17.0106,14.7837,16.0043,16.071,16.0031,15.8602,15.8577,0.0310941,0.868518,0.0417573,0.0904074,
tns-1,0.819195,2.17386,A0A0S4XR31;H2L045;H2L046,TeNSin homolog,15.776,16.3484,15.637,15.4595,15.1657,14.8884,14.9202,14.9698,2.17386,0.00154957,0.819195,4.05331,+
ubr-4,0.173288,0.0469804,A0A0S4XR36;O01808,UBR E3 ubiquitin ligase homolog,14.2463,15.2113,14.8975,15.1344,13.7513,13.275,18.4954,13.2745,0.0469804,0.809739,0.173288,0.134416,
ccar-1,0.968277,3.14932,A0A0S4XR43,CCAR1 homolog,15.5799,15.5482,15.0462,15.6596,14.6417,14.5149,14.456,14.3481,3.14932,0.000430139,0.968277,6.35979,+
ulp-2,-0.458982,0.94112,A0A0S4XR45;Q23238,Ubiquitin-Like Protease;Ubiquitin-like protease 2,13.0063,12.9344,12.7092,13.3301,13.9047,13.6471,12.912,13.352,0.94112,0.047893,-0.458982,-1.84539,+
"CELE_T23F4,2",1.46109,2.38998,A0A0S4XR68;A0A0S4XR74;A0A0S4XRI4;O17261,Uncharacterized protein,15.8133,14.8054,15.3543,15.2055,14.3993,13.9547,13.198,13.7822,2.38998,0.0011079,1.46109,4.50688,+
sago-1,-0.0137541,0.0226096,A0A0T7CIX3,Piwi-like protein,14.2528,13.9308,13.39,13.9807,14.1281,13.7752,14.015,13.6909,0.0226096,0.901962,-0.0137541,-0.0663281,
sago-2,0.0118175,0.0382798,A0A0U1RML5;A0A0U1RML6,Piwi-like protein,15.9714,16.1316,15.8783,15.8794,15.757,16.1672,15.8732,16.0161,0.0382798,0.84085,0.0118175,0.110481,
"CELE_K02C4,3;CELE_K02C4,3;CELE_K02C4,3;K02C4,3",0.9813,1.9804,A0A131MAU8;A0A131MAZ4;A0A131MBF0;Q09931,"Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Probable ubiquitin carboxyl-terminal hydrolase K02C4,3",15.1338,14.0937,14.6206,15.0443,13.6991,13.832,13.4278,14.0084,1.9804,0.00251558,0.9813,3.6694,+
daf-4,2.00759,3.85527,A0A131MB12;G8JY02;P50488,Serine/threonine-protein kinase receptor;Receptor protein serine/threonine kinase;Cell surface receptor daf-4,15.3938,15.8197,16.4897,15.9718,14.0073,13.9238,13.733,13.9805,3.85527,0.000152147,2.00759,8.5597,+
hpo-3,1.35819,4.69465,A0A131MBA2;A0A131MC59;A0A131MCX4;Q95X60,Uncharacterized protein,13.3048,13.2918,12.9594,13.2874,12.0557,11.692,11.8544,11.8086,4.69465,0,1.35819,12.011,+
acs-22,-0.59119,2.62753,A0A131MBB2;Q18916,Fatty Acid CoA Synthetase family,14.7458,14.7142,15.1839,15.011,15.5221,15.5952,15.4355,15.4668,2.62753,0.000783415,-0.59119,-5.03968,+
tag-10,0.79472,1.06932,A0A131MBC3;A0A131MCY4;G5EER7;G5EG67,Uncharacterized protein,16.1245,17.0136,15.4118,15.4037,15.3715,15.1153,15.1104,15.1775,1.06932,0.0328833,0.79472,2.05838,+
imb-2,1.11837,1.792,A0A131MBF9;O62332,IMportin Beta family,15.6993,16.2368,14.6958,15.4748,14.56,14.623,14.18,14.2704,1.792,0.0040844,1.11837,3.31304,+
brf-1,1.07278,3.95228,A0A131MBG0;A0A131MCT5,BRF (Transcription factor) homolog,13.0458,12.7342,12.9938,13.2471,12.0288,12.0353,11.8507,11.8149,3.95228,0.00016622,1.07278,8.907,+
"CELE_W09B6,4",1.79821,2.30099,A0A131MBG4;H2L0M1,Uncharacterized protein,15.68,15.5589,14.7706,14.3431,13.9942,12.6971,13.2133,13.2552,2.30099,0.00117865,1.79821,4.31675,+
irg-7,0.255365,1.28087,A0A131MBU3,Protein irg-7,19.4416,19.381,19.0262,19.1209,19.0294,19.0553,18.9044,18.959,1.28087,0.0172993,0.255365,2.41278,+
"CELE_F27B10,1",0.0362484,0.0690996,A0A131MCJ0,Uncharacterized protein,13.2298,13.2916,12.8022,13.3336,13.448,13.2788,12.8441,12.9414,0.0690996,0.7327,0.0362484,0.193563,
"CELE_T22F3,3",-1.12762,2.60733,A0A131MCL1,"Alpha-1,4 glucan phosphorylase",13.3209,13.3028,12.7684,13.2858,14.4729,13.7536,14.4411,14.5207,2.60733,0.00077329,-1.12762,-4.99286,+
die-1,0.211421,0.391189,A0A131MCL4;A0A131MCR4,Dorsal Intercalation and Elongation defect,13.1744,13.2054,12.5641,13.3621,12.576,13.2845,12.6689,12.931,0.391189,0.222076,0.211421,0.892959,
dhs-11,-0.277407,0.188124,A0A163UT65,"DeHydrogenases, Short chain",13.765,13.5004,15.6562,15.5333,15.1269,14.7252,14.7219,14.9904,0.188124,0.443001,-0.277407,-0.479666,
tbc-14,0.783513,2.74346,A0A164D380;A0A168H1X0,TBC (Tre-2/Bub2/Cdc16) domain family,15.6906,15.8106,15.8825,15.8561,15.3428,15.0569,14.6554,15.0507,2.74346,0.000651972,0.783513,5.31414,+
cyp-34a6,1.46344,3.64807,A0A164D3C9;O44656,CYtochrome P450 family,15.1899,15.7969,15.5454,15.7498,14.0835,13.9058,14.4655,13.9734,3.64807,0.00032,1.46344,7.8569,+
fipp-1,-0.483107,2.14583,A0A164D3G3;O16293,Factor Interacting with Poly(A) Polymerase,13.2832,13.113,12.8723,13.2821,13.4667,13.6388,13.8091,13.5684,2.14583,0.00160103,-0.483107,-3.99645,+
unc-132,1.57826,3.82697,A0A168H9Z7;H2L0N0;H2L0N1;O01619;Q95ZK4,Uncharacterized protein,16.1923,15.5441,16.0539,15.6335,14.4148,14.4258,14.2715,13.9988,3.82697,0.000148325,1.57826,8.46062,+
cdh-4,0.0116382,0.0233798,A0A1C3NSI5;Q19319,Cadherin-4,13.3397,12.9297,12.8374,13.2936,13.3504,13.1353,13.0658,12.8024,0.0233798,0.899138,0.0116382,0.0685314,
ajm-1,1.12648,3.70691,A0A1C3NSL1,Apical Junction Molecule,13.0441,13.1996,12.6299,13.194,11.8713,12.009,11.8276,11.8538,3.70691,0.00027957,1.12648,8.05127,+
"CELE_ZC412,3",1.03253,1.948,A0A1C3NSL5,Uncharacterized protein,18.8669,19.0285,18.0189,17.9431,17.3815,17.4424,17.573,17.3302,1.948,0.002787,1.03253,3.60697,+
farl-11,0.0697191,0.140556,A0A1D3PCL0;Q19300,FAR (Factor ARrest) Like,13.3,13.0025,12.9875,12.5854,12.854,13.1664,12.6039,12.9723,0.140556,0.537826,0.0697191,0.370823,
let-711,0.746852,2.7709,A0A1D3PCL8;A0A1D3PCM5;Q20937,Uncharacterized protein;Uncharacterized protein;NTL-1a,15.9654,15.3583,15.7342,15.6397,15.0757,14.9147,14.7872,14.9327,2.7709,0.00056606,0.746852,5.38057,+
"C40H1,7",0.04268,0.0432406,A0A1I6CM73,Uncharacterized protein,14.5763,14.4699,15.9008,15.0706,14.8673,14.7142,15.055,15.2103,0.0432406,0.823531,0.04268,0.124177,
spat-2,0.205735,0.507358,A0A1I6CM84;F3Y5Q7,Suppressor of PAr-Two defect,15.5621,15.8213,15.0436,15.1316,15.2126,15.1118,15.1529,15.2583,0.507358,0.157287,0.205735,1.10644,
aakg-1,1.67361,4.6238,A0A1I6CM85;A0A1I6CM90;A0A1I6CM91;A0A1I6CMB9;A0A1T5HUK9;A0A1T5HUL8;Q9BHL6,AMP-Activated protein Kinase Gamma subunit,15.9258,16.2658,16.0502,15.7623,14.5098,14.3517,14.0566,14.3917,4.6238,0,1.67361,11.677,+
grl-23,1.23967,4.19431,A0A1I6CM94;A0A1I6CM96;A0A1I6CMA0;A0A1I6CMA4;H2L2E5;Q93424,GRound-Like (Grd related),12.844,13.2261,12.9642,13.0982,11.9143,11.9663,11.7497,11.5434,4.19431,0.000206323,1.23967,9.82828,+
spat-2,1.23953,1.06969,A0A1I6CM95,Suppressor of PAr-Two defect,14.143,13.3995,15.8371,15.2707,12.9068,14.0977,13.3469,13.3409,1.06969,0.0328207,1.23953,2.059,+
"CELE_Y55F3BR,6",1.27147,5.04906,A0A1I6CMC9,Uncharacterized protein,13.1881,13.2986,12.9785,13.1643,12.0709,11.8597,11.8302,11.7828,5.04906,0,1.27147,13.8202,+
vab-10,-0.0298228,0.0768411,A0A1N7SYP3,Uncharacterized protein,19.3241,19.188,18.8759,19.0655,19.2772,19.2947,18.8533,19.1476,0.0768411,0.709289,-0.0298228,-0.21373,
"eif-3,l;eif-3,L",-0.100828,0.14364,A0A1N7SYP6;Q95QW0,Eukaryotic translation initiation factor 3 subunit L,18.3123,17.9605,18.9907,18.9457,18.8992,18.485,18.6725,18.5558,0.14364,0.53056,-0.100828,-0.378074,
"npp-25;npp-25;npp-25;Y37D8A,17",0.0247371,0.0243594,A0A1N7SYQ5;A0A1N7SYR4;A0A1N7SYS5;Q9XWV0,Nuclear Pore complex Protein;Nuclear Pore complex Protein;Nuclear Pore complex Protein;Transmembrane protein 33 homolog,16.4943,15.8518,17.1822,17.0772,16.1403,16.7812,16.8121,16.7729,0.0243594,0.895986,0.0247371,0.0713284,
cnt-1,3.69411,2.85818,A0A1N7SYT2;Q9XXH8,CeNTaurin;Arf-GAP with ANK repeat and PH domain-containing protein cnt-1,15.9609,14.8263,14.0249,15.4226,12.1153,11.9476,9.87085,11.5245,2.85818,0.000523134,3.69411,5.59582,+
"C26G2,2",0.116598,0.11574,A0A1N7SYU2,Uncharacterized protein,13.5636,13.5028,14.9584,13.9699,14.1511,14.121,13.4449,13.8114,0.11574,0.595075,0.116598,0.311368,
"CELE_F43B10,1",-0.251567,0.309824,A0A1N7SYW5,Uncharacterized protein,13.1894,13.1562,12.0314,13.3612,13.6242,13.0234,13.1848,12.9121,0.309824,0.288628,-0.251567,-0.735145,
ubc-15,1.24805,4.29152,A0A1T5HUK0;A0A1T5HUK6;A0A1T5HUL7,UBiquitin Conjugating enzyme,14.6706,14.6209,14.3081,14.6214,13.1848,13.219,13.572,13.253,4.29152,0.00011194,1.24805,10.2216,+
"CELE_Y55F3BR,10",2.47848,2.41064,A0A9S0,Uncharacterized protein,15.7842,15.5107,13.9367,16.3988,12.8284,13.0734,12.57,13.2446,2.41064,0.00108504,2.47848,4.55173,+
"CELE_Y38F2AR,12",0.0458896,0.0383779,A0A9S2,Uncharacterized protein,14.3588,13.0704,14.4108,14.9409,13.8951,14.335,14.0047,14.3626,0.0383779,0.84083,0.0458896,0.110754,
ttr-42,0.680858,0.467185,A2V8C3,TransThyretin-Related family domain,17.0684,17.1944,19.1209,19.6243,17.5578,17.4002,17.6601,17.6665,0.467185,0.177747,0.680858,1.03389,
"CELE_H29C22,1",1.42265,2.44544,A2V8C8,Uncharacterized protein,19.1467,18.3187,18.7729,19.6119,17.2318,17.8005,17.7423,17.385,2.44544,0.000952475,1.42265,4.6279,+
"CELE_F07G6,10",0.856806,0.490824,A3FPJ3,Uncharacterized protein,13.2493,14.0597,16.8222,15.455,14.1786,14.2982,13.8313,13.851,0.490824,0.16558,0.856806,1.07672,
